EANL_Tipo_impianto,Cat_Tariffa,Nuclei_domestici,Nuclei_commerciali,Nuclei_non_residenti,Condominio,Componenti,Località,ProccessedVia,ProcessedAddress,Consumo_medio_2020,Consumo_medio_2021,Consumo_medio_2022,Consumo_medio_2023,Consumo_medio_2024
1200,Uso domestico residente,1.0,,,,,VENEZIA,SC,SC1802,16.0,16.0,9.18,9.27,12.51
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1677A,6.3,6.3,10.38,8.78,10.4
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1888,4.02,4.02,3.29,2.99,2.5
1200,Uso domestico residente,1.0,,,,,VENEZIA,SC,SC1481B,11.54,11.54,12.88,11.47,10.35
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,DD,DD1836A,0.17,0.17,1.16,0.0,0.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1802,9.22,9.22,5.49,5.55,5.94
,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1677A,4.71,4.71,3.63,4.52,4.65
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1888,4.86,4.86,3.74,3.69,3.6
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1481B,8.0,8.0,7.64,7.04,6.24
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,DD,DD1836A,3.45,3.45,1.82,2.22,1.45
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1802,8.3,8.3,8.09,5.98,5.79
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1677A,7.48,7.48,8.57,9.39,7.96
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1677A,11.51,99999.0,9.29,9.04,8.9
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1888,4.44,4.44,4.53,0.0,0.3
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,SC,SC1481B,9.18,9.18,9.0,8.08,7.51
,Uso domestico residente,1.0,,,,,VENEZIA,DD,DD1836B,10.61,10.61,7.32,8.52,8.75
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,DD,DD1879,4.83,4.83,5.17,5.04,4.68
1001,Uso domestico residente,1.0,,,,,VENEZIA,SC,SC2025,1.75,1.75,0.21,1.91,2.99
,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1677A,3.44,3.44,5.8,6.26,6.78
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1890A,3.78,3.78,3.96,5.66,4.07
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,DD,DD1836C,11.12,11.12,11.43,11.17,10.83
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1774B,9.97,9.97,11.3,3.73,10.82
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,SC,SC2026,18.47,18.47,15.64,16.86,14.53
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1483,3.16,3.16,3.15,2.37,1.64
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1892B,18.85,18.85,11.7,9.93,9.77
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,DD,DD1837,10.0,10.0,10.89,13.83,10.06
1200,Uso domestico residente,1.0,,,,,VENEZIA,SC,SC1808,16.57,16.57,13.09,5.73,2.57
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC2026A,0.0,0.0,0.09,0.0,0.51
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1683,12.59,12.59,6.47,7.84,12.06
1200,Uso domestico residente,1.0,,,,,VENEZIA,SC,SC1484,13.23,13.23,7.99,8.01,10.96
,Uso domestico residente,1.0,,,,3.0,VENEZIA,DD,DD1837A,19.99,19.99,22.05,30.95,26.8
1001,Uso domestico residente,1.0,,,,3.0,VENEZIA,SC,SC1810,31.0,31.0,5.88,16.53,27.75
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC2027,9.61,9.61,10.92,8.34,10.65
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,SC,SC1687,6.82,6.82,6.8,5.88,5.25
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,DD,DD1904D,2.33,2.33,0.67,0.09,0.0
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,SC,SC1393,18.63,18.63,24.1,23.56,22.92
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,DD,DD1879,2.33,2.33,1.16,3.18,1.69
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,SC,SC2027,8.36,8.36,11.62,12.51,11.41
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1687,11.5,11.5,7.6,5.31,3.46
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,SC,SC1486,15.74,15.74,11.78,10.71,7.28
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1891,8.04,8.04,9.05,8.97,8.52
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1393A,2.98,2.98,4.2,4.36,4.42
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,DD,DD1863A,9.37,9.37,10.32,10.08,8.21
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,SC,SC2029,29.0,29.0,25.07,19.67,16.75
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1693B,13.02,13.02,13.47,12.95,15.68
1200,Uso domestico residente,1.0,,,,,VENEZIA,SC,SC1487,1.56,1.56,0.58,0.37,0.81
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1891A,4.02,4.02,2.98,6.47,5.88
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1394,15.43,15.43,14.86,8.0,9.39
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1817,6.13,6.13,0.0,5.94,7.51
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,SC,SC2031,21.64,21.64,20.37,22.25,19.78
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1693B,16.05,16.05,14.23,10.86,12.63
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,DD,DD1885,5.08,5.08,11.35,11.35,10.22
1200,Uso domestico residente,1.0,,,,,VENEZIA,SC,SC1892,11.73,11.73,14.68,11.67,9.85
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1416,12.74,12.74,4.55,4.69,3.54
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC2034,7.56,7.56,10.14,0.0,9.41
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1698,10.5,10.5,9.96,10.43,0.0
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1487,5.93,5.93,4.11,4.33,6.12
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC1892A,7.24,7.24,10.31,9.38,6.07
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC1412A,17.61,17.61,14.92,13.1,13.3
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,SC,SC1820,17.69,17.69,18.22,17.42,17.59
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC2047,12.62,12.62,11.79,6.69,7.41
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS4977A,7.43,7.43,0.0,0.0,4.08
1200,Uso domestico residente,1.0,,,,5.0,VENEZIA,CS,CS4464,15.9,15.9,14.85,15.12,14.91
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS4977A,0.0,0.0,19.4,16.03,16.46
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,DD,DD880,11.14,11.14,9.9,10.08,8.36
1001,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS4469,11.12,11.12,14.27,12.32,12.52
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS4986,13.64,13.64,11.0,10.74,10.35
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC2047,6.18,6.18,4.73,8.69,7.01
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS4400,5.82,5.82,5.31,0.0,0.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS4982,4.69,4.69,5.19,6.11,3.12
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SC,SC2056,8.61,8.61,10.27,9.3,10.95
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS4979,0.0,0.0,0.0,0.0,0.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC2056,9.11,9.11,16.67,8.52,5.77
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS4979,29.41,29.41,34.31,32.31,35.36
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,DD,DD736,7.35,7.35,7.88,8.53,8.01
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS4980,0.0,0.0,0.0,0.0,0.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS4469,0.0,0.0,0.0,0.0,0.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SM,SM4865,25.1,25.1,29.14,25.83,22.32
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS4980,13.64,13.64,16.56,16.8,10.97
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS4470,26.07,26.07,28.95,30.42,25.44
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP2233,13.54,13.54,13.85,14.71,14.11
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS4999,0.17,0.17,0.76,0.86,1.21
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS4470,0.0,0.0,99999.0,0.0,5.01
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SM,SM4274,7.56,7.56,8.06,7.09,7.21
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS4473A,8.26,8.26,9.69,3.82,1.36
1200,Uso domestico residente,1.0,,,,5.0,VENEZIA,DD,DD740,35.55,35.55,34.05,38.2,34.43
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS4999,6.26,6.26,10.62,13.79,10.65
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS4473A,9.04,9.04,12.84,11.81,11.24
1200,Uso domestico residente,1.0,,,,,VENEZIA,SM,SM4867,3.93,3.93,3.72,3.26,4.42
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS4999,10.25,10.25,2.97,2.07,1.94
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS4473A,7.13,7.13,0.0,8.77,9.71
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,DD,DD880,3.24,3.24,2.82,2.3,2.11
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5001,13.47,13.47,10.36,10.91,10.28
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5003,27.03,27.03,17.8,19.76,16.34
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5003,14.17,14.17,14.51,12.2,10.27
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5005,10.52,10.52,9.76,9.76,9.71
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5005,21.36,21.36,19.95,15.72,13.83
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5007,12.78,12.78,17.47,14.52,15.69
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5007,2.0,2.0,0.65,0.09,0.49
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5007,3.3,3.3,3.29,3.18,3.48
1001,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5007,3.18,3.18,2.53,2.88,2.83
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5007,2.26,2.26,1.46,11.26,12.38
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5007,12.95,12.95,14.67,7.99,4.37
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5007,6.0,6.0,4.85,6.62,4.85
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SP,SP292,3.33,3.33,0.0,4.17,7.92
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5009,19.81,19.81,21.03,18.9,21.29
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5010,5.0,5.0,2.78,5.03,5.82
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5010,21.99,21.99,25.88,29.39,31.06
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5011,22.98,22.98,14.59,29.3,26.13
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5011,12.08,12.08,13.67,11.43,3.35
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5011,11.3,11.3,10.7,5.76,10.33
12CV,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5013,26.94,26.94,0.0,12.4,27.48
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5013,4.17,4.17,0.92,0.34,2.38
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5013,14.08,14.08,15.53,13.58,13.04
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5015,35.72,35.72,31.39,31.1,35.67
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5016,2.88,2.88,2.6,4.82,0.97
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5020,13.16,13.16,15.34,14.73,12.38
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5021,3.12,3.12,0.0,9.02,9.02
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5022,8.19,8.19,8.61,10.0,6.71
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5022,26.32,26.32,32.25,23.26,15.86
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS4996,20.48,20.48,25.3,16.68,14.04
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS4996,1.92,1.92,1.67,1.38,1.61
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5025,12.11,12.11,13.75,11.23,10.41
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5025,12.03,12.03,13.54,15.47,9.2
,Uso domestico residente,1.0,,,,1.0,VENEZIA,SC,SC2058,20.83,20.83,14.29,9.49,9.43
1200,Uso domestico residente,2.0,,,X,,VENEZIA,CS,CS4993,2.6,2.6,2.15,1.85,1.38
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5028,13.94,13.94,17.8,15.83,14.9
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5031,3.57,3.57,1.91,0.09,0.16
1001,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5031,18.22,18.22,20.28,20.99,19.57
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5031,3.05,3.05,3.49,3.59,3.26
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5040,6.21,6.21,2.97,2.14,2.36
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5042,21.0,21.0,22.22,15.46,15.25
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5045,5.49,5.49,7.66,6.61,5.11
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5047,9.49,9.49,3.58,5.53,7.78
12NR,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5048,3.48,3.48,2.86,3.93,6.61
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5048,3.13,3.13,0.76,0.6,2.28
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5048,1.22,1.22,0.76,0.68,0.08
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5048,9.56,9.56,0.32,0.0,0.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5049A,11.94,11.94,11.74,10.25,11.63
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5049B,9.56,9.56,6.85,3.33,19.9
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5058,17.73,17.73,12.67,10.14,1.9
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5060,7.73,7.73,7.06,10.42,10.85
,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5060,8.0,8.0,2.43,1.79,0.7
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5062,6.0,6.0,5.34,2.83,4.12
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5062,5.74,5.74,7.28,1.48,0.18
1001,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5067,10.86,10.86,10.84,14.52,11.06
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5067,5.39,5.39,4.8,3.5,2.36
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5067,6.34,6.34,4.85,3.5,3.25
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5067,6.87,6.87,8.86,7.43,4.31
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5078,11.73,11.73,9.16,8.63,9.68
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5078,10.17,10.17,13.11,11.28,8.21
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5079,11.82,11.82,5.8,3.59,3.97
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5080,6.26,6.26,6.28,5.81,5.2
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5081,27.31,27.31,26.19,20.02,17.53
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5082,6.26,6.26,6.94,6.41,5.86
1001,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5082A,5.92,5.92,7.21,10.08,6.34
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5084,3.46,3.46,3.0,4.19,6.34
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5084,12.82,12.82,11.58,10.42,10.33
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5085,5.04,5.04,5.08,4.27,6.59
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5085,99999.0,99999.0,0.0,0.0,0.98
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5203,12.43,12.43,11.96,10.0,9.6
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5204,22.07,22.07,65.88,82.12,59.31
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5206,7.62,7.62,5.61,5.72,4.57
,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5208,12.6,12.6,4.93,10.77,6.86
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5208,7.82,7.82,10.61,7.43,7.56
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5208,10.6,10.6,12.29,10.68,8.51
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5208,8.34,8.34,8.82,8.71,9.71
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5208,6.17,6.17,4.76,6.66,8.03
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5208,6.69,6.69,5.79,5.9,6.26
,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS5208,21.12,21.12,15.64,15.38,17.74
1200,Uso domestico residente,1.0,,,,,VENEZIA,CN,CN2816,0.0,0.0,0.0,0.0,0.08
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5209,11.82,11.82,6.44,5.9,5.22
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5209,11.56,11.56,12.94,11.28,12.44
1200,Uso domestico residente,2.0,,,X,,VENEZIA,CS,CS5212,8.29,8.29,7.99,7.96,7.96
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5213,7.83,7.83,8.34,8.5,5.69
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5214,7.9,7.9,8.31,7.73,7.62
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5227,9.99,9.99,11.15,10.68,10.27
1001,Uso domestico residente,1.0,,,,6.0,VENEZIA,CS,CS5230,23.88,23.88,18.02,17.08,19.39
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5239A,1.48,1.48,0.49,0.26,0.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5250,38.48,38.48,24.55,36.33,28.14
1200,Uso domestico residente,10.0,,,X,,VENEZIA,CS,CS5251,13.06,13.06,12.99,11.28,9.79
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5251,7.45,7.45,1.19,2.48,0.0
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5251,5.08,5.08,0.0,0.0,0.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5251,2.28,2.28,0.98,1.2,0.96
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5251,1.67,1.67,0.11,0.0,0.56
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS5253,4.16,4.16,5.25,5.99,7.3
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5262,15.6,15.6,37.8,22.34,19.3
1200,Uso domestico residente,2.0,,,X,,VENEZIA,CS,CS5262,18.93,18.93,0.0,0.0,0.0
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5263,0.0,0.0,0.26,0.26,0.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5263,3.94,3.94,5.03,5.54,5.55
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5263,9.2,9.2,9.2,9.55,8.03
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5265,10.43,10.43,9.66,10.2,9.68
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5267,4.28,4.28,11.13,0.0,8.09
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5267,8.45,8.45,9.11,7.69,7.12
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5269A,0.0,0.0,5.54,0.0,3.99
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5269A,12.18,12.18,14.94,14.35,15.37
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5269A,7.98,7.98,4.83,5.55,0.16
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5269A,0.0,0.0,0.53,3.08,4.16
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5270,5.26,5.26,14.77,5.47,4.48
1200,Uso domestico residente,1.0,,,,7.0,VENEZIA,CS,CS5270,16.83,16.83,13.85,10.25,8.64
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5273,3.24,3.24,5.16,1.37,3.28
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP1405,3.46,3.46,6.91,6.51,5.34
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5273,70.73,70.73,12.8,11.88,12.51
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5279,7.91,7.91,6.79,8.54,6.8
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5279,0.26,0.26,0.33,0.69,0.72
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5279,10.52,10.52,6.99,5.31,5.52
12UF,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5279,0.61,0.61,9.4,7.28,7.92
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1406,4.52,4.52,4.18,3.86,4.51
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1409,2.81,2.81,0.5,1.37,0.15
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP1410,11.93,11.93,4.74,5.87,6.43
12NR,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5286,2.26,2.26,0.7,1.62,3.3
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP1410,14.4,14.4,16.38,15.37,12.7
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5286,5.56,5.56,2.16,2.22,2.17
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP1410,3.75,3.75,0.0,4.18,4.35
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5286,4.26,4.26,5.58,4.86,4.1
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,SP,SP1413,6.08,6.08,4.46,5.3,5.06
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5287,4.26,4.26,7.05,4.97,6.4
1001,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP1413,4.45,4.45,8.09,11.3,11.02
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5287,10.69,10.69,12.9,12.34,12.09
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP1416,9.94,9.94,12.2,11.02,11.36
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5287,8.0,8.0,6.13,6.77,7.68
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,SP,SP1417,5.7,5.7,7.18,5.15,4.35
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5287,6.95,6.95,10.63,9.6,7.76
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,SP,SP1417,7.17,7.17,6.13,8.77,6.52
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS5295,12.08,12.08,15.13,13.71,13.71
1200,Uso domestico residente,2.0,,,X,,VENEZIA,SP,SP1417,2.07,2.07,2.17,2.01,2.76
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5301,4.0,4.0,3.86,0.0,3.44
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1418,12.12,12.12,0.0,1.08,2.84
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5304,0.1,0.1,0.11,0.17,0.05
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1419A,3.27,3.27,1.47,3.21,5.49
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5309,9.27,9.27,10.57,12.51,25.29
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SP,SP1420,9.17,9.17,6.97,9.7,9.31
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5309,14.86,14.86,1.41,0.0,0.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SP,SP1421A,8.16,8.16,12.51,5.5,4.42
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5312,21.03,21.03,15.18,14.91,25.56
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1421A,2.63,2.63,4.23,7.16,5.52
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS5313,10.6,10.6,11.22,11.31,10.17
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1421A,0.17,0.17,0.11,0.08,0.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SP,SP1421A,1.87,1.87,2.17,0.0,3.52
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1421A,24.72,24.72,9.08,12.23,14.21
1200,Uso domestico residente,1.0,,,,,VENEZIA,SP,SP1421A,1.87,1.87,0.45,0.56,0.5
