TARGET_FID_12_13,Full_sesti,Codice_1
9468,CS1283,ANA
9468,CS1281,ANA
9468,CS1285,ANA
9470,DD807,ACCA
9471,CS1279,ANA
9471,CS1279A,ANA
9471,CS1280,ANA
9472,DD805A,ACCA
9472,DD805,ACCA
9475,CS1275,ANA
9475,CS1276,ANA
9476,DD958,ACCA
9477,CS1278,ANA
9477,CS1278A,ANA
9478,DD943,ACCA
9478,DD944,ACCA
9479,CS1268,ANA
9480,DD2656,BARN
9480,DD2655,BARN
9482,DD2677,BARN
9482,DD2676,BARN
9482,DD2678,BARN
9482,DD2680,BARN
9482,DD2681,BARN
9483,CS1264,ANA
9484,DD2707,BARN
9484,DD2708A,BARN
9486,DD2693A,BARN
9486,DD2694,BARN
9486,DD2693,BARN
9486,DD2695,BARN
9487,CS1364C,ANA
9487,CS1263,ANA
9487,CS1262,ANA
9488,DD1015,ACCA
9488,DD1014,ACCA
9490,DD2675C,BARN
9494,DD1476B,CARM
9495,CS1364B,ANA
9497,CS1266,ANA
9497,CS1261,ANA
9498,DD996,ACCA
9499,DD909C,ACCA
9503,CS1257,ANA
9503,CS1258,ANA
9512,DD818,ACCA
9512,DD818A,ACCA
9513,CS971,ANA
9514,DD814,ACCA
9514,DD817,ACCA
9514,DD816,ACCA
9514,DD815,ACCA
9515,CS972,ANA
9517,CS973,ANA
9518,DD782A,ACCA
9519,CS974,ANA
9520,DD783,ACCA
9521,DD819,ACCA
9521,DD774,ACCA
9522,CS975,ANA
9522,CS976,ANA
9523,DD773A,ACCA
9523,DD775,ACCA
9523,DD773,ACCA
9524,CS977,ANA
9524,CS977A,ANA
9524,CS978,ANA
9525,DD779,ACCA
9526,CS967,ANA
9526,CS969,ANA
9526,CS968A,ANA
9527,DD777,ACCA
9527,DD776,ACCA
9527,DD778,ACCA
9528,CS965,ANA
9528,CS966,ANA
9529,DD781,ACCA
9529,DD779A,ACCA
9529,DD780,ACCA
9530,CS964,ANA
9531,DD908E,ACCA
9531,DD908G,ACCA
9531,DD908H,ACCA
9531,DD908F,ACCA
9532,CS963,ANA
9533,DD906A,ACCA
9533,DD906,ACCA
9533,DD907,ACCA
9534,CS962A,ANA
9534,CS962,ANA
9535,DD908B,ACCA
9536,CS979,ANA
9536,CS961A,ANA
9536,CS961,ANA
9537,DD838,ACCA
9537,DD839,ACCA
9538,CS946,ANA
9538,CS947,ANA
9538,CS945,ANA
9538,CS946A,ANA
9540,CS953,ANA
9540,CS954,ANA
9540,CS955,ANA
9541,DD834,ACCA
9542,DD880B,ACCA
9542,DD880D,ACCA
9542,DD880C,ACCA
9542,DD880A,ACCA
9543,CS958,ANA
9543,CS957,ANA
9543,CS956,ANA
9544,DD853D,ACCA
9544,DD853C,ACCA
9544,DD853A,ACCA
9544,DD853B,ACCA
9544,DD850,ACCA
9545,CS943,ANA
9545,CS942,ANA
9546,DD880,ACCA
9547,CS941B,ANA
9547,CS940,ANA
9547,CS941A,ANA
9547,CS941,ANA
9548,DD849,ACCA
9549,CS938,ANA
9549,CS939,ANA
9550,DD848,ACCA
9551,CS937,ANA
9551,CS936,ANA
9553,CS934,ANA
9553,CS935,ANA
9554,DD881,ACCA
9554,DD881A,ACCA
9555,CS932,ANA
9555,CS933,ANA
9556,DD882,ACCA
9556,DD886,ACCA
9556,DD884,ACCA
9556,DD883,ACCA
9556,DD885,ACCA
9556,DD892,ACCA
9557,CS960,ANA
9557,CS959,ANA
9558,DD891B,ACCA
9558,DD844,ACCA
9558,DD891A,ACCA
9558,DD891,ACCA
9559,CS919,ANA
9559,CS918,ANA
9559,CS917,ANA
9560,DD887,ACCA
9560,DD888,ACCA
9561,CS920,ANA
9561,CS921,ANA
9563,CS922,ANA
9565,CS923A,ANA
9565,CS924,ANA
9565,CS925A,ANA
9565,CS923,ANA
9566,DD896,ACCA
9566,DD895,ACCA
9567,CS926A,ANA
9567,CS926,ANA
9567,CS925,ANA
9568,DD364A,SPIR
9568,DD365,SPIR
9569,CS916,ANA
9569,CS914,ANA
9569,CS915,ANA
9570,DD381,SPIR
9570,DD380,SPIR
9571,CS904F,ISEP
9571,CS904B,ISEP
9571,CS904C,ISEP
9571,CS904D,ISEP
9571,CS904E,ISEP
9571,CS904A,ISEP
9574,DD378,SPIR
9574,DD379,SPIR
9574,DD377,SPIR
9576,DD385,SPIR
9576,DD383,SPIR
9576,DD384,SPIR
9576,DD382,SPIR
9577,DD387,SPIR
9577,DD389,SPIR
9578,DD339,SPIR
9578,DD340,SPIR
9579,DD338,SPIR
9579,DD337,SPIR
9580,DD336,SPIR
9580,DD336A,SPIR
9582,CS903B,ISEP
9584,CS903A,ISEP
9585,DD334,SPIR
9585,DD333,SPIR
9585,DD333A,SPIR
9587,DD330,SPIR
9587,DD332,SPIR
9587,DD329,SPIR
9587,DD331,SPIR
9589,DD392,SPIR
9589,DD391,SPIR
9590,DD393,SPIR
9591,CS787Q,ISEP
9591,CS787S,ISEP
9591,CS787R,ISEP
9591,CS787P,ISEP
9591,CS787H,ISEP
9591,CS787G,ISEP
9593,CS836C,ISEP
9593,CS836D,ISEP
9593,CS836A,ISEP
9593,CS836,ISEP
9593,CS788,ISEP
9593,CS836B,ISEP
9593,CS788B,ISEP
9593,CS788A,ISEP
9594,DD356,SPIR
9594,DD355,SPIR
9594,DD350,SPIR
9594,DD357,SPIR
9595,CS872A,ISEP
9595,CS872,ISEP
9596,DD347,SPIR
9596,DD345,SPIR
9596,DD348,SPIR
9596,DD346,SPIR
9597,CS870,ISEP
9597,CS871,ISEP
9598,DD361,SPIR
9598,DD360,SPIR
9598,DD344,SPIR
9598,DD343,SPIR
9599,CS849A,ISEP
9599,CS850,ISEP
9599,CS869,ISEP
9599,CS851,ISEP
9599,CS868,ISEP
9600,DD362,SPIR
9600,DD363,SPIR
9601,CS867,ISEP
9602,DD341,SPIR
9602,DD342,SPIR
9603,CS865,ISEP
9603,CS866,ISEP
9603,CS849,ISEP
9604,DD190A,GREG
9604,DD159A,GREG
9604,DD193,GREG
9604,DD185,GREG
9604,DD191,GREG
9604,DD163B,GREG
9604,DD197,GREG
9604,DD193B,GREG
9604,DD196,GREG
9604,DD190,GREG
9604,DD189,GREG
9604,DD163,GREG
9604,DD184,GREG
9604,DD181,GREG
9604,DD188,GREG
9604,DD163A,GREG
9604,DD196A,GREG
9604,DD183,GREG
9605,CS864,ISEP
9605,CS848,ISEP
9609,CS840,ISEP
9609,CS845,ISEP
9609,CS844,ISEP
9609,CS846,ISEP
9609,CS841,ISEP
9609,CS842,ISEP
9609,CS843,ISEP
9609,CS839,ISEP
9610,DD199,GREG
9610,DD200,GREG
9610,DD198,GREG
9610,DD201,GREG
9613,CS902,ISEP
9613,CS903,ISEP
9613,CS891,ISEP
9613,CS890,ISEP
9613,CS889,ISEP
9613,CS901,ISEP
9613,CS891A,ISEP
9614,DD159,GREG
9615,CS892,ISEP
9615,CS900A,ISEP
9615,CS900,ISEP
9616,DD202,GREG
9616,DD203,GREG
9617,CS899,ISEP
9617,CS893,ISEP
9619,CS895,ISEP
9619,CS898,ISEP
9620,DD150A,GREG
9620,DD154A,GREG
9620,DD151,GREG
9620,DD150,GREG
9620,DD154,GREG
9621,CS897A,ISEP
9621,CS898B,ISEP
9621,CS897,ISEP
9621,CS896,ISEP
9622,DD204A,GREG
9622,DD204,GREG
9622,DD205,GREG
9622,DD204B,GREG
9623,CS800,ISEP
9623,CS799C,ISEP
9624,DD206,GREG
9624,DD207,GREG
9625,CS801,ISEP
9626,DD146,GREG
9626,DD147,GREG
9626,DD145,GREG
9627,CS804F,ISEP
9627,CS804,ISEP
9627,CS803,ISEP
9628,DD209,GREG
9628,DD208,GREG
9629,CS798,ISEP
9630,DD210,GREG
9630,DD211,GREG
9631,CS798A,ISEP
9631,CS806,ISEP
9631,CS805,ISEP
9632,DD212,GREG
9632,DD213,GREG
9633,CS808,ISEP
9633,CS807,ISEP
9634,DD144,GREG
9635,CS809,ISEP
9635,CS810,ISEP
9636,DD215,GREG
9636,DD214,GREG
9636,DD143,GREG
9637,CS812,ISEP
9637,CS811,ISEP
9638,DD165,GREG
9638,DD161,GREG
9638,DD162,GREG
9638,DD160,GREG
9638,DD164,GREG
9638,DD164A,GREG
9639,CS813,ISEP
9639,CS814,ISEP
9640,DD135,GREG
9640,DD166,GREG
9640,DD167A,GREG
9640,DD134,GREG
9640,DD168,GREG
9640,DD167,GREG
9641,CS816,ISEP
9641,CS815,ISEP
9641,CS795,ISEP
9642,DD136,GREG
9642,DD138,GREG
9642,DD137,GREG
9642,DD139,GREG
9643,CS818,ISEP
9643,CS817,ISEP
9644,DD158,GREG
9644,DD152,GREG
9644,DD157,GREG
9644,DD153,GREG
9644,DD155,GREG
9645,CS819,ISEP
9645,CS821,ISEP
9646,DD140A,GREG
9646,DD140,GREG
9647,CS888A,ISEP
9648,DD130A,GREG
9648,DD133,GREG
9648,DD124,GREG
9648,DD125,GREG
9648,DD169A,GREG
9648,DD127,GREG
9648,DD126,GREG
9648,DD132,GREG
9648,DD169,GREG
9648,DD131,GREG
9649,CS888,ISEP
9649,CS887,ISEP
9650,DD121C,GREG
9650,DD122,GREG
9650,DD123,GREG
9651,CS886,ISEP
9652,DD121B,GREG
9652,DD121A,GREG
9652,DD121,GREG
9654,DD120A,GREG
9654,DD120,GREG
9657,CS883,ISEP
9657,CS884,ISEP
9657,CS861,ISEP
9657,CS882,ISEP
9657,CS860,ISEP
9658,DD119,GREG
9660,DD116,GREG
9662,DD115,GREG
9662,DD115A,GREG
9664,DD114,GREG
9665,CS881D,ISEP
9666,DD117,GREG
9666,DD118,GREG
9667,CS881B,ISEP
9667,CS881C,ISEP
9668,DD113,GREG
9668,DD113A,GREG
9669,CS881A,ISEP
9670,DD123A,GREG
9670,DD170A,GREG
9670,DD170,GREG
9671,CS880,ISEP
9671,CS881,ISEP
9672,DD170G,GREG
9673,CS857,ISEP
9673,CS878,ISEP
9673,CS878A,ISEP
9673,CS856,ISEP
9673,CS879,ISEP
9675,DD584,SVIO
9676,CS877,ISEP
9678,CS876,ISEP
9679,DD583A,SVIO
9679,DD583,SVIO
9680,CS875,ISEP
9680,CS854,ISEP
9682,CS873,ISEP
9682,CS853,ISEP
9682,CS873A,ISEP
9684,CS767,ANA
9684,CS770,ANA
9684,CS769,ANA
9684,CS768,ANA
9686,CS765A,ANA
9686,CS766A,ANA
9686,CS764,ANA
9686,CS765,ANA
9688,CS771A,ANA
9688,CS771,ANA
9690,CS776,ANA
9690,CS777,ANA
9692,CS778,ANA
9692,CS780,ANA
9692,CS756,ANA
9692,CS782A,ANA
9692,CS781,ANA
9692,CS779,ANA
9692,CS783,ANA
9693,CS762A,ANA
9693,CS763,ANA
9694,DD571,SVIO
9694,DD569,SVIO
9694,DD570,SVIO
9694,DD572,SVIO
9695,CS759,ANA
9695,CS760,ANA
9696,DD587,SVIO
9697,CS748,ANA
9697,CS749,ANA
9697,CS747,ANA
9697,CS750,ANA
9698,DD591A,SVIO
9699,CS751A,ANA
9699,CS752A,ANA
9699,CS753,ANA
9699,CS751,ANA
9700,DD590,SVIO
9700,DD591,SVIO
9701,CS733,ANA
9702,DD592,SVIO
9702,DD592A,SVIO
9703,CS731,ANA
9705,CS730,ANA
9705,CS729,ANA
9707,CS728,ANA
9707,CS728A,ANA
9708,DD605,SVIO
9708,DD604,SVIO
9708,DD603A,SVIO
9708,DD605A,SVIO
9709,CS727,ANA
9709,CS754,ANA
9709,CS755,ANA
9711,CS787O,ISEP
9712,DD598,SVIO
9712,DD599,SVIO
9713,CS787F,ISEP
9713,CS787L,ISEP
9713,CS787N,ISEP
9713,CS787M,ISEP
9714,DD607,SVIO
9714,DD608,SVIO
9714,DD606,SVIO
9717,CS789C,ISEP
9717,CS825,ISEP
9717,CS790,ISEP
9717,CS791,ISEP
9718,DD610A,SVIO
9718,DD611,SVIO
9719,CS827,ISEP
9719,CS828,ISEP
9719,CS826,ISEP
9720,DD611A,SVIO
9720,DD611B,SVIO
9721,CS830,ISEP
9721,CS829,ISEP
9723,CS835,ISEP
9724,DD597,SVIO
9726,DD596,SVIO
9726,DD595,SVIO
9728,DD593,SVIO
9728,DD594,SVIO
9730,DD634,SVIO
9734,DD623,SVIO
9735,CS620D,ANA
9735,CS620H,ANA
9735,CS620G,ANA
9735,CS620F,ANA
9735,CS620C,ANA
9735,CS620E,ANA
9736,DD623B,SVIO
9736,DD623A,SVIO
9740,DD621,SVIO
9740,DD622,SVIO
9742,DD739,ACCA
9742,DD738,ACCA
9744,DD843,ACCA
9744,DD841,ACCA
9745,CS1903,ANA
9748,DD835,ACCA
9748,DD829A,ACCA
9748,DD829,ACCA
9750,DD828,ACCA
9750,DD827,ACCA
9751,CS1120,ANA
9752,DD826,ACCA
9752,DD825,ACCA
9752,DD824,ACCA
9754,DD822,ACCA
9754,DD821,ACCA
9754,DD823,ACCA
9755,CS1179,ANA
9756,DD755,ACCA
9756,DD756,ACCA
9756,DD755A,ACCA
9756,DD760,ACCA
9756,DD754,ACCA
9756,DD759,ACCA
9757,CS1155A,ANA
9758,DD766,ACCA
9758,DD764,ACCA
9758,DD765,ACCA
9759,CS1073,ANA
9759,CS1072,ANA
9759,CS1071,ANA
9760,DD761,ACCA
9761,CS1059B,ANA
9761,CS1100,ANA
9762,DD761A,ACCA
9764,DD752,ACCA
9764,DD753,ACCA
9766,DD751,ACCA
9766,DD772,ACCA
9766,DD770,ACCA
9766,DD771,ACCA
9766,DD768,ACCA
9766,DD769,ACCA
9766,DD767,ACCA
9767,CS986I,ANA
9767,CS986M,ANA
9767,CS986G,ANA
9767,CS986L,ANA
9767,CS986H,ANA
9768,DD652B,SVIO
9768,DD652A,SVIO
9768,DD652,SVIO
9770,DD851,ACCA
9770,DD853,ACCA
9770,DD852,ACCA
9770,DD854,ACCA
9772,DD847A,ACCA
9773,CS1134,ANA
9773,CS1134A,ANA
9774,DD856A,ACCA
9774,DD855,ACCA
9774,DD856,ACCA
9776,DD857,ACCA
9776,DD858,ACCA
9778,DD859,ACCA
9778,DD860,ACCA
9778,DD860A,ACCA
9779,CS1017A,ANA
9780,DD861,ACCA
9780,DD734,ACCA
9780,DD733,ACCA
9780,DD862,ACCA
9784,DD736,ACCA
9784,DD736A,ACCA
9784,DD735,ACCA
9784,DD735B,ACCA
9784,DD735A,ACCA
9785,DD847,ACCA
9785,DD847B,ACCA
9787,CS449C,DANI
9787,CS449A,DANI
9789,CS468,DANI
9789,CS467,DANI
9792,DD546,SPIR
9794,DD547,SPIR
9794,DD548,SPIR
9796,DD434,SPIR
9796,DD435,SPIR
9796,DD433,SPIR
9796,DD446,SPIR
9796,DD432,SPIR
9796,DD447,SPIR
9798,DD439,SPIR
9800,DD449,SPIR
9800,DD448,SPIR
9802,DD451,SPIR
9804,DD452,SPIR
9804,DD454,SPIR
9804,DD453,SPIR
9804,DD454A,SPIR
9809,CS723,ANA
9809,CS722,ANA
9813,CS787D,ISEP
9813,CS787E,ISEP
9814,DD553,SPIR
9816,CS772,ANA
9816,CS772A,ANA
9818,CS762,ANA
9818,CS761,ANA
9819,DD410,SPIR
9820,CS859,ISEP
9821,DD412,SPIR
9821,DD411A,SPIR
9821,DD411,SPIR
9823,DD417,SPIR
9823,DD416,SPIR
9825,DD415,SPIR
9827,DD460,SPIR
9828,CS799B,ISEP
9833,DD406,SPIR
9835,CS1270B,ANA
9835,CS1270,ANA
9835,CS1270A,ANA
9836,DD402,SPIR
9836,DD401,SPIR
9836,DD404,SPIR
9837,CS1259,ANA
9837,CS1260,ANA
9840,DD397,SPIR
9841,CS1271,ANA
9842,DD405A,SPIR
9843,CS1364A,ANA
9847,CS1373B,ANA
9847,CS1373,ANA
9850,DD395,SPIR
9850,DD396,SPIR
9851,CS1256,ANA
9852,DD314,SPIR
9853,CS1254,ANA
9853,CS1255,ANA
9854,DD316,SPIR
9856,DD316A,SPIR
9856,DD316B,SPIR
9856,DD311A,SPIR
9857,CS1887A,ANA
9857,CS1889,ANA
9857,CS1820,ANA
9857,CS1819,ANA
9857,CS1890,ANA
9857,CS1888,ANA
9858,DD309,SPIR
9858,DD310,SPIR
9860,DD307,SPIR
9860,DD308,SPIR
9861,DD299,SPIR
9861,DD295,SPIR
9861,DD300,SPIR
9861,DD298,SPIR
9863,DD312,SPIR
9865,DD311,SPIR
9868,CS1309,ANA
9868,CS1311,ANA
9868,CS1309A,ANA
9868,CS1310,ANA
9868,CS1308,ANA
9871,DD279,SPIR
9871,DD279A,SPIR
9871,DD280,SPIR
9872,CS1307,ANA
9873,DD287,SPIR
9873,DD286,SPIR
9873,DD288,SPIR
9874,CS1306C,ANA
9874,CS1306A,ANA
9874,CS1306B,ANA
9874,CS1306,ANA
9875,DD290,SPIR
9875,DD278,SPIR
9876,CS1269,ANA
9877,DD399,SPIR
9877,DD398,SPIR
9879,DD275,SPIR
9880,DD274,SPIR
9881,DD272,SPIR
9881,DD271,SPIR
9881,DD273,SPIR
9882,DD270A,SPIR
9882,DD270,SPIR
9883,DD269,SPIR
9884,DD267,SPIR
9884,DD268,SPIR
9885,DD216,GREG
9885,DD217,GREG
9887,DD215A,GREG
9888,DD87,GREG
9889,DD222,GREG
9889,DD85,GREG
9889,DD223,GREG
9890,DD224,GREG
9890,DD225,GREG
9890,DD225A,GREG
9890,DD226,GREG
9890,DD227,GREG
9891,DD234,GREG
9891,DD236,GREG
9891,DD233,GREG
9891,DD230,GREG
9891,DD232,GREG
9891,DD231,GREG
9891,DD235,GREG
9892,DD237,GREG
9894,DD74,GREG
9894,DD73,GREG
9895,DD228,GREG
9899,DD76,GREG
9899,DD75,GREG
9900,DD78A,GREG
9900,DD77,GREG
9900,DD78,GREG
9902,DD83,GREG
9902,DD82,GREG
9902,DD84,GREG
9904,DD80,GREG
9904,DD79,GREG
9904,DD81,GREG
9906,DD246,GREG
9906,DD245,GREG
9906,DD244,GREG
9909,DD68,GREG
9909,DD69,GREG
9911,DD23,GREG
9911,DD22,GREG
9913,DD103,GREG
9913,DD104,GREG
9915,DD101,GREG
9915,DD101A,GREG
9917,DD98,GREG
9917,DD97,GREG
9917,DD96,GREG
9919,DD99,GREG
9919,DD100,GREG
9921,DD35,GREG
9921,DD34,GREG
9923,DD38,GREG
9923,DD36,GREG
9923,DD37,GREG
9928,DD94,GREG
9928,DD93,GREG
9928,DD95,GREG
9932,DD92A,GREG
9932,DD92,GREG
9934,DD91A,GREG
9936,DD57,GREG
9938,DD58,GREG
9938,DD60,GREG
9938,DD59,GREG
9940,DD62,GREG
9940,DD61,GREG
9941,CS5C,PIER
9942,DD63,GREG
9942,DD64,GREG
9942,DD65,GREG
9942,DD66,GREG
9945,CS6D,PIER
9945,CS6,PIER
9945,CS6F,PIER
9945,CS6E,PIER
9945,CS6B,PIER
9945,CS6C,PIER
9945,CS6A,PIER
9946,DD500A,SPIR
9948,DD369,SPIR
9948,DD500,SPIR
9949,CS7D,PIER
9950,DD498A,SPIR
9950,DD499,SPIR
9950,DD498,SPIR
9950,DD496,SPIR
9950,DD497,SPIR
9951,CS11S,PIER
9951,CS11R,PIER
9952,DD483,SPIR
9953,CS8H,PIER
9954,DD484,SPIR
9957,CS5A,PIER
9957,CS5B,PIER
9961,CS1,ELEN
9961,CS1,ELEN
9961,CS3,ELEN
9962,CS3,ELEN
9962,CS6,ELEN
9963,CS1,ELEN
9963,CS5,ELEN
9964,CS6,ELEN
9964,CS2,ELEN
9964,CS4,ELEN
9965,CS2,ELEN
9965,CS9,ELEN
9965,CS1,ELEN
9965,CS7,ELEN
9965,CS3,ELEN
9965,CS4,ELEN
9966,CS8,ELEN
9966,CS8,ELEN
9966,CS6,ELEN
9967,CS15,ELEN
9967,CS17,ELEN
9967,CS19,ELEN
9967,CS11,ELEN
9967,CS13,ELEN
9969,CS2,ELEN
9971,CS2,ELEN
9971,CS5,ELEN
9971,CS4,ELEN
9971,CS6,ELEN
9971,CS6,ELEN
9972,CS13,ELEN
9972,CS7,ELEN
9974,CS1A,ELEN
9974,CS1B,ELEN
9975,CS3,ELEN
9975,CS2,ELEN
9975,CS4,ELEN
9975,CS8,ELEN
9975,CS4,ELEN
9975,CS3,ELEN
9975,CS6,ELEN
9976,CS3B,ELEN
9976,CS3A,ELEN
9977,CS2,ELEN
9979,CS2A,ELEN
9979,CS2,ELEN
9980,CS4,ELEN
9982,CS1,ELEN
9982,CS3,ELEN
9982,CS3,ELEN
9983,CS4,ELEN
9984,CS4,ELEN
9985,CS1,ELEN
9986,CS2,ELEN
9987,CS1,ELEN
9988,CS1,ELEN
9989,CS2,ELEN
9992,CS2,ELEN
9992,CS3,ELEN
9992,CS2,ELEN
9992,CS4,ELEN
9993,CS5,ELEN
9994,CS16,ELEN
10000,CS12A,ELEN
10000,CS12,ELEN
10000,CS13,ELEN
10001,CN4690F,APOS
10009,CN734,MACE
10010,CN3519,ORTO
10010,CN3520,ORTO
10010,CN3518,ORTO
10014,CN3527A,ORTO
10014,CN3527,ORTO
10015,CN68,GERE
10015,CN69,GERE
10017,CN70,GERE
10020,CN74,GERE
10020,CN72,GERE
10020,CN73,GERE
10021,CN75,GERE
10022,CN79,GERE
10022,CN78,GERE
10023,CN76,GERE
10023,CN77,GERE
10024,CN86,GERE
10024,CN87,GERE
10025,CN89,GERE
10025,CN88,GERE
10026,CN91,GERE
10026,CN90,GERE
10027,CN94,GERE
10027,CN93,GERE
10027,CN92,GERE
10028,CN95,GERE
10029,CN85,GERE
10029,CN84,GERE
10030,CN83,GERE
10030,CN82,GERE
10031,CN80,GERE
10031,CN81,GERE
10037,CN1003A,LEON
10038,CN1003,LEON
10039,CN1002B,LEON
10040,CN1002A,LEON
10041,CN1002,LEON
10042,CN1001B,LEON
10043,CN1001A,LEON
10044,CN1001,LEON
10045,CN1000,LEON
10046,CN1000A,LEON
10047,CN1011,LEON
10048,CN1011A,LEON
10049,GD260,PALA
10049,GD261,PALA
10050,CN1050,LEON
10050,CN1049,LEON
10050,CN1051,LEON
10051,CN1047,LEON
10052,CN1048,LEON
10054,CN1040,LEON
10055,CN1041,LEON
10059,CN1073,LEON
10059,CN1074,LEON
10060,CN1071,LEON
10061,CN1070,LEON
10061,CN1069,LEON
10062,CN1093,LEON
10062,CN1092,LEON
10063,CN1104,LEON
10065,CN1102,LEON
10065,CN1100,LEON
10065,CN1101,LEON
10065,CN1103,LEON
10066,CN1095,LEON
10066,CN1094,LEON
10067,CN1105A,LEON
10067,CN1105,LEON
10068,CN1175,LEON
10068,CN1168,LEON
10068,CN1176,LEON
10068,CN1162,LEON
10068,CN1172,LEON
10068,CN1165,LEON
10068,CN1170,LEON
10068,CN1163,LEON
10068,CN1171,LEON
10068,CN1167,LEON
10068,CN1161,LEON
10068,CN1174,LEON
10068,CN1173,LEON
10068,CN1178,LEON
10068,CN1166,LEON
10068,CN1106B,LEON
10068,CN1158,LEON
10068,CN1177,LEON
10068,CN1179,LEON
10068,CN1160,LEON
10068,CN1157,LEON
10068,CN1159,LEON
10068,CN1169,LEON
10068,CN1164,LEON
10069,CN2875,GHET
10069,CN2878,GHET
10069,CN2876,GHET
10069,CN2877,GHET
10070,CN2881A,GHET
10070,CN2879,GHET
10070,CN2882,GHET
10070,CN2881,GHET
10070,CN2880,GHET
10071,CN2903,GHET
10072,CN2902B,GHET
10074,CN1196A,LEON
10074,CN1196,LEON
10075,CN1339,LEON
10077,CN1342,LEON
10078,CN1343,LEON
10079,CN1310C,LEON
10079,CN1310D,LEON
10080,CN1306,LEON
10081,CN1307,LEON
10082,CN1308,LEON
10083,CN1280,LEON
10083,CN1281,LEON
10084,CN1283,LEON
10084,CN1282,LEON
10084,CN1286,LEON
10084,CN1285,LEON
10084,CN1284,LEON
10085,CN1262,LEON
10086,CN1600,LEON
10086,CN1601,LEON
10087,CN1603,LEON
10087,CN1602,LEON
10088,CN1527,LEON
10089,CN1527A,LEON
10089,CN1528,LEON
10090,CN1528A,LEON
10090,CN1529,LEON
10092,CN1520,LEON
10092,CN1519,LEON
10093,CN1543,LEON
10093,CN1544,LEON
10094,CN1541,LEON
10094,CN1540,LEON
10094,CN1542A,LEON
10094,CN1542,LEON
10095,CN1571,LEON
10095,CN1572,LEON
10097,CN1569,LEON
10098,CN1568,LEON
10098,CN1567,LEON
10099,CN1559,LEON
10100,CN1560,LEON
10101,CN1561,LEON
10102,CN1562,LEON
10104,CN1632B,LEON
10104,CN1633,LEON
10104,CN1632C,LEON
10104,CN1632A,LEON
10104,CN1632,LEON
10104,CN1633A,LEON
10105,SC1319,ZAND
10105,SC1319A,ZAND
10105,SC1318,ZAND
10107,SC1312A,ZAND
10107,SC1312,ZAND
10107,SC1311,ZAND
10107,SC1310,ZAND
10108,SC1309,ZAND
10109,SC1286,ZAND
10109,SC1287,ZAND
10109,SC1288,ZAND
10110,SC1294,ZAND
10110,SC1293,ZAND
10110,SC1296,ZAND
10110,SC1295,ZAND
10110,SC1291,ZAND
10110,SC1292,ZAND
10111,SC1267,ZAND
10111,SC1268,ZAND
10111,SC1290A,ZAND
10111,SC1266,ZAND
10111,SC1265A,ZAND
10111,SC1265B,ZAND
10111,SC1290,ZAND
10111,SC1265,ZAND
10111,SC1290B,ZAND
10112,SC1299B,ZAND
10112,SC1299,ZAND
10113,SC1299A,ZAND
10114,CN122O,GERE
10114,CN122Q,GERE
10114,CN122C,GERE
10114,CN122E,GERE
10114,CN122D,GERE
10115,CN163,GERE
10115,CN164A,GERE
10115,CN173,GERE
10115,CN162,GERE
10115,CN163A,GERE
10115,CN164,GERE
10116,CN271,GERE
10116,CN253,GERE
10117,CN269,GERE
10117,CN270,GERE
10118,CN254,GERE
10118,CN267,GERE
10118,CN255,GERE
10118,CN268,GERE
10119,CN256,GERE
10119,CN266,GERE
10119,CN256A,GERE
10120,CN190,GERE
10121,CN189,GERE
10122,CN206,GERE
10122,CN204,GERE
10122,CN205,GERE
10123,CN208,GERE
10123,CN207,GERE
10124,CN265,GERE
10126,CN308,GERE
10126,CN311,GERE
10126,CN310,GERE
10126,CN309,GERE
10127,CN305,GERE
10127,CN306,GERE
10127,CN307,GERE
10128,CN344,GERE
10128,CN343,GERE
10128,CN342,GERE
10129,CN380A,GERE
10129,CN379,GERE
10129,CN378,GERE
10129,CN380,GERE
10130,CN381,GERE
10130,CN383,GERE
10130,CN382,GERE
10131,CN376,GERE
10131,CN375A,GERE
10132,CN367,GERE
10132,CN367A,GERE
10132,CN366,GERE
10133,CN366F,GERE
10134,CN106,GERE
10134,CN106A,GERE
10135,CN105,GERE
10135,CN104,GERE
10136,CN102B,GERE
10136,CN103B,GERE
10136,CN102A,GERE
10136,CN103,GERE
10136,CN103A,GERE
10137,CN101,GERE
10137,CN102,GERE
10138,CN113,GERE
10138,CN111B,GERE
10138,CN112,GERE
10138,CN111A,GERE
10139,CN108,GERE
10139,CN109,GERE
10139,CN107,GERE
10142,CN419,GERE
10142,CN420,GERE
10143,CN423,GERE
10143,CN422,GERE
10143,CN421,GERE
10144,CN424,GERE
10144,CN426,GERE
10144,CN425,GERE
10144,CN425A,GERE
10145,CN427,GERE
10145,CN428,GERE
10146,CN430,GERE
10146,CN429,GERE
10146,CN431,GERE
10147,CN433,GERE
10147,CN434,GERE
10147,CN435,GERE
10147,CN436,GERE
10147,CN432,GERE
10148,CN437,GERE
10148,CN438,GERE
10149,CN439,GERE
10150,CN495,GERE
10150,CN494,GERE
10153,CN496,GERE
10154,CN497,GERE
10155,CN488,GERE
10155,CN489,GERE
10157,CN491A,GERE
10157,CN492,GERE
10157,CN493,GERE
10159,CN529C,GERE
10159,CN529B,GERE
10160,CN529A,GERE
10161,CN529,GERE
10161,CN528,GERE
10162,CN526,GERE
10162,CN527,GERE
10163,CN560,GERE
10163,CN554,GERE
10163,CN558A,GERE
