TARGET_FID_12_13,Full_sesti,Codice_1
10163,CN555,GERE
10163,CN553,GERE
10163,CN558,GERE
10163,CN556,GERE
10164,CN561,GERE
10165,CN2791B,ORME
10165,CN2790,ORME
10166,CN2792,ORME
10166,CN2791A,ORME
10167,CN2769,ORME
10167,CN2785A,ORME
10167,CN2768,ORME
10167,CN2786,ORME
10167,CN2785,ORME
10168,CN2771,ORME
10168,CN2784B,ORME
10168,CN2784,ORME
10168,CN2770,ORME
10169,CN2773B,ORME
10169,CN2772A,ORME
10169,CN2783,ORME
10169,CN2772,ORME
10169,CN2773,ORME
10169,CN2784A,ORME
10170,CN2782,ORME
10170,CN2779,ORME
10170,CN2774,ORME
10170,CN2775,ORME
10170,CN2773A,ORME
10170,CN2780,ORME
10170,CN2778,ORME
10171,CN2725,ORME
10171,CN2764,ORME
10171,CN2765,ORME
10172,CN2762,ORME
10172,CN2763,ORME
10173,CN2760,ORME
10173,CN2761A,ORME
10173,CN2761,ORME
10173,CN2759B,ORME
10174,CN2759,ORME
10174,CN2759A,ORME
10174,CN2758,ORME
10175,CN2753,ORME
10175,CN2748,ORME
10175,CN2754,ORME
10175,CN2757,ORME
10175,CN2751,ORME
10175,CN2755,ORME
10175,CN2752,ORME
10175,CN2756,ORME
10175,CN2752A,ORME
10175,CN2747,ORME
10175,CN2750,ORME
10175,CN2749,ORME
10176,CN2660,ORME
10176,CN2643,ORME
10176,CN2644,ORME
10176,CN2659A,ORME
10177,CN2646B,ORME
10177,CN2645,ORME
10177,CN2658A,ORME
10177,CN2659,ORME
10177,CN2646,ORME
10178,CN2647,ORME
10178,CN2646A,ORME
10178,CN2657A,ORME
10178,CN2658,ORME
10179,CN2657,ORME
10179,CN2656,ORME
10179,CN2648,ORME
10180,CN2635,ORME
10180,CN2636,ORME
10181,CN2634,ORME
10182,CN2633,ORME
10182,CN2632,ORME
10183,CN2674,ORME
10183,CN2675,ORME
10183,CN2672,ORME
10183,CN2670,ORME
10183,CN2671,ORME
10183,CN2673,ORME
10184,CN3350,BRAZ
10184,CN3349,BRAZ
10184,CN3348,BRAZ
10184,CN3350A,BRAZ
10185,CN3353,BRAZ
10185,CN3351,BRAZ
10185,CN3352,BRAZ
10185,CN3351A,BRAZ
10185,CN3352A,BRAZ
10186,CN3354,BRAZ
10187,CN3354A,BRAZ
10188,CN3336,BRAZ
10190,CN3374,MORI
10191,CN3371,MORI
10192,CN3369,MORI
10192,CN3368,MORI
10192,CN3370,MORI
10193,CN3393,MORI
10194,CN3394,MORI
10195,CN3410,MORI
10195,CN3409,MORI
10196,CN3422,MORI
10196,CN3423,MORI
10197,CN3406,MORI
10197,CN3405A,MORI
10197,CN3407,MORI
10198,CN3427,MORI
10198,CN3428,MORI
10199,CN3440A,MORI
10199,CN3441,MORI
10200,CN3443,MORI
10200,CN3442,MORI
10201,CN1469A,LEON
10201,CN1469B,LEON
10201,CN1469,LEON
10201,CN1469C,LEON
10201,CN1468C,LEON
10202,CN1468,LEON
10202,CN1468A,LEON
10202,CN1468B,LEON
10203,CN1474A,LEON
10203,CN1447,LEON
10203,CN1446,LEON
10203,CN1448,LEON
10204,CN1449A,LEON
10204,CN1450A,LEON
10204,CN1449,LEON
10204,CN1450,LEON
10205,CN1451A,LEON
10205,CN1452,LEON
10206,CN1498,LEON
10206,CN1499,LEON
10207,CN1491,LEON
10207,CN1495,LEON
10207,CN1497,LEON
10207,CN1496,LEON
10208,CN1494,LEON
10208,CN1492,LEON
10209,CN1493,LEON
10209,CN1492A,LEON
10210,CN2700,LEON
10210,CN2699,LEON
10210,CN2701,LEON
10211,CN2702,LEON
10211,CN2703,LEON
10212,CN1865A,LEON
10213,CN1869,LEON
10213,CN1867,LEON
10213,CN1933A,LEON
10213,CN1868,LEON
10213,CN1866,LEON
10213,CN1933,LEON
10213,CN1934,LEON
10213,CN1932,LEON
10214,CN1870,LEON
10214,CN1930,LEON
10214,CN1931,LEON
10214,CN1871,LEON
10214,CN1870A,LEON
10215,CN1929,LEON
10215,CN1872,LEON
10215,CN1873,LEON
10215,CN1873A,LEON
10215,CN1874,LEON
10215,CN1875,LEON
10216,CN1877,LEON
10216,CN1876,LEON
10216,CN1928,LEON
10216,CN1927A,LEON
10216,CN1927,LEON
10217,CN1880,LEON
10217,CN1880A,LEON
10217,CN1926,LEON
10217,CN1925,LEON
10217,CN1878,LEON
10218,CN1924,LEON
10218,CN1883,LEON
10218,CN1885,LEON
10218,CN1884,LEON
10219,CN1892,LEON
10219,CN1888,LEON
10219,CN1891,LEON
10219,CN1923,LEON
10219,CN1921,LEON
10219,CN1887,LEON
10219,CN1922,LEON
10219,CN1886,LEON
10219,CN1920,LEON
10220,CN1917A,LEON
10220,CN1918,LEON
10220,CN1917,LEON
10220,CN1893A,LEON
10220,CN1919A,LEON
10220,CN1892A,LEON
10220,CN1893,LEON
10220,CN1915,LEON
10220,CN1896,LEON
10220,CN1916,LEON
10221,CN1853,LEON
10222,CN1848,LEON
10223,CN1414A,LEON
10223,CN1415,LEON
10223,CN1414,LEON
10223,CN1416,LEON
10224,CN1401,LEON
10224,CN1403,LEON
10224,CN1402,LEON
10224,CN1399,LEON
10224,CN1404,LEON
10224,CN1400,LEON
10224,CN1406,LEON
10225,CN1375,LEON
10226,CN1374,LEON
10227,CN1644,LEON
10227,CN1648,LEON
10227,CN1650,LEON
10227,CN1647,LEON
10227,CN1649,LEON
10228,CN1651,LEON
10228,CN1643,LEON
10234,CN2571,MISE
10237,CN2545,MISE
10238,CN2536,MISE
10238,CN2535,MISE
10239,CN2537,MISE
10240,CN2438,VEND
10240,CN2439,VEND
10240,CN2436,VEND
10241,CN2432A,VEND
10241,CN2435,VEND
10241,CN2434,VEND
10241,CN2432,VEND
10242,CN2431,VEND
10242,CN2430,VEND
10243,CN2424,VEND
10243,CN2427,VEND
10244,CN2421,VEND
10244,CN2423,VEND
10245,CN2393A,VEND
10245,CN2420,VEND
10245,CN2420A,VEND
10245,CN2393,VEND
10246,CN2386,VEND
10246,CN2386A,VEND
10247,CN2386B,VEND
10248,CN2383,SERV
10248,CN2384,SERV
10249,CN2382,SERV
10250,CN2363,MADD
10250,CN2364,MADD
10251,CN2360,MADD
10251,CN2359B,MADD
10251,CN2361,MADD
10252,CN2362,MADD
10252,CN2362A,MADD
10253,CN2055,MADD
10254,CN2056,MADD
10254,CN2057,MADD
10255,CN2067,MADD
10255,CN2062,MADD
10255,CN2065,MADD
10255,CN2063,MADD
10255,CN2064,MADD
10255,CN2066,MADD
10255,CN2061,MADD
10256,CN2059,MADD
10256,CN2060,MADD
10256,CN2058,MADD
10257,CN2068,MADD
10258,CN2029,MADD
10258,CN2029A,MADD
10258,CN2033,MADD
10258,CN2034,MADD
10259,CN2035,MADD
10259,CN2036,MADD
10259,CN2028,MADD
10260,CN2038,MADD
10260,CN2026,MADD
10260,CN2038A,MADD
10261,CN2027,MADD
10261,CN2037,MADD
10262,CN2043,MADD
10262,CN2042,MADD
10263,CN2041,MADD
10263,CN2041A,MADD
10264,CN2070,MADD
10264,CN2072,MADD
10264,CN2073,MADD
10264,CN2071,MADD
10264,CN2070A,MADD
10264,CN2069,MADD
10265,CN2074,MADD
10265,CN2075,MADD
10266,CN2077,MADD
10266,CN2078,MADD
10266,CN2076,MADD
10267,CN2126,MADD
10267,CN2125,MADD
10268,CN2124,MADD
10268,CN2123,MADD
10268,CN2125A,MADD
10269,CN2117,MADD
10269,CN2118,MADD
10269,CN2119,MADD
10270,CN2122,MADD
10270,CN2121,MADD
10270,CN2120,MADD
10271,CN2143,MADD
10271,CN2144,MADD
10272,CN2141,MADD
10272,CN2142,MADD
10273,CN2153,MADD
10274,CN2152,MADD
10274,CN2151,MADD
10275,CN2150,MADD
10275,CN2147,MADD
10275,CN2148,MADD
10275,CN2149,MADD
10276,CN2164,MADD
10277,CN2146,MADD
10277,CN2165,MADD
10278,CN2158,MADD
10278,CN2159,MADD
10278,CN2160,MADD
10279,CN2161,MADD
10280,CN2138,MADD
10280,CN2139A,MADD
10280,CN2139B,MADD
10280,CN2137,MADD
10280,CN2139,MADD
10280,CN2138A,MADD
10281,CN2219,FOSC
10281,CN2217,FOSC
10281,CN2219A,FOSC
10281,CN2218A,FOSC
10281,CN2218B,FOSC
10281,CN2218,FOSC
10282,CN2180,MADD
10282,CN2195C,MADD
10282,CN2179,MADD
10282,CN2178A,MADD
10282,CN2180A,MADD
10283,CN2255,FOSC
10283,CN2258,FOSC
10283,CN2256,FOSC
10285,CN2039,MADD
10286,CN1758,LEON
10286,CN1759,LEON
10287,CN1780,LEON
10287,CN1784,LEON
10287,CN1781,LEON
10288,CN1789,LEON
10288,CN1788,LEON
10288,CN1787,LEON
10288,CN1779B,LEON
10289,CN1785,LEON
10289,CN1779A,LEON
10289,CN1786,LEON
10290,CN1778,LEON
10290,CN1792,LEON
10291,CN1793,LEON
10292,CN1655,LEON
10292,CN1654,LEON
10293,CN1653,LEON
10294,SC1729A,ORIO
10295,SC1705,ORIO
10297,SC1733,ORIO
10297,SC1730,ORIO
10297,SC1731,ORIO
10297,SC1732,ORIO
10297,SC1734,ORIO
10298,SC1700,ORIO
10298,SC1696,ORIO
10298,SC1697,ORIO
10298,SC1697A,ORIO
10299,SC1698,ORIO
10299,SC1699,ORIO
10300,SC1694,ORIO
10300,SC1690,ORIO
10300,SC1691,ORIO
10301,SC1692,ORIO
10301,SC1693,ORIO
10301,SC1693B,ORIO
10301,SC1693A,ORIO
10302,CN1981,LEON
10302,CN1979,LEON
10302,CN1981A,LEON
10302,CN1806,LEON
10302,CN1980,LEON
10303,CN2279,FOSC
10303,CN2285,FOSC
10307,CN3643A,FELI
10307,CN3644,FELI
10307,CN3645,FELI
10307,CN3646,FELI
10308,CN3642,FELI
10308,CN3640,FELI
10308,CN3642A,FELI
10309,CN3638,FELI
10309,CN3636,FELI
10309,CN3637A,FELI
10309,CN3635,FELI
10309,CN3637,FELI
10310,CN3634,FELI
10310,CN3639,FELI
10311,CN3632,FELI
10311,CN3623,FELI
10312,CN3631,FELI
10313,CN3626,FELI
10313,CN3625,FELI
10313,CN3627,FELI
10313,CN3627A,FELI
10313,CN3628,FELI
10313,CN3629,FELI
10313,CN3628A,FELI
10314,CN3624A,FELI
10314,CN3630,FELI
10314,CN3625A,FELI
10314,CN3624,FELI
10315,CN2397A,VEND
10315,CN2397,VEND
10315,CN2398,VEND
10316,CN2395,VEND
10316,CN2394,VEND
10316,CN2396,VEND
10319,CN2399,VEND
10319,CN2401,VEND
10319,CN2400,VEND
10321,CN2409,VEND
10321,CN2408,VEND
10322,CN2469A,MARZ
10322,CN2470,MARZ
10322,CN2469,MARZ
10323,CN2471,MARZ
10324,CN2466,MARZ
10324,CN2467,MARZ
10324,CN2465,MARZ
10331,GD6,ZITT
10332,GD8,ZITT
10332,GD9,ZITT
10333,GD7,ZITT
10334,GD19,ZITT
10334,GD18,ZITT
10334,GD17,ZITT
10334,GD18A,ZITT
10335,GD21,ZITT
10335,GD22,ZITT
10335,GD20,ZITT
10336,GD33,ZITT
10336,GD34,ZITT
10336,GD32,ZITT
10336,GD35,ZITT
10337,GD49,ZITT
10337,GD53,ZITT
10337,GD52,ZITT
10337,GD51,ZITT
10337,GD50,ZITT
10337,GD48,ZITT
10339,GD944,ZITT
10342,GD944A,ZITT
10343,GD144,REDE
10344,GD143,REDE
10344,GD141,REDE
10345,GD142,REDE
10346,GD147,REDE
10347,GD146,REDE
10348,GD145,REDE
10349,GD164,REDE
10349,GD171,REDE
10350,GD168,REDE
10350,GD166,REDE
10351,GD165,REDE
10351,GD169,REDE
10352,GD170,REDE
10352,GD164A,REDE
10353,GD163,REDE
10354,GD160,REDE
10355,GD161,REDE
10356,GD162,REDE
10357,GD194,REDE
10358,GD134,REDE
10358,GD133,REDE
10359,GD136,REDE
10359,GD135,REDE
10359,GD137A,REDE
10360,GD845,REDE
10361,GD844,REDE
10362,GD843,REDE
10363,GD841,REDE
10364,GD840,REDE
10365,GD839,REDE
10366,GD836B,REDE
10366,GD836,REDE
10367,GD837,REDE
10368,GD838,REDE
10369,GD842,REDE
10370,GD203,REDE
10370,GD203A,REDE
10372,GD204A,REDE
10372,GD203B,REDE
10373,GD208,REDE
10373,GD821A,REDE
10373,GD207,REDE
10373,GD206,REDE
10374,GD238,REDE
10374,GD239,REDE
10375,GD240,REDE
10375,GD241,REDE
10376,GD243,REDE
10376,GD242,REDE
10377,GD244,REDE
10377,GD245,REDE
10378,GD247,REDE
10378,GD246,REDE
10379,GD264,PALA
10380,GD266,PALA
10380,GD265,PALA
10381,GD268,PALA
10381,GD267,PALA
10381,GD269,PALA
10382,GD270,PALA
10383,GD271B,PALA
10383,GD271A,PALA
10383,GD271,PALA
10384,GD278,PALA
10384,GD278A,PALA
10385,GD277,PALA
10385,GD276,PALA
10386,GD275,PALA
10386,GD274,PALA
10387,GD273,PALA
10387,GD272,PALA
10388,GD481B,EUFE
10388,GD481,EUFE
10389,GD623E,EUFE
10389,GD622H,EUFE
10389,GD621N,EUFE
10389,GD622,EUFE
10389,GD623D,EUFE
10389,GD622B,EUFE
10389,GD621L,EUFE
10389,GD623C,EUFE
10389,GD621F,EUFE
10389,GD621E,EUFE
10389,GD623B,EUFE
10389,GD621C,EUFE
10389,GD621B,EUFE
10389,GD620,EUFE
10389,GD621G,EUFE
10389,GD621A,EUFE
10389,GD622A,EUFE
10389,GD621I,EUFE
10389,GD621H,EUFE
10389,GD621M,EUFE
10389,GD621O,EUFE
10389,GD622C,EUFE
10389,GD621,EUFE
10389,GD621D,EUFE
10389,GD622F,EUFE
10389,GD623,EUFE
10389,GD622D,EUFE
10389,GD623F,EUFE
10389,GD623A,EUFE
10389,GD622E,EUFE
10389,GD622G,EUFE
10390,GD640,EUFE
10390,GD645,EUFE
10390,GD639,EUFE
10390,GD647,EUFE
10390,GD644,EUFE
10390,GD648,EUFE
10390,GD642,EUFE
10390,GD646,EUFE
10390,GD641,EUFE
10392,GD716,CONV
10392,GD715,CONV
10393,GD718,CONV
10393,GD717,CONV
10394,GD719A,CONV
10394,GD719,CONV
10395,GD720,CONV
10395,GD721,CONV
10396,GD722,CONV
10396,GD723,CONV
10397,GD725,CONV
10397,GD724,CONV
10398,GD730,CONV
10398,GD732,CONV
10398,GD731,CONV
10399,GD729,CONV
10399,GD728A,CONV
10400,GD726,CONV
10400,GD727,CONV
10400,GD728,CONV
10403,GD3,FISO
10403,GD7,FISO
10403,GD1,FISO
10403,GD4,FISO
10403,GD5,FISO
10403,GD6,FISO
10403,GD2,FISO
10406,GD798,BIAG
10407,GD800C,BIAG
10407,GD799,BIAG
10408,GD800B,BIAG
10408,GD800A,BIAG
10408,GD800,BIAG
10408,GD801,BIAG
10409,GD805,BIAG
10409,GD804,BIAG
10409,GD803,BIAG
10415,GD710C,BIAG
10418,GD705,CONV
10418,GD704,CONV
10419,GD703,CONV
10423,GD812,STUC
10426,DD1529,CARM
10426,DD1530,CARM
10427,DD1528,CARM
10428,DD1528A,CARM
10429,DD1565,CARM
10429,DD1579,CARM
10430,DD1564,CARM
10430,DD1563,CARM
10431,DD1561,CARM
10431,DD1562,CARM
10432,DD1560,CARM
10432,DD1559,CARM
10433,DD1557,CARM
10433,DD1558,CARM
10434,DD1555,CARM
10434,DD1556,CARM
10435,DD1553,CARM
10435,DD1552A,CARM
10435,DD1554,CARM
10436,DD1552,CARM
10436,DD1551,CARM
10437,DD1581,CARM
10437,DD1580,CARM
10437,DD1578,CARM
10438,DD1583,CARM
10438,DD1582,CARM
10439,DD1623,CARM
10440,DD1624,CARM
10441,DD1584,CARM
10441,DD1611,CARM
10441,DD1610,CARM
10442,DD1614,CARM
10443,DD1616,CARM
10443,DD1615,CARM
10444,DD1620,CARM
10444,DD1619,CARM
10445,DD1626,CARM
10445,DD1626A,CARM
10446,DD1621,CARM
10446,DD1621A,CARM
10447,DD1617A,CARM
10448,DD1617,CARM
10448,DD1618,CARM
10449,DD2542,CARM
10449,DD2543,CARM
10449,DD2541,CARM
10450,DD1633,CARM
10451,DD1744,SEBA
10451,DD1743,SEBA
10454,DD1682,SEBA
10454,DD1683,SEBA
10455,DD1680,SEBA
10455,DD1681,SEBA
10456,DD1677A,SEBA
10456,DD1677,SEBA
10457,DD1679,SEBA
10457,DD1678,SEBA
10458,DD1664,SEBA
10459,DD1666,SEBA
10459,DD1665,SEBA
10460,DD1667,SEBA
10461,DD1670,SEBA
10461,DD1669,SEBA
10462,DD1638,CARM
10462,DD1639,CARM
10462,DD1637,CARM
10462,DD1640,CARM
10505,CS73,ELEN
10505,CS71,ELEN
10505,CS70,ELEN
10505,CS72,ELEN
10505,CS4,ELEN
10505,CS6,ELEN
10505,CS8,ELEN
10505,CS67,ELEN
10505,CS68,ELEN
10505,CS2,ELEN
10506,CS79,ELEN
10506,CS82,ELEN
10506,CS80,ELEN
10506,CS89,ELEN
10506,CS86,ELEN
10506,CS85,ELEN
10506,CS78,ELEN
10506,CS81,ELEN
10506,CS75,ELEN
10506,CS83,ELEN
10506,CS76,ELEN
10506,CS84,ELEN
10506,CS77,ELEN
10506,CS74,ELEN
10506,CS88,ELEN
10506,CS87,ELEN
10512,CN3329,BRAZ
10512,CN3330,BRAZ
10513,GD279D,PALA
10513,GD280,PALA
10513,GD279,PALA
10515,CN3328,BRAZ
10518,GD282A,PALA
10518,GD282,PALA
10518,GD284,PALA
10518,GD283,PALA
10518,GD285,PALA
10518,GD282B,PALA
10522,GD255,REDE
10523,CN3319A,BRAZ
10523,CN3318A,BRAZ
10523,CN3319,BRAZ
10525,CS9,ELEN
10525,CS2,ELEN
10526,CN3300A,BRAZ
10526,CN3300,BRAZ
10527,GD258,REDE
10528,CN3316A,BRAZ
10528,CN3317,BRAZ
10529,CS11,ELEN
10531,GD212F,REDE
10531,GD212D,REDE
10531,GD212E,REDE
10532,CN3296A,BRAZ
10532,CN3296,BRAZ
10533,CS6,ELEN
10533,CS9,ELEN
10533,CS5A,ELEN
10533,CS7,ELEN
10533,CS7,ELEN
10533,CS5,ELEN
10535,GD213B,REDE
10537,CS1,ELEN
10539,GD213,REDE
10540,CN3295,BRAZ
10542,GD213A,REDE
10544,CN3294,SENS
10546,GD254,REDE
10550,GD254A,REDE
10550,GD253,REDE
10551,CN2789A,ORME
10551,CN2789B,ORME
10553,GD252,REDE
10554,CN2813,ORME
10554,CN2813A,ORME
10557,GD250,REDE
10557,GD251,REDE
10558,CN2823,ORME
10558,CN2822,ORME
10560,GD249,REDE
10563,GD248,REDE
10566,GD237,REDE
10566,GD236,REDE
10568,CN2837,ORME
10568,CN2840,ORME
10568,CN2838,ORME
10568,CN2835,ORME
10568,CN2839,ORME
10568,CN2841,ORME
10568,CN2836,ORME
10572,CN2842,ORME
10572,CN2843,ORME
10572,CN2844,ORME
10576,CN2845,ORME
10576,CN2847,ORME
10576,CN2873A,ORME
10578,GD233,REDE
10578,GD234,REDE
10582,GD225,REDE
10585,GD231,REDE
10585,GD232,REDE
10594,GD211A,REDE
10594,GD211F,REDE
10594,GD211C,REDE
10594,GD211B,REDE
10594,GD211,REDE
10594,GD211D,REDE
10594,GD211E,REDE
10595,CN2942,CHIO
10595,CN2941,CHIO
10600,CN2946,CHIO
10600,CN2944,CHIO
10600,CN2945,CHIO
10600,CN2943,CHIO
10601,CS20,ELEN
10604,CN2953,CHIO
10604,CN2953A,CHIO
10605,CS1,ELEN
10606,GD210,REDE
10606,GD209,REDE
10609,CS8,ELEN
10611,GD214,REDE
10612,CN2952B,CHIO
10613,CS5,ELEN
10615,GD217,REDE
10615,GD216,REDE
10615,GD215,REDE
10619,GD204,REDE
10623,CS8,ELEN
10623,CS7,ELEN
10623,CS9,ELEN
10623,CS14,ELEN
10623,CS15,ELEN
10623,CS6,ELEN
10624,CN986,LEON
10628,CN985,LEON
10629,GD200A,REDE
10629,GD200,REDE
10629,GD200C,REDE
10629,GD198,REDE
10629,GD201,REDE
10629,GD197A,REDE
10629,GD202,REDE
10629,GD197,REDE
10630,GD5,FISO
10630,GD7,FISO
10632,CS13,ELEN
10632,CS12,ELEN
10632,CS11,ELEN
10632,CS1A,ELEN
10632,CS1B,ELEN
10632,CS1,ELEN
10632,CS10,ELEN
10634,GD3,FISO
10636,GD196,REDE
10636,GD195A,REDE
10637,GD1,FISO
10637,GD13,FISO
10637,GD12,FISO
10638,GD205E,REDE
10638,GD205C,REDE
10638,GD205G,REDE
10638,GD205B,REDE
10638,GD205D,REDE
10638,GD205F,REDE
10638,GD205H,REDE
10638,GD205L,REDE
10638,GD204B,REDE
10638,GD205M,REDE
10638,GD205I,REDE
10640,CS7,ELEN
10641,GD833,REDE
10641,GD834,REDE
10642,GD5,FISO
10642,GD1,FISO
10642,GD3,FISO
10642,GD11,FISO
10642,GD10,FISO
10642,GD9,FISO
10642,GD8,FISO
10642,GD7,FISO
10642,GD6,FISO
10643,CN931,LEON
10643,CN933A,LEON
10643,CN932,LEON
10643,CN933,LEON
10643,CN932A,LEON
10644,GD830,REDE
10644,GD827,REDE
10644,GD826,REDE
10644,GD829,REDE
10644,GD828,REDE
10645,CS1,ELEN
10645,CS7,ELEN
10645,CS6,ELEN
10645,CS5,ELEN
10645,CS4A,ELEN
10645,CS8,ELEN
10645,CS4,ELEN
10646,GD1,FISO
10646,GD2,FISO
10646,GD3,FISO
10646,GD4,FISO
10646,GD6,FISO
10646,GD1,FISO
10647,GD825,REDE
10647,GD824,REDE
10647,GD822,REDE
10647,GD823,REDE
10649,CN934,LEON
10649,CN936,LEON
10649,CN935,LEON
10649,CN938,LEON
10649,CN937,LEON
10650,GD2,FISO
10650,GD3,FISO
10650,GD4,FISO
10650,GD1,FISO
10650,GD3,FISO
10650,GD5,FISO
10651,CS5,ELEN
10651,CS15,ELEN
10651,CS8,ELEN
10652,GD853A,REDE
10652,GD853,REDE
10652,GD847,REDE
10653,CN659,MACE
10654,GD11,FISO
10654,GD9,FISO
10654,GD50,FISO
10655,GD836C,REDE
10657,CN667,MACE
10657,CN666A,MACE
10658,GD5,FISO
10658,GD7,FISO
10660,CS12,ELEN
10660,CS9,ELEN
10660,CS2,ELEN
10660,CS1,ELEN
10660,CS3,ELEN
10660,CS10,ELEN
10660,CS11,ELEN
10661,CN664,MACE
10661,CN666,MACE
10662,GD1,FISO
10662,GD3,FISO
10663,CN790,MACE
10663,CN791,MACE
10664,GD854A,REDE
10665,CS4,ELEN
10666,GD3,FISO
10669,GD855,REDE
10669,GD854,REDE
10669,GD855A,REDE
10670,CN719,MACE
10670,CN719A,MACE
10670,CN719B,MACE
10674,CN789,MACE
10674,CN788,MACE
10675,CS10,ELEN
10675,CS12,ELEN
10676,GD3,FISO
10676,GD1,FISO
10677,CN786,MACE
10677,CN787A,MACE
10677,CN787,MACE
10679,GD2,FISO
10679,GD2,FISO
10679,GD4,FISO
10682,GD893,REDE
10682,GD890,REDE
10682,GD892,REDE
10682,GD890A,REDE
10682,GD891,REDE
10683,GD7,FISO
10684,CS9,ELEN
10686,GD889,REDE
10687,CS7,ELEN
10687,CS9,ELEN
10687,CS11,ELEN
10688,GD2,FISO
10688,GD1,FISO
10690,GD895,REDE
10690,GD896,REDE
10690,GD894,REDE
10692,GD4,FISO
10692,GD3,FISO
10692,GD2,FISO
10692,GD5,FISO
10692,GD1,FISO
10693,SM2248,MOIS
10693,SM2249,MOIS
10694,GD885,REDE
10694,GD885A,REDE
10694,GD888,REDE
10694,GD886,REDE
10694,GD887,REDE
10696,GD5,FISO
10696,GD1,FISO
10696,GD3,FISO
10699,CS12,ELEN
10704,CS2,ELEN
10707,CS4A,ELEN
10707,CS4,ELEN
10712,CS3765,BRAG
10712,CS4124,BRAG
10712,CS3764,BRAG
10712,CS3766,BRAG
10712,CS4126,BRAG
10718,CS10,ELEN
10720,CS3811B,BRAG
10722,CS1,ELEN
10724,CS3811A,BRAG
10724,CS3899,BRAG
10724,CS3901,BRAG
10724,CS3811,BRAG
10724,CS3900,BRAG
10727,CS3,ELEN
10727,CS11,ELEN
10728,CS3600C,BRAG
10728,CS3601,BRAG
10728,CS3599,BRAG
10728,CS3603,BRAG
10728,CS3813,BRAG
10728,CS3602,BRAG
10728,CS3600B,BRAG
10728,CS3599A,BRAG
10728,CS3812,BRAG
10728,CS3815,BRAG
10728,CS3816,BRAG
10728,CS3814,BRAG
10728,CS3818,BRAG
10728,CS3817,BRAG
10728,CS3599B,BRAG
10730,GD192,REDE
10730,GD193,REDE
10732,CS3538,BRAG
10732,CS3539,BRAG
10732,CS3540,BRAG
10734,GD190,REDE
10734,GD191,REDE
10734,GD189,REDE
10735,CS8,ELEN
10735,CS4,ELEN
10735,CS2,ELEN
10735,CS6,ELEN
10736,CS3532,BRAG
10736,CS3533,BRAG
10738,GD188B,REDE
10738,GD188C,REDE
10738,GD187,REDE
10738,GD188A,REDE
10738,GD188,REDE
10739,CS1,ELEN
10740,CS3510,BRAG
10740,CS3509,BRAG
10740,CS3511,BRAG
10740,CS3511A,BRAG
10740,CS3508,BRAG
10743,CS5,ELEN
10743,CS1,ELEN
10743,CS3,ELEN
10746,GD186,REDE
10746,GD187A,REDE
10752,GD8,FISO
10752,GD6,FISO
10754,CS3267,BRAG
10754,CS3268,BRAG
10756,GD2A,FISO
10756,GD4,FISO
10757,CS3231,BRAG
10757,CS3230,BRAG
10758,CS2A,ELEN
10758,CS2,ELEN
10763,GD175,REDE
10763,GD177,REDE
10763,GD174,REDE
10763,GD176,REDE
10765,CS3180,BRAG
10767,GD173,REDE
10767,GD172C,REDE
10767,GD173A,REDE
10769,CS3176,BRAG
10769,CS3177,BRAG
10771,CS6,ELEN
10773,CS2939,BRAG
10773,CS2940,BRAG
10773,CS2941,BRAG
10774,GD178B,REDE
10774,GD178,REDE
10774,GD178A,REDE
10775,CS26,ELEN
10775,CS28,ELEN
10775,CS23,ELEN
10775,CS29,ELEN
10775,CS3,ELEN
10775,CS25,ELEN
10775,CS9,ELEN
10775,CS27,ELEN
10775,CS5,ELEN
10775,CS24,ELEN
10775,CS7,ELEN
10775,CS11,ELEN
10775,CS1,ELEN
10776,GD1A,FISO
10776,GD1B,FISO
10776,GD1,FISO
10777,GD180,REDE
10777,GD179,REDE
10777,GD182,REDE
10777,GD183,REDE
10777,GD179A,REDE
10777,GD181,REDE
10777,GD180A,REDE
10777,GD179B,REDE
10777,GD185,REDE
10777,GD184,REDE
10779,CS2937,BRAG
10779,CS2938A,BRAG
10779,CS2936,BRAG
10779,CS2935A,BRAG
10779,CS2938,BRAG
10780,GD3,FISO
10781,GD869,REDE
10781,GD868,REDE
10781,GD867,REDE
10782,CS16,ELEN
10783,CS2931,BRAG
10783,CS2930,BRAG
10787,CS2926,BRAG
10787,CS2933,BRAG
10787,CS2929,BRAG
10789,GD172,REDE
10792,GD1A,FISO
10792,GD1B,FISO
10793,GD172D,REDE
10797,GD159,REDE
10798,CS23,ELEN
10799,CS2790A,VIGN
10799,CS2790,VIGN
10805,CS11A,ELEN
10812,CS1B,ELEN
10812,CS1A,ELEN
10819,CS22,ELEN
10821,CS4314,FILI
10821,CS4315,FILI
10821,CS4313A,FILI
10821,CS4313,FILI
10821,CS4316,FILI
10828,CS2,ELEN
10829,GD148,REDE
10831,CS4372,FILI
10832,CS21,ELEN
10835,CS4391A,
10835,CS4392A,
10837,GD127,REDE
10837,GD126,REDE
10837,GD125,REDE
10840,CS8,ELEN
10844,CS5,ELEN
10844,CS3,ELEN
10847,CS4410,FILI
10847,CS4411,FILI
10847,CS4412,FILI
10848,CS17,ELEN
10848,CS18,ELEN
10849,GD120,ZITT
10851,CS4408,FILI
10851,CS4407,FILI
10851,CS4409,FILI
10855,CS1,ELEN
10856,CS4422C,FILI
10856,CS4423,FILI
10856,CS4421B,FILI
