TARGET_FID_12_13,Join_Count,TARGET_FID_1,Full_sesti,Codice_1
4150,1,80742,CS5991B,MARI
4151,1,80267,CN4001,APOS
4151,1,50410,CN4000,APOS
4151,1,50409,CN4001A,APOS
4151,1,50408,CN4001B,APOS
4152,2,74122,CS5981,MARI
4152,2,80641,CS5985,MARI
4152,2,80645,CS5981A,MARI
4152,2,44064,CS5984,MARI
4153,2,70584,SC1945,STAE
4154,1,80266,CN4195,APOS
4154,1,50407,CN4001C,APOS
4154,1,50406,CN4196,APOS
4154,1,80265,CN4197,APOS
4154,1,50405,CN4198,APOS
4155,2,44084,CS5983,MARI
4155,2,44080,CS5982,MARI
4156,2,36033,SC1859,STAE
4156,2,67230,SC1858,STAE
4157,1,50400,CN4208,APOS
4157,1,50399,CN4273C,APOS
4158,2,43964,CS5997B,MARI
4158,2,80625,CS5997,MARI
4159,1,36025,SC1938,STAE
4159,1,36024,SC1937,STAE
4160,1,50396,CN4273,APOS
4160,1,50398,CN4273A,APOS
4160,1,50397,CN4273B,APOS
4162,1,36026,SC1939,STAE
4162,1,36027,SC1939A,STAE
4163,1,80264,CN4206,APOS
4163,1,50401,CN4205,APOS
4163,1,50395,CN4274,APOS
4163,1,76557,CN4207,APOS
4163,1,73404,CN4274A,APOS
4164,4,75416,SP407,SILV
4164,4,78886,SP405,SILV
4164,4,39717,SP406A,SILV
4164,4,39752,SP408,SILV
4164,4,39585,SP404,SILV
4164,4,39627,SP406B,SILV
4164,4,39671,SP406,SILV
4165,1,36028,SC1940,STAE
4165,1,67233,SC1923,STAE
4166,1,50394,CN4276,APOS
4166,1,79453,CN4202,APOS
4166,1,79449,CN4277,APOS
4166,1,79451,CN4204,APOS
4166,1,79452,CN4203,APOS
4166,1,72839,CN4275,APOS
4166,1,79450,CN4276A,APOS
4167,1,39049,SP392,SILV
4167,1,82467,SP380A,SILV
4167,1,79346,SP394,SILV
4167,1,79349,SP393,SILV
4167,1,82476,SP391,SILV
4167,1,39549,SP390,SILV
4168,1,67232,SC1924,STAE
4169,1,50387,CN4286,APOS
4169,1,79445,CN4284A,APOS
4169,1,79443,CN4285A,APOS
4169,1,79444,CN4285,APOS
4169,1,50388,CN4284,APOS
4170,2,82263,SP386,SILV
4170,2,82473,SP384,SILV
4170,2,39055,SP385,SILV
4172,1,50379,CN4314,APOS
4173,2,38942,SP269,SILV
4173,2,82453,SP270,SILV
4173,2,38938,SP266A,SILV
4173,2,38940,SP268,SILV
4173,2,73929,SP272,SILV
4173,2,75769,SP271A,SILV
4173,2,38944,SP271,SILV
4173,2,82259,SP267,SILV
4174,1,67234,SC1922,STAE
4175,1,80262,CN4387,APOS
4175,1,50376,CN4386,APOS
4175,1,50375,CN4388,APOS
4176,1,36013,SC1920,STAE
4176,1,36014,SC1921,STAE
4176,1,36012,SC1919,STAE
4177,3,38914,SP245,SILV
4177,3,38920,SP249,SILV
4177,3,38918,SP247,SILV
4177,3,77685,SP251,SILV
4177,3,38922,SP250,SILV
4177,3,38916,SP246,SILV
4177,3,73928,SP248,SILV
4178,1,50377,CN4317,APOS
4178,1,50378,CN4315,APOS
4179,2,36035,SC1860B,STAE
4179,2,36032,SC1944,STAE
4179,2,36036,SC1860C,STAE
4180,2,38892,SP235,SILV
4180,2,38897,SP238A,SILV
4180,2,75289,SP236,SILV
4180,2,38895,SP238,SILV
4180,2,38890,SP234,SILV
4180,2,77346,SP237,SILV
4181,1,50374,CN4389,APOS
4182,2,36037,SC1861,STAE
4182,2,36039,SC1863,STAE
4182,2,36038,SC1862,STAE
4183,1,81441,SP231A,SILV
4183,1,81445,SP233,SILV
4183,1,77338,SP229A,SILV
4183,1,38888,SP232,SILV
4183,1,38886,SP230,SILV
4183,1,77342,SP231,SILV
4183,1,77334,SP229,SILV
4184,1,50372,CN4391B,APOS
4185,1,36011,SC1918,STAE
4185,1,36010,SC1917,STAE
4185,1,36009,SC1916,STAE
4186,1,77690,SP262,SILV
4186,1,77691,SP263,SILV
4186,1,38936,SP261,SILV
4188,1,36008,SC1915,STAE
4188,1,36007,SC1914,STAE
4189,1,38946,SP274,SILV
4189,1,77695,SP273,SILV
4189,1,38948,SP276A,SILV
4189,1,77694,SP266,SILV
4189,1,82457,SP276,SILV
4189,1,77693,SP265,SILV
4189,1,77692,SP264,SILV
4189,1,38951,SP277,SILV
4189,1,65723,SP275,SILV
4190,1,50370,CN4391C,APOS
4191,1,36006,SC1913,STAE
4191,1,75963,SC1912,STAE
4192,1,77688,SP258,SILV
4194,2,35953,SC1984A,STAE
4194,2,35952,SC1984B,STAE
4194,2,35954,SC1985,STAE
4195,1,77689,SP260,SILV
4195,1,38934,SP259,SILV
4196,1,79441,CN4389A,APOS
4196,1,50373,CN4390,APOS
4197,1,35955,SC1986,STAE
4197,1,35956,SC1987,STAE
4197,1,35957,SC1988,STAE
4197,1,35958,SC1989,STAE
4198,2,75614,SP225B,SILV
4198,2,38872,SP224,SILV
4198,2,81433,SP223,SILV
4198,2,81437,SP225A,SILV
4199,1,38969,SP283,SILV
4201,2,73926,SP226D,SILV
4201,2,38868,SP221A,SILV
4201,2,77326,SP226C,SILV
4201,2,38876,SP226,SILV
4201,2,38874,SP226A,SILV
4201,2,81429,SP222A,SILV
4201,2,38878,SP226B,SILV
4201,2,38870,SP222,SILV
4201,2,38864,SP220,SILV
4201,2,38866,SP221,SILV
4201,2,38880,SP220A,SILV
4202,1,79704,CN4596A,APOS
4202,1,79703,CN4598,APOS
4202,1,50280,CN4343A,APOS
4202,1,50277,CN4597,APOS
4203,1,42836,SC2062,
4204,1,77330,SP227,SILV
4204,1,38908,SP206,SILV
4204,1,38906,SP205,SILV
4205,1,75781,CN4414A,APOS
4205,1,79710,CN4413,APOS
4205,1,50278,CN4596,APOS
4205,1,50279,CN4595,APOS
4205,1,50314,CN4414,APOS
4205,1,50313,CN4413A,APOS
4206,1,35959,SC1990,STAE
4206,1,35960,SC1991,STAE
4207,1,77925,SP291,SILV
4207,1,38982,SP290,SILV
4208,1,79711,CN4594B,APOS
4208,1,50322,CN4594,APOS
4208,1,73399,CN4416,APOS
4208,1,73400,CN4415,APOS
4208,1,50321,CN4594A,APOS
4208,1,50324,CN4591,APOS
4208,1,50323,CN4592,APOS
4209,1,77923,SP287,SILV
4209,1,38976,SP285,SILV
4209,1,77924,SP288,SILV
4209,1,38979,SP289,SILV
4209,1,38972,SP285A,SILV
4210,1,36960,SC2048,MOCE
4210,1,84342,SC2050,MOCE
4210,1,36954,SC2051A,MOCE
4210,1,36956,SC2051,MOCE
4210,1,36958,SC2049,MOCE
4210,1,36952,SC2052,MOCE
4210,1,36962,SC2047,MOCE
4210,1,75907,SC2047A,MOCE
4210,1,36966,SC2045,MOCE
4210,1,36964,SC2046,MOCE
4211,2,50329,CN4556C,APOS
4211,2,50327,CN4589,APOS
4211,2,73401,CN4419,APOS
4211,2,73402,CN4418,APOS
4211,2,79713,CN4420,APOS
4211,2,79712,CN4417,APOS
4211,2,50330,CN4556B,APOS
4211,2,50326,CN4589A,APOS
4211,2,50325,CN4590,APOS
4211,2,50331,CN4556A,APOS
4211,2,50328,CN4588,APOS
4212,1,38985,SP292,SILV
4213,1,50315,CN4421,APOS
4214,1,76011,SP194,SILV
4214,1,75288,SP165,SILV
4214,1,75287,SP186,SILV
4214,1,75286,SP155,SILV
4214,1,75611,SP170,SILV
4214,1,75598,SP174,SILV
4214,1,76787,SP157,SILV
4214,1,75588,SP202,SILV
4214,1,75591,SP169,SILV
4214,1,75575,SP198,SILV
4214,1,75562,SP147,SILV
4214,1,76764,SP151,SILV
4214,1,76768,SP150,SILV
4214,1,76780,SP154,SILV
4214,1,76034,SP184,SILV
4214,1,76007,SP195,SILV
4214,1,74758,SP180,SILV
4214,1,76812,SP164,SILV
4214,1,72743,SP166,SILV
4214,1,76797,SP159,SILV
4214,1,76791,SP158,SILV
4214,1,76015,SP191,SILV
4214,1,75566,SP145,SILV
4214,1,75572,SP197,SILV
4214,1,75569,SP146,SILV
4214,1,75608,SP171,SILV
4214,1,75578,SP199,SILV
4214,1,75601,SP173,SILV
4214,1,75604,SP172,SILV
4214,1,75581,SP200,SILV
4214,1,75584,SP201,SILV
4214,1,76772,SP152,SILV
4214,1,76806,SP161,SILV
4214,1,76810,SP162,SILV
4214,1,76815,SP167,SILV
4214,1,76819,SP176,SILV
4214,1,75595,SP168,SILV
4214,1,76827,SP179,SILV
4214,1,76823,SP178,SILV
4214,1,75647,SP149,SILV
4214,1,76776,SP153,SILV
4214,1,76017,SP189,SILV
4214,1,76022,SP188,SILV
4214,1,38862,SP183,SILV
4214,1,76030,SP182,SILV
4214,1,76026,SP196,SILV
4214,1,38860,SP156,SILV
4216,1,50332,CN4556,APOS
4216,1,50333,CN4552,APOS
4217,1,52472,CN5786,GRIS
4217,1,80931,CN5780,GRIS
4217,1,52474,CN5785,GRIS
4217,1,52493,CN5783,GRIS
4217,1,52492,CN5782,GRIS
4217,1,52494,CN5784,GRIS
4217,1,52491,CN5781,GRIS
4218,1,36950,SC2052A,MOCE
4219,2,50318,CN4424,APOS
4219,2,79714,CN4425,APOS
4219,2,50316,CN4422,APOS
4219,2,50317,CN4423,APOS
4219,2,80261,CN4428,APOS
4219,2,80260,CN4427,APOS
4220,1,52488,CN5776A,GRIS
4220,1,52489,CN5778,GRIS
4220,1,74325,CN5777,GRIS
4220,1,52490,CN5779,GRIS
4222,1,50334,CN4547,APOS
4222,1,50335,CN4546,APOS
4223,1,50625,CN5774,GRIS
4223,1,74337,CN5775,GRIS
4224,1,36968,SC2044,MOCE
4224,1,36970,SC2043,MOCE
4225,1,50301,CN4371,APOS
4225,1,80259,CN4371B,APOS
4225,1,50306,CN4403,APOS
4225,1,50305,CN4371A,APOS
4228,1,50295,CN4360,APOS
4229,1,76237,CN5773,GRIS
4229,1,50623,CN5771,GRIS
4229,1,50622,CN5769,GRIS
4229,1,78946,CN5766,GRIS
4229,1,50624,CN5772,GRIS
4229,1,78948,CN5767,GRIS
4229,1,78950,CN5768,GRIS
4230,1,75903,SC2056A,MOCE
4230,1,36946,SC2055,MOCE
4230,1,36944,SC2056,MOCE
4231,1,50296,CN4361,APOS
4231,1,79433,CN4362,APOS
4232,1,50632,CN5751,GRIS
4233,1,36940,SC2058,MOCE
4233,1,36942,SC2057,MOCE
4234,1,50297,CN4363,APOS
4234,1,50300,CN4368,APOS
4234,1,50299,CN4366,APOS
4234,1,50298,CN4363A,APOS
4236,2,36938,SC2059,MOCE
4237,2,50290,CN4351A,APOS
4237,2,50284,CN4344,APOS
4238,1,79013,CN5742,GRIS
4240,2,50291,CN4353,APOS
4240,2,50282,CN4343C,APOS
4240,2,79347,CN4352,APOS
4240,2,50292,CN4354,APOS
4240,2,50283,CN4343D,APOS
4240,2,50293,CN4355,APOS
4241,1,52482,CN5754,GRIS
4241,1,50628,CN5749,GRIS
4241,1,52485,CN5757,GRIS
4241,1,52484,CN5756,GRIS
4241,1,78952,CN5752,GRIS
4241,1,52483,CN5755,GRIS
4241,1,50629,CN5750,GRIS
4241,1,50627,CN5748,GRIS
4241,1,50626,CN5747,GRIS
4241,1,50630,CN5753,GRIS
4241,1,50631,CN5751A,GRIS
4242,1,36928,SC2065,MOCE
4242,1,36930,SC2064,MOCE
4242,1,36932,SC2061,MOCE
4242,1,75899,SC2064A,MOCE
4243,3,50260,CN4364B,APOS
4243,3,50302,CN4364A,APOS
4243,3,50257,CN4326,APOS
4243,3,79435,CN4364,APOS
4244,1,76241,CN5739,GRIS
4244,1,50637,CN5733,GRIS
4244,1,50633,CN5739A,GRIS
4244,1,50639,CN5736,GRIS
4244,1,50638,CN5734,GRIS
4244,1,65881,CN5737,GRIS
4244,1,78954,CN5738,GRIS
4244,1,78956,CN5739B,GRIS
4245,2,36914,SC2071A,MOCE
4245,2,36926,SC2066,MOCE
4245,2,36924,SC2067,MOCE
4246,2,50304,CN4367,APOS
4246,2,50303,CN4365,APOS
4247,1,74346,CN5731,GRIS
4247,1,74348,CN5733A,GRIS
4248,2,50253,CN4323,APOS
4249,1,36936,SC2060,
4250,1,50621,CN5765,GRIS
4250,1,78944,CN5763,GRIS
4250,1,50620,CN5764,GRIS
4251,2,50251,CN4321,APOS
4251,2,50349,CN4383,APOS
4251,2,50347,CN4385,APOS
4251,2,50348,CN4384,APOS
4251,2,50252,CN4322,APOS
4252,1,36916,SC2074,MOCE
4253,1,76553,CN4378,APOS
4253,1,50345,CN4375,APOS
4253,1,50351,CN4377,APOS
4253,1,50346,CN4376,APOS
4253,1,50342,CN4374,APOS
4254,1,52487,CN5761,GRIS
4254,1,52486,CN5758,GRIS
4254,1,78942,CN5762,GRIS
4255,1,35053,SC1980,STAE
4256,2,50340,CN4372,APOS
4256,2,50341,CN4373,APOS
4256,2,79437,CN4369,APOS
4257,1,78972,CN5695B,GRIS
4257,1,78969,CN5695A,GRIS
4257,1,50642,CN5695,GRIS
4257,1,75137,CN5696,GRIS
4258,1,67243,SC2069,STAE
4259,3,83112,CN4426,APOS
4259,3,50338,CN4426A,APOS
4259,3,79715,CN4401,APOS
4259,3,50339,CN4402,APOS
4260,3,50895,CN5689,GRIS
4260,3,50647,CN5690,GRIS
4260,3,78975,CN5693A,GRIS
4260,3,50644,CN5693,GRIS
4260,3,50894,CN5688,GRIS
4260,3,50643,CN5694,GRIS
4260,3,50645,CN5692,GRIS
4260,3,50646,CN5691,GRIS
4262,1,50343,CN4400,APOS
4262,1,50344,CN4399,APOS
4262,1,82335,CN4398,APOS
4264,1,67244,SC2068,STAE
4265,1,79439,CN4397,APOS
4265,1,75539,CN4396,APOS
4266,1,78966,CN5697A,GRIS
4267,1,35951,SC1984,STAE
4268,1,50353,CN4394A,APOS
4268,1,50352,CN4395,APOS
4269,2,81058,CN5704,GRIS
4269,2,50878,CN5703,GRIS
4269,2,50877,CN5705,GRIS
4269,2,50879,CN5702,GRIS
4270,1,35949,SC1983A,STAE
4271,1,50355,CN4441A,APOS
4271,1,50357,CN4441C,APOS
4271,1,50359,CN4440A,APOS
4271,1,50360,CN4440,APOS
4271,1,50358,CN4441B,APOS
4271,1,50356,CN4441,APOS
4272,2,79031,CN5711A,GRIS
4272,2,50883,CN5713,GRIS
4272,2,79028,CN5711,GRIS
4272,2,79034,CN5714,GRIS
4272,2,81062,CN5704B,GRIS
4272,2,50881,CN5701,GRIS
4272,2,50880,CN5704A,GRIS
4272,2,50882,CN5712,GRIS
4272,2,50886,CN5700,GRIS
4272,2,50884,CN5715,GRIS
4272,2,50885,CN5699,GRIS
4272,2,79025,CN5710,GRIS
4273,1,35950,SC1983,STAE
4274,1,50362,CN4438,APOS
4274,1,50361,CN4439,APOS
4274,1,50363,CN4437,APOS
4275,1,82542,CN5912,CANC
4275,1,81158,CN5911,CANC
4276,2,50337,CN4431,APOS
4276,2,50364,CN4436,APOS
4276,2,50367,CN4433,APOS
4276,2,50366,CN4434,APOS
4276,2,50365,CN4435,APOS
4277,1,35947,SC1982,STAE
4277,1,35948,SC1982A,STAE
4278,1,80958,CN5925,CANC
4278,1,82543,CN5913,CANC
4278,1,80950,CN5924,CANC
4278,1,81182,CN5912A,CANC
4280,1,50791,CN5927,CANC
4280,1,50790,CN5926,CANC
4280,1,80962,CN5926A,CANC
4280,1,50813,CN5958,CANC
4280,1,50812,CN5959,CANC
4281,1,52895,CN4716,APOS
4281,1,52896,CN4716B,APOS
4282,1,80946,CN5930,CANC
4282,1,80970,CN5928A,CANC
4282,1,50815,CN5955,CANC
4282,1,80966,CN5928,CANC
4282,1,80974,CN5929,CANC
4282,1,50792,CN5954,CANC
4282,1,50814,CN5956,CANC
4283,1,35946,SC1981,STAE
4284,3,79731,CN4688B,APOS
4284,3,79730,CN4688C,APOS
4285,1,81015,CN5950,CANC
4285,1,50793,CN5952,CANC
4285,1,50794,CN5931,CANC
4286,1,37288,SC2212B,2TOR
4286,1,75260,SC2212,2TOR
4286,1,75261,SC2212A,2TOR
4287,2,52891,CN4686,APOS
4287,2,82772,CN4688A,APOS
4287,2,52892,CN4687,APOS
4287,2,79729,CN4688,APOS
4288,3,83568,CN5978A,CANC
4289,1,37268,SC2210A,2TOR
4289,1,37270,SC2210,2TOR
4289,1,37266,SC2211,2TOR
4290,1,52890,CN4685,APOS
4290,1,52888,CN4683,APOS
4290,1,52889,CN4684,APOS
4291,1,81005,CN5964,CANC
4291,1,50808,CN5966,CANC
4291,1,50809,CN5965,CANC
4292,1,77044,SC2213A,2TOR
4292,1,37278,SC2213,2TOR
4293,1,74557,CN4607A,APOS
4295,1,37272,SC2209,2TOR
4295,1,37276,SC2207,2TOR
4295,1,37274,SC2208,2TOR
4296,3,71364,CN4667,APOS
4297,2,71387,CN5972,CANC
4297,2,50804,CN5974,CANC
4297,2,50803,CN5975,CANC
4297,2,80996,CN5967,CANC
4297,2,80992,CN5971,CANC
4297,2,50807,CN5969,CANC
4297,2,50805,CN5973,CANC
4297,2,80988,CN5976,CANC
4297,2,50806,CN5970,CANC
4298,1,37290,SC2206,2TOR
4299,3,50816,CN5999,CANC
4300,2,82446,CN4665,APOS
4300,2,52808,CN4610,APOS
4300,2,71363,CN4666,APOS
4301,1,77058,SC2192,2TOR
4301,1,77048,SC2205,2TOR
4301,1,37310,SC2191,2TOR
4301,1,77054,SC2190A,2TOR
4303,2,71361,CN4663,APOS
4303,2,71360,CN4662,APOS
4303,2,71362,CN4664,APOS
4304,1,37292,SC2204,2TOR
4304,1,37304,SC2199,2TOR
4304,1,77050,SC2200,2TOR
4305,1,50672,CN6006A,CANC
4305,1,50673,CN6006,CANC
4306,2,72659,CN4612D,APOS
4306,2,72658,CN4612C,APOS
4306,2,72660,CN4662C,APOS
4306,2,72661,CN4662B,APOS
4306,2,72657,CN4612B,APOS
4306,2,72656,CN4612,APOS
4306,2,52810,CN4612A,APOS
4306,2,52887,CN4612E,APOS
4307,1,37313,SC2194,2TOR
4307,1,37296,SC2203A,2TOR
4307,1,37300,SC2203,2TOR
4307,1,37306,SC2198,2TOR
4307,1,73897,SC2197,2TOR
4307,1,37294,SC2204A,2TOR
4307,1,37312,SC2193,2TOR
4308,1,80900,CN6005,CANC
4309,1,52795,CN4670,APOS
4310,2,72998,SC1665A,ORIO
4310,2,35791,SC1666A,ORIO
4310,2,35793,SC1667,ORIO
4310,2,35792,SC1666,ORIO
4311,1,83572,CN6004A,CANC
4312,1,52794,CN4672,APOS
4312,1,79717,CN4673,APOS
4314,2,50686,CN6003,CANC
4314,2,50685,CN6002,CANC
4314,2,80904,CN6003A,CANC
4315,1,74375,CN4675,APOS
4315,1,52793,CN4674,APOS
4316,1,76548,SC1493,ORIO
4317,1,50688,CN6022,CANC
4317,1,50683,CN6021,CANC
4317,1,50689,CN6023,CANC
4317,1,50690,CN6024,CANC
4318,1,52791,CN4677,APOS
4318,1,52792,CN4676,APOS
4319,1,35824,SC1495,ORIO
4319,1,35823,SC1494A,ORIO
4319,1,75008,SC1497,ORIO
4319,1,35825,SC1496,ORIO
4320,1,71382,CN6020A,CANC
4321,2,79718,CN4668A,APOS
4321,2,52796,CN4669,APOS
4322,1,35885,SC1659,ORIO
4323,1,50680,CN6018,
4323,1,50681,CN6019,CANC
4323,1,50682,CN6020,CANC
4324,1,74544,CN4584,APOS
4324,1,52880,CN4593,APOS
4324,1,52882,CN4609B,APOS
4324,1,52878,CN4585,APOS
4324,1,74389,CN4586,APOS
4324,1,74391,CN4586A,APOS
4324,1,52879,CN4587,APOS
4324,1,52881,CN4608,APOS
4324,1,52883,CN4609A,APOS
4324,1,80283,CN4608A,APOS
4325,1,35826,SC1498,ORIO
4325,1,35835,SC1658,ORIO
4327,2,52884,CN4613A,APOS
4327,2,80284,CN4609,APOS
4328,1,35827,SC1498A,ORIO
4328,1,76688,SC1504,ORIO
4328,1,35831,SC1502,ORIO
4328,1,35834,SC1657,ORIO
4328,1,35833,SC1656,ORIO
4328,1,35832,SC1503,ORIO
4329,1,50604,CN5868A,GRIS
4329,1,50600,CN5868,GRIS
4329,1,50595,CN5867A,GRIS
4329,1,50668,CN5870,GRIS
4329,1,50666,CN5872,GRIS
4329,1,50669,CN5869,GRIS
4329,1,50665,CN5873,GRIS
4329,1,50664,CN5874,GRIS
4329,1,50667,CN5871,GRIS
4330,2,80285,CN4613,APOS
4330,2,83167,CN4613B,APOS
4332,1,65722,SP82,SILV
4333,2,52885,CN4614,APOS
4333,2,52854,CN4616,APOS
4333,2,52855,CN4617,APOS
4333,2,52886,CN4615,APOS
4333,2,52856,CN4618,APOS
4334,2,35816,SC1673A,ORIO
4334,2,35817,SC1673,ORIO
4334,2,35818,SC1674A,ORIO
4335,1,38790,SP80,SILV
4335,1,38788,SP81,SILV
4335,1,38792,SP79,SILV
4336,1,74542,CN4583,APOS
4337,2,35809,SC1671,ORIO
4337,2,35810,SC1672,ORIO
4338,1,81442,CN4582A,APOS
4338,1,79725,CN4622,APOS
4338,1,52860,CN4582,APOS
4338,1,52858,CN4621,APOS
4338,1,52859,CN4581,APOS
4338,1,81446,CN4620,APOS
4340,1,75003,SC1489I,ORIO
4340,1,75006,SC1489L,ORIO
4341,1,52857,CN4619,APOS
4342,1,38796,SP77,SILV
4342,1,38794,SP78,SILV
4345,1,80907,CN5789,GRIS
4345,1,80919,CN5792,GRIS
4345,1,52476,CN5790,GRIS
4345,1,52475,CN5787,
4345,1,80915,CN5791,GRIS
4345,1,80911,CN5788,GRIS
4346,2,35804,SC1739,ORIO
4346,2,35805,SC1739A,ORIO
4347,1,53031,CN4549,APOS
4347,1,53032,CN4550,APOS
4348,1,50536,CN5813,GRIS
4348,1,84240,CN5814,GRIS
4348,1,50532,CN5816,GRIS
4348,1,82551,CN5815,GRIS
4349,1,53029,CN4545,APOS
4349,1,53030,CN4548,APOS
4350,2,76680,SC1754,ORIO
4350,2,35801,SC1753,ORIO
4351,1,80849,CN5811,GRIS
4351,1,80841,CN5818,GRIS
4351,1,80845,CN5812,GRIS
4351,1,50529,CN5817,GRIS
4351,1,83174,CN5810,GRIS
4351,1,50539,CN5809,GRIS
4351,1,50525,CN5819,GRIS
4353,2,35797,SC1757,ORIO
4353,2,35795,SC1742A,ORIO
4353,2,35796,SC1742,ORIO
4353,2,76676,SC1758,ORIO
4354,1,52500,CN5829,GRIS
4354,1,52499,CN5827,GRIS
4354,1,50011,CN5830,GRIS
4354,1,67301,CN5826A,GRIS
4354,1,80828,CN5828,GRIS
4355,1,52835,CN4522,APOS
4355,1,52838,CN4517,APOS
4355,1,52837,CN4518,APOS
4355,1,52836,CN4521,APOS
4355,1,76368,CN4520,APOS
4356,1,83869,SC1776B,MEGI
4356,1,35049,SC1776D,MEGI
4357,1,52497,CN5825,GRIS
4357,1,52498,CN5826,GRIS
4358,3,52829,CN4569,APOS
4358,3,52828,CN4570,APOS
4358,3,52830,CN4568,APOS
4359,1,35048,SC1775A,MEGI
4359,1,73009,SC1776,MEGI
4360,1,80939,CN5849,GRIS
4360,1,80935,CN5849A,GRIS
4360,1,50019,CN5831,GRIS
4361,1,71365,CN4516,APOS
4361,1,83165,CN4515,APOS
4362,1,76700,SC1761,MEGI
4362,1,76760,SC1775,MEGI
4362,1,35837,SC1759,MEGI
4362,1,35839,SC1760A,MEGI
4362,1,35838,SC1760,MEGI
4363,1,50566,CN5852,GRIS
4363,1,80832,CN5850,GRIS
4364,3,35848,SC1773,MEGI
4364,3,76756,SC1774,MEGI
4365,1,52834,CN4523,APOS
4366,1,74329,CN5848,GRIS
4366,1,50023,CN5847,GRIS
4366,1,50521,CN5832,GRIS
4366,1,80837,CN5846,GRIS
4367,2,35905,SC1774B,MEGI
4368,2,52833,CN4565,APOS
4369,1,83170,CN5800,GRIS
4369,1,72846,CN5799,GRIS
4369,1,52478,CN5797,GRIS
4369,1,80922,CN5798,GRIS
4369,1,72847,CN5806,GRIS
4369,1,52477,CN5796,GRIS
4371,1,52832,CN4566,APOS
4371,1,52831,CN4567,APOS
4372,1,50542,CN5808A,GRIS
4372,1,83172,CN5793,GRIS
4372,1,80853,CN5808,GRIS
4373,1,35896,SC1794,MEGI
4374,1,80820,CN5805,GRIS
4374,1,52479,CN5801,GRIS
4375,1,53023,CN4451,APOS
4375,1,53022,CN4452,APOS
4376,2,35900,SC1800,MEGI
4376,2,35899,SC1799,MEGI
4377,1,80927,CN5803,GRIS
4377,1,52480,CN5802,GRIS
4377,1,52481,CN5804,GRIS
4378,1,53024,CN4450,APOS
4378,1,76654,CN4449,APOS
4378,1,53025,CN4448,APOS
4379,2,35901,SC1801,MEGI
4379,2,35902,SC1802,MEGI
4380,1,50616,CN5839,GRIS
4380,1,80960,CN5838,GRIS
4380,1,50619,CN5836,GRIS
4380,1,50618,CN5835,GRIS
4380,1,80956,CN5837,GRIS
4380,1,50617,CN5834,GRIS
4381,1,53010,CN4463,APOS
4382,2,35904,SC1804,MEGI
4382,2,35903,SC1803,MEGI
4383,1,50608,CN5858,GRIS
4383,1,50560,CN5845A,GRIS
4383,1,76233,CN5857A,GRIS
4383,1,50564,CN5845,GRIS
4384,1,75599,CN4464,APOS
4385,2,35039,SC1814,STAE
4385,2,35042,SC1807,STAE
4385,2,35043,SC1808,STAE
4385,2,35044,SC1809,STAE
4385,2,35041,SC1806,STAE
4385,2,35045,SC1810,STAE
4385,2,35046,SC1810A,STAE
4385,2,35040,SC1812,STAE
4385,2,75983,SC1815,STAE
4385,2,75986,SC1813,STAE
4385,2,35047,SC1811,STAE
4386,1,50613,CN5863,GRIS
4386,1,50615,CN5864,GRIS
4386,1,80951,CN5864A,GRIS
4387,1,83073,CN4460,APOS
4387,1,53015,CN4461,APOS
4387,1,53014,CN4462,APOS
4388,4,75971,SC1832,STAE
4388,4,35002,SC1831,STAE
4388,4,35006,SC1830,STAE
4389,1,81174,CN5856A,GRIS
4389,1,50590,CN5867,GRIS
4389,1,50586,CN5856,GRIS
4389,1,80947,CN5855,GRIS
4389,1,50570,CN5854,GRIS
4390,1,53016,CN4459,APOS
4390,1,53017,CN4458,APOS
4391,2,36046,SC1833A,STAE
4391,2,67237,SC1867C,STAE
4391,2,73008,SC1833,STAE
4391,2,36045,SC1834,STAE
4393,1,53020,CN4454,APOS
4393,1,53019,CN4455,APOS
4393,1,53021,CN4453,APOS
4394,2,75406,SC1867B,STAE
4394,2,36044,SC1835,STAE
4394,2,74726,SC1867A,STAE
4394,2,36003,SC1867,STAE
4396,2,79756,CN4457,APOS
4396,2,79755,CN4457A,APOS
4396,2,53018,CN4456,APOS
4397,3,67235,SC1815B,STAE
4397,3,75979,SC1815A,STAE
4399,1,50574,CN5850C,GRIS
4399,1,50582,CN5850A,GRIS
4399,1,50578,CN5850B,GRIS
4400,2,35036,SC1819,STAE
4402,1,80889,CN5876,GRIS
4402,1,50661,CN5878,GRIS
4402,1,50663,CN5875,GRIS
4402,1,50662,CN5877,GRIS
4403,2,35038,SC1816,STAE
4403,2,67236,SC1818,STAE
4403,2,35037,SC1817,STAE
4404,2,53003,CN4467,APOS
4404,2,52506,CN4465,APOS
4404,2,53004,CN4466,APOS
4405,1,50659,CN5880,GRIS
4405,1,50658,CN5881,GRIS
4405,1,50660,CN5879,GRIS
4406,2,79723,CN4492,APOS
4406,2,52844,CN4487,APOS
4406,2,52842,CN4490,APOS
4406,2,52843,CN4488,APOS
4406,2,73439,CN4489,APOS
4406,2,75597,CN4486,APOS
4407,4,35018,SC1829,STAE
4407,4,35009,SC1868A,STAE
4407,4,75975,SC1828,STAE
4408,1,80885,CN5883,GRIS
4408,1,50657,CN5882,GRIS
4408,1,50656,CN5882A,GRIS
4409,1,79751,CN4474,APOS
4409,1,79752,CN4475,APOS
4409,1,52998,CN4473,APOS
4410,2,35029,SC1825A,STAE
4410,2,35025,SC1826,STAE
