TARGET_FID_12_13,Join_Count,TARGET_FID_1,Full_sesti,Codice_1
3889,1,54378,SM5512,BORT
3890,2,82386,SP887,SILV
3890,2,82355,SP889A,SILV
3890,2,36248,SP888,SILV
3890,2,36247,SP889,SILV
3890,2,36304,SP885,SILV
3890,2,36308,SP886,SILV
3891,1,37849,SP1851,CASS
3892,1,79147,SM5518,BORT
3892,1,71572,SM5517,BORT
3892,1,71571,SM5516,BORT
3892,1,54369,SM5515,BORT
3893,2,36303,SP884A,SILV
3893,2,82418,SP883,SILV
3893,2,82375,SP884B,SILV
3893,2,84173,SP884,SILV
3893,2,82367,SP884C,SILV
3893,2,36384,SP879,SILV
3893,2,36385,SP880,SILV
3893,2,36383,SP881,SILV
3894,1,76292,SP1808,CASS
3894,1,42841,SP1811,CASS
3894,1,42840,SP1810,CASS
3896,2,36244,SP955,SILV
3896,2,84414,SP956A,SILV
3897,1,76288,SP1807,CASS
3897,1,75332,SP1806,CASS
3897,1,42839,SP1805A,CASS
3897,1,42837,SP1804,CASS
3897,1,42838,SP1805,CASS
3898,1,79161,SM5505,BORT
3898,1,75212,SM5507A,BORT
3898,1,54384,SM5506,BORT
3898,1,54387,SM5505A,BORT
3898,1,74554,SM5507,BORT
3899,2,36245,SP956,SILV
3901,1,79141,SM5521,BORT
3901,1,79144,SM5520,BORT
3901,1,54366,SM5519,BORT
3901,1,79138,SM5522,BORT
3901,1,79187,SM5521A,BORT
3902,2,76984,SP1556,CASS
3902,2,42860,SP1547,CASS
3902,2,42859,SP1548,CASS
3902,2,77151,SP1550,CASS
3902,2,77147,SP1551,CASS
3902,2,42858,SP1549,CASS
3902,2,37790,SP1557,
3902,2,37789,SP1557A,CASS
3903,1,37534,SP1789,CASS
3903,1,37535,SP1791,CASS
3903,1,75293,SP1790,CASS
3904,1,42857,SP1546,CASS
3905,1,74443,SM5493,BORT
3905,1,79175,SM5492A,BORT
3905,1,54424,SM5494,BORT
3908,1,76459,SM5482A,BORT
3908,1,54280,SM5482,BORT
3908,1,54277,SM5481,BORT
3908,1,79164,SM5484,BORT
3908,1,79114,SM5480,BORT
3909,1,37545,SP1816,CASS
3909,1,76061,SP1814,CASS
3909,1,76065,SP1815,CASS
3909,1,42842,SP1812A,CASS
3909,1,82687,SP1812,CASS
3909,1,37544,SP1813,CASS
3910,1,37796,SP1543,CASS
3910,1,84393,SP1545,CASS
3910,1,37797,SP1542,CASS
3910,1,37795,SP1544,CASS
3911,2,54286,SM5407,BORT
3911,2,74441,SM5408,BORT
3911,2,77371,SM5406,BORT
3911,2,54291,SM5404,BORT
3911,2,54288,SM5405,BORT
3911,2,54294,SM5403,BORT
3912,1,37543,SP1803A,CASS
3913,2,37799,SP1540B,CASS
3913,2,67211,SP1538,CASS
3913,2,37801,SP1540,CASS
3913,2,37800,SP1540A,CASS
3913,2,37802,SP1539,CASS
3913,2,67212,SP1537,CASS
3913,2,37798,SP1541,CASS
3914,1,54297,SM5402,BORT
3914,1,54300,SM5402A,BORT
3914,1,54283,SM5409,BORT
3915,1,76049,SP1802,CASS
3915,1,76053,SP1803,CASS
3915,1,76057,SP1803B,CASS
3915,1,37538,SP1793A,CASS
3915,1,76042,SP1801,CASS
3915,1,37540,SP1796,CASS
3915,1,73577,SP1794,CASS
3915,1,37537,SP1793,CASS
3915,1,37539,SP1795,CASS
3916,1,37804,SP1535,CASS
3916,1,37805,SP1535A,CASS
3916,1,37803,SP1536,CASS
3917,3,80324,SM5400,BORT
3917,3,80320,SM5432,BORT
3917,3,77367,SM5431,BORT
3917,3,80323,SM5398A,BORT
3917,3,54268,SM5401,BORT
3917,3,54251,SM5396,BORT
3917,3,54248,SM5395,BORT
3917,3,54254,SM5397,BORT
3917,3,54260,SM5400A,BORT
3917,3,80321,SM5433,BORT
3917,3,54245,SM5430,BORT
3917,3,80322,SM5398,BORT
3918,1,76831,SP1797,CASS
3918,1,37541,SP1799,CASS
3918,1,76835,SP1798,CASS
3918,1,37542,SP1800,CASS
3919,3,80313,SM5427A,BORT
3919,3,80314,SM5420,BORT
3919,3,79105,SM5426,BORT
3919,3,79108,SM5427,BORT
3919,3,54222,SM5424A,BORT
3919,3,54219,SM5422,BORT
3919,3,80315,SM5421,BORT
3919,3,54216,SM5426A,BORT
3919,3,80318,SM5425,BORT
3919,3,80316,SM5423,BORT
3919,3,80317,SM5424,BORT
3920,2,37807,SP1533,CASS
3920,2,76991,SP1530,CASS
3920,2,37806,SP1534,CASS
3920,2,37808,SP1532,CASS
3920,2,76988,SP1531,CASS
3921,1,76069,SP1817,CASS
3921,1,37546,SP1818,CASS
3921,1,73881,SP1819,CASS
3921,1,82688,SP1820,CASS
3922,1,54271,SM5477,BORT
3922,1,72860,SM5478,BORT
3923,1,74627,SP916,SILV
3923,1,82274,SP915,SILV
3923,1,36162,SP914,SILV
3923,1,36163,SP914A,SILV
3924,1,76076,SP1822,CASS
3924,1,37554,SP1836,CASS
3924,1,73580,SP1821,CASS
3925,1,79170,SM5487,BORT
3925,1,54274,SM5479,BORT
3925,1,54403,SM5486,BORT
3925,1,79167,SM5485,BORT
3925,1,79111,SM5479A,BORT
3927,1,37549,SP1823,CASS
3927,1,76096,SP1835,CASS
3927,1,73590,SP1834,CASS
3928,1,54201,SM5471,BORT
3928,1,79173,SM5487A,BORT
3928,1,54409,SM5490A,BORT
3928,1,54406,SM5489,BORT
3929,1,82270,SP916D,SILV
3930,1,54412,SM5490,BORT
3931,1,73586,SP1833,CASS
3931,1,76080,SP1824,CASS
3931,1,37550,SP1825,CASS
3932,1,36160,SP916B,SILV
3932,1,36161,SP916A,SILV
3932,1,82264,SP916C,SILV
3933,1,36159,SP919,SILV
3933,1,82256,SP918B,SILV
3933,1,82252,SP919A,SILV
3933,1,82260,SP918,SILV
3933,1,65727,SP917,SILV
3934,1,54569,SM5464,
3935,1,73583,SP1826,CASS
3935,1,76084,SP1827,CASS
3935,1,76092,SP1832,CASS
3936,1,74629,SP913,SILV
3936,1,36165,SP911A,SILV
3936,1,36166,SP911,SILV
3936,1,75061,SP923,SILV
3936,1,75866,SP921,SILV
3936,1,82245,SP922,SILV
3936,1,82249,SP920,SILV
3936,1,36158,SP925,SILV
3936,1,36164,SP912,SILV
3936,1,74625,SP924,SILV
3937,1,54192,SM5468,BORT
3937,1,54195,SM5469,BORT
3937,1,54183,SM5465,BORT
3937,1,54186,SM5466,BORT
3937,1,54189,SM5467,BORT
3937,1,54198,SM5470,BORT
3938,1,37553,SP1830,CASS
3938,1,37552,SP1829,CASS
3938,1,76088,SP1831,CASS
3938,1,37551,SP1828,CASS
3939,1,36157,SP926,SILV
3939,1,36156,SP928,SILV
3940,1,37329,SC2226,2TOR
3940,1,37327,SC2225,2TOR
3940,1,37331,SC2227,2TOR
3941,2,35355,SP2210,BOLD
3942,1,84108,SC2219,2TOR
3942,1,84335,SC2219A,2TOR
3942,1,73898,SC2220,2TOR
3942,1,37321,SC2222,2TOR
3942,1,37319,SC2221,2TOR
3942,1,37317,SC2218,2TOR
3942,1,37323,SC2223,2TOR
3942,1,37325,SC2224,2TOR
3943,2,75064,SP653,SILV
3943,2,74650,SP655A,SILV
3943,2,82269,SP655,SILV
3943,2,82266,SP654,SILV
3943,2,36352,SP652,SILV
3943,2,81337,SP651,SILV
3943,2,74648,SP656,SILV
3943,2,36351,SP657,SILV
3943,2,36353,SP650,SILV
3944,1,54165,SM5457,BORT
3944,1,80312,SM5455,BORT
3944,1,54161,SM5456,BORT
3946,1,37337,SC2230,2TOR
3946,1,37339,SC2231,2TOR
3947,1,54168,SM5459,BORT
3947,1,54171,SM5460,BORT
3948,1,39824,SP1317,SILV
3948,1,75709,SP1291A,SILV
3948,1,39822,SP1318,SILV
3949,1,37345,SC2233,2TOR
3950,1,54174,SM5461,BORT
3950,1,54177,SM5462,BORT
3950,1,54180,SM5462A,BORT
3951,1,37349,SC2235A,2TOR
3951,1,37351,SC2235,2TOR
3956,1,54152,SM5451B,BORT
3956,1,79102,SM5451,BORT
3956,1,54146,SM5450,BORT
3956,1,54149,SM5449,BORT
3956,1,79099,SM5451A,BORT
3957,1,37365,SC2239,2TOR
3957,1,37355,SC2238,2TOR
3957,1,77066,SC2237,2TOR
3959,1,79096,SM5447,BORT
3959,1,54144,SM5448,BORT
3960,1,37369,SC2242,2TOR
3960,1,37367,SC2242B,2TOR
3960,1,77070,SC2242A,2TOR
3961,1,81491,SP1762,CASS
3961,1,37598,SP1684,CASS
3961,1,37600,SP1761,CASS
3961,1,76887,SP1685,CASS
3962,2,79084,SM5434A,BORT
3962,2,54120,SM5307A,BORT
3962,2,54123,SM5309,BORT
3962,2,54126,SM5310,BORT
3962,2,54093,SM5284A,BORT
3962,2,80307,SM5434,BORT
3962,2,54117,SM5307,BORT
3962,2,77355,SM5308,BORT
3962,2,76448,SM5284,BORT
3963,2,37371,SC2243,2TOR
3963,2,81373,SC2244,2TOR
3964,1,76941,SP1785,CASS
3965,2,80308,SM5436,BORT
3965,2,54115,SM5306A,BORT
3965,2,54129,SM5435,BORT
3965,2,77351,SM5306,BORT
3966,1,37363,SC2240,2TOR
3967,2,35979,SC1895C,STAE
3967,2,75953,SC1896A,STAE
3968,3,54107,SM5302,BORT
3968,3,80309,SM5438,BORT
3968,3,54110,SM5303,BORT
3968,3,79078,SM5302A,BORT
3968,3,77363,SM5441,BORT
3968,3,77359,SM5439,BORT
3968,3,54135,SM5440,BORT
3968,3,54132,SM5437,BORT
3968,3,54113,SM5304,BORT
3968,3,79081,SM5305,BORT
3969,1,37381,SC2248,2TOR
3970,1,77076,SC2239A,2TOR
3971,2,54141,SM5443,BORT
3971,2,54104,SM5301,BORT
3971,2,54138,SM5442,BORT
3973,1,37385,SC2250,2TOR
3973,1,37383,SC2249,2TOR
3974,1,78222,SM5299,BORT
3975,1,37013,SC2016,MOCE
3975,1,37011,SC2017,MOCE
3975,1,37015,SC2015,MOCE
3975,1,74692,SC2018,MOCE
3976,1,73594,SP1775,CASS
3976,1,75294,SP1631,CASS
3976,1,37573,SP1772,CASS
3976,1,37575,SP1777,CASS
3976,1,37574,SP1774,CASS
3976,1,73596,SP1776,CASS
3976,1,73592,SP1773,CASS
3976,1,37582,SP1632,CASS
3977,1,74437,SM5444,BORT
3977,1,79087,SM5445,BORT
3979,1,72746,SP1633A,CASS
3979,1,37571,SP1770,CASS
3979,1,37570,SP1769,CASS
3979,1,37572,SP1771,CASS
3979,1,72745,SP1633,CASS
3981,1,76847,SP1634,CASS
3981,1,37592,SP1664A,CASS
3981,1,76851,SP1635,CASS
3983,1,37569,SP1768,CASS
3983,1,37583,SP1674,CASS
3983,1,37568,SP1767A,CASS
3984,1,54101,SM5300,BORT
3984,1,77488,SM5297,BORT
3984,1,74435,SM5298A,BORT
3984,1,54098,SM5298,BORT
3985,1,50096,CN3853,APOS
3985,1,75536,CN3852A,APOS
3985,1,50093,CN3852,APOS
3985,1,50094,CN3852B,APOS
3986,1,37567,SP1767,CASS
3986,1,76855,SP1675,CASS
3987,2,50158,CN3971,APOS
3987,2,50159,CN3970,APOS
3988,1,54090,SM5278,BORT
3988,1,54087,SM5281,BORT
3988,1,77335,SM5282A,BORT
3988,1,77339,SM5279,BORT
3988,1,80470,SM5282,BORT
3988,1,80469,SM5280,BORT
3989,1,76859,SP1676,CASS
3989,1,37566,SP1766,CASS
3989,1,75892,SP1675A,CASS
3989,1,76839,SP1765,CASS
3989,1,67209,SP1764,CASS
3990,2,78471,CN3972A,APOS
3990,2,50157,CN3972,APOS
3991,1,37585,SP1678,CASS
3991,1,37584,SP1677,CASS
3991,1,67208,SP1763,CASS
3992,1,77343,SM5285,BORT
3992,1,77347,SM5285A,BORT
3992,1,54095,SM5285B,BORT
3993,2,50154,CN3973B,APOS
3993,2,50156,CN3973,APOS
3993,2,50155,CN3973A,APOS
3994,1,37586,SP1679,CASS
3994,1,76863,SP1682,CASS
3994,1,37588,SP1681,CASS
3994,1,37587,SP1680,CASS
3994,1,76891,SP1683,CASS
3995,1,74433,SM5287,BORT
3995,1,78426,SM5289,BORT
3995,1,78219,SM5286,BORT
3995,1,57806,SM5288,BORT
3996,1,50153,CN3974,APOS
3997,1,37597,SP1686,CASS
3997,1,37599,SP1760,CASS
3999,1,50151,CN3977,APOS
3999,1,50152,CN3975,APOS
3999,1,72837,CN3976,APOS
4000,1,37603,SP1709,CASS
4000,1,37604,SP1708,CASS
4000,1,73600,SP1711,CASS
4000,1,37602,SP1758,CASS
4000,1,37601,SP1759,CASS
4000,1,73602,SP1710,CASS
4001,1,76066,CS5638,FAVA
4002,1,50178,CN4008,APOS
4003,2,76919,SP1712,CASS
4003,2,37637,SP1725,CASS
4003,2,37638,SP1723,CASS
4003,2,81508,SP1724,CASS
4003,2,37636,SP1757,CASS
4005,1,50162,CN3962,APOS
4005,1,78477,CN3961,APOS
4005,1,78474,CN3962A,APOS
4006,1,37641,SP1720,CASS
4006,1,37639,SP1722,CASS
4006,1,37640,SP1721,CASS
4007,2,44255,CS5645,FAVA
4007,2,44247,CS5645A,FAVA
4008,1,50164,CN3959,APOS
4008,1,50163,CN3960,APOS
4009,2,76915,SP1714,CASS
4009,2,82684,SP1715,CASS
4010,1,44259,CS5644,FAVA
4010,1,44266,CS5643,FAVA
4011,1,50166,CN3957,APOS
4011,1,50165,CN3958,APOS
4012,2,37642,SP1719,CASS
4012,2,37633,SP1717,CASS
4012,2,37634,SP1716,CASS
4013,1,44277,CS5641,FAVA
4013,1,67078,CS5642,FAVA
4014,1,50168,CN3955,APOS
4014,1,50167,CN3956,APOS
4015,2,81512,SP1755,CASS
4015,2,67216,SP1727,CASS
4015,2,81516,SP1754,CASS
4015,2,67215,SP1726,CASS
4015,2,67217,SP1728,CASS
4015,2,37650,SP1725A,CASS
4015,2,37649,SP1726A,CASS
4015,2,37651,SP1756,CASS
4016,1,44300,CS5639A,FAVA
4016,1,44306,CS5639,FAVA
4016,1,44287,CS5640,FAVA
4017,2,37653,SP1751,CASS
4017,2,37659,SP1741,CASS
4017,2,76937,SP1740,CASS
4017,2,37652,SP1753,CASS
4017,2,37661,SP1752,CASS
4018,1,78449,CN3904B,APOS
4019,1,76929,SP1738,CASS
4019,1,76933,SP1739,CASS
4020,1,50122,CN3912,APOS
4020,1,71374,CN3910,APOS
4020,1,80109,CN3911,APOS
4020,1,78458,CN3911A,APOS
4021,1,76927,SP1737,CASS
4021,1,37658,SP1736,CASS
4022,2,67221,SP1749,CASS
4022,2,76923,SP1748,CASS
4022,2,37654,SP1750,CASS
4023,3,50095,CN3847,APOS
4023,3,50129,CN3847A,APOS
4023,3,83071,CN3884A,APOS
4024,1,37655,SP1747,CASS
4024,1,67220,SP1743,CASS
4025,2,44339,CS5631,FAVA
4025,2,44344,CS5630,FAVA
4025,2,78571,CS5633,FAVA
4025,2,44335,CS5632,FAVA
4026,1,80112,CN3845B,APOS
4026,1,65886,CN3846A,APOS
4026,1,50132,CN3844,APOS
4026,1,50131,CN3845A,APOS
4026,1,65889,CN3845,APOS
4026,1,50130,CN3846,APOS
4027,2,83355,CS5627,FAVA
4027,2,83357,CS5627A,FAVA
4027,2,44325,CS5635,FAVA
4027,2,44329,CS5634,FAVA
4027,2,44321,CS5636,FAVA
4028,1,37656,SP1746A,CASS
4028,1,67219,SP1743A,CASS
4029,2,50108,CN3884,APOS
4030,2,44363,CS5619,FAVA
4030,2,44359,CS5619A,FAVA
4031,1,73615,SP1745,CASS
4031,1,67218,SP1744,CASS
4031,1,37657,SP1746,CASS
4032,2,50124,CN3918,APOS
4032,2,80110,CN3913,APOS
4032,2,50123,CN3915,APOS
4032,2,50109,CN3887,APOS
4033,2,80774,CS5620A,FAVA
4033,2,44368,CS5620,FAVA
4033,2,78577,CS5622,FAVA
4034,2,37759,SP1592,CASS
4034,2,37757,SP1594,CASS
4034,2,37758,SP1593,CASS
4034,2,76976,SP1602A,CASS
4034,2,37749,SP1602,CASS
4035,1,50135,CN3923,APOS
4035,1,50134,CN3924,APOS
4035,1,50127,CN3921,APOS
4035,1,50133,CN3925,APOS
4035,1,50128,CN3922,APOS
4036,4,44400,CS5605,FAVA
4036,4,44392,CS5607,FAVA
4036,4,44401,CS5604,FAVA
4036,4,44404,CS5603,FAVA
4036,4,44396,CS5606,FAVA
4037,2,81520,SP1586A,CASS
4037,2,37762,SP1586B,CASS
4037,2,67214,SP1590,CASS
4037,2,37748,SP1589,CASS
4037,2,37761,SP1586,CASS
4037,2,37763,SP1587,CASS
4038,1,50126,CN3948,APOS
4038,1,73391,CN3917,APOS
4038,1,80111,CN3946,APOS
4038,1,50171,CN3949,APOS
4038,1,50125,CN3947,APOS
4039,2,44355,CS5618,FAVA
4039,2,76077,CS5623,FAVA
4040,1,37771,SP1577,CASS
4040,1,37772,SP1576,CASS
4041,1,78486,CN3952,APOS
4041,1,50170,CN3951,APOS
4041,1,78462,CN3914,APOS
4041,1,78488,CN3950,APOS
4042,2,76070,CS5624,FAVA
4042,2,44351,CS5615,FAVA
4042,2,80766,CS5617,FAVA
4042,2,44621,CS5614,
4042,2,78574,CS5625,FAVA
4042,2,80763,CS5616,FAVA
4042,2,76074,CS5624A,FAVA
4043,1,37775,SP1572,CASS
4044,1,50172,CN3990,APOS
4045,1,79287,CS5583,FAVA
4045,1,79290,CS5581,FAVA
4045,1,74572,CS5585,FAVA
4045,1,74574,CS5584,FAVA
4045,1,67080,CS5582,FAVA
4045,1,80778,CS5578,FAVA
4045,1,44440,CS5577,FAVA
4045,1,44445,CS5576,FAVA
4046,1,81524,SP1574,CASS
4046,1,37774,SP1573,CASS
4046,1,37773,SP1575,CASS
4047,1,73393,CN4006,APOS
4047,1,79228,CN4005,APOS
4048,1,67086,CS5573,FAVA
4048,1,67085,CS5572A,FAVA
4048,1,48535,CS5587,FAVA
4048,1,78712,CS5586,FAVA
4049,1,37731,SP1783,CASS
4049,1,37730,SP1783A,CASS
4049,1,37729,SP1784,CASS
4049,1,37732,SP1782,CASS
4050,1,79225,CN4004,APOS
4050,1,50176,CN4003,APOS
4051,1,44408,CS5658,FAVA
4051,1,83359,CS5657A,FAVA
4051,1,44414,CS5659,FAVA
4051,1,44296,CS5657,FAVA
4052,1,67210,SP1626,CASS
4052,1,37734,SP1781,CASS
4053,1,50175,CN4002,APOS
4053,1,79222,CN4002A,APOS
4053,1,50174,CN3995,APOS
4053,1,50173,CN3991,APOS
4054,1,44293,CS5656,FAVA
4054,1,80758,CS5655,FAVA
4056,2,50199,CN4221A,APOS
4056,2,50198,CN4221,APOS
4058,2,79241,CN4220,APOS
4059,1,37738,SP1617,CASS
4059,1,76958,SP1619,CASS
4059,1,76960,SP1618,CASS
4059,1,76955,SP1620,CASS
4061,1,44420,CS5660,FAVA
4063,1,50196,CN4217,APOS
4066,1,83163,CN4191A,APOS
4066,1,50194,CN4193,APOS
4066,1,50195,CN4194,APOS
4066,1,50193,CN4192,APOS
4066,1,50192,CN4191,APOS
4067,1,80754,CS5654A,FAVA
4067,1,44281,CS5654,FAVA
4067,1,44272,CS5653A,FAVA
4068,1,37739,SP1616,CASS
4068,1,76964,SP1616A,CASS
4068,1,37740,SP1615,CASS
4069,1,52696,CN4174,2POZ
4069,1,52697,CN4175,2POZ
4072,1,50183,CN4178,APOS
4072,1,50184,CN4179,APOS
4073,1,78579,CS5661B,FAVA
4074,1,37745,SP1605,CASS
4075,1,44481,CS5666A,FAVA
4075,1,44487,CS5666,FAVA
4076,1,50200,CN4223,APOS
4076,1,79231,CN4222,APOS
4077,1,37747,SP1588,
4078,1,76647,CS5671,FAVA
4078,1,67088,CS5662,FAVA
4078,1,67090,CS5672,FAVA
4078,1,44451,CS5663,FAVA
4078,1,44456,CS5670,FAVA
4079,1,50218,CN4243A,APOS
4079,1,79298,CN4243B,APOS
4079,1,50219,CN4243,APOS
4079,1,50220,CN4243C,APOS
4080,1,36414,SP361,SILV
4080,1,36416,SP360A,SILV
4080,1,36413,SP362,SILV
4080,1,36412,SP363,SILV
4080,1,36417,SP360,SILV
4080,1,36415,SP360B,SILV
4081,1,44465,CS5669,FAVA
4081,1,78582,CS5669A,FAVA
4082,1,50216,CN4241A,APOS
4082,1,50217,CN4242,APOS
4083,1,36426,SP319,SILV
4083,1,36427,SP318,SILV
4083,1,77920,SP313A,SILV
4083,1,36432,SP313,SILV
4083,1,36428,SP317,SILV
4083,1,36431,SP314,SILV
4083,1,36429,SP316,SILV
4083,1,36430,SP315,SILV
4084,1,50215,CN4241,APOS
4084,1,79295,CN4240,APOS
4085,2,44523,CS5678,FAVA
4085,2,44527,CS5679,FAVA
4085,2,78607,CS5680,FAVA
4086,1,50012,CN3685,FELI
4087,1,79292,CN4238,APOS
4087,1,50214,CN4239,APOS
4089,1,78394,CN3696,FELI
4089,1,50054,CN3693,FELI
4089,1,78390,CN3695,FELI
4089,1,78388,CN3694,FELI
4090,1,50212,CN4235A,APOS
4090,1,79288,CN4236,APOS
4090,1,50213,CN4237,APOS
4091,1,50052,CN3689,FELI
4092,1,50211,CN4235,APOS
4093,1,50055,CN3698A,FELI
4093,1,50056,CN3698,FELI
4094,1,78597,CS5677A,FAVA
4094,1,44501,CS5677,FAVA
4095,2,50209,CN4232,APOS
4095,2,72838,CN4233,APOS
4095,2,79282,CN4230,APOS
4095,2,75538,CN4231,APOS
4095,2,50203,CN4229,APOS
4095,2,75777,CN4231A,APOS
4096,1,50059,CN3707,FELI
4096,1,50057,CN3701,FELI
4096,1,80105,CN3708,FELI
4096,1,50058,CN3702,FELI
4097,1,43706,CS6058,MARI
4097,1,43716,CS6056,MARI
4097,1,43722,CS6055,MARI
4097,1,43711,CS6057,MARI
4098,4,53991,CN4271,APOS
4098,4,50204,CN4218,APOS
4098,4,50205,CN4265,APOS
4098,4,50206,CN4267,APOS
4098,4,76538,CN4209,APOS
4098,4,76535,CN4210,APOS
4098,4,50208,CN4270,APOS
4098,4,76531,CN4211,APOS
4098,4,79285,CN4266,APOS
4098,4,76519,CN4214,APOS
4098,4,76523,CN4213,APOS
4098,4,76514,CN4216,APOS
4098,4,76527,CN4212,APOS
4098,4,79551,CN4268,APOS
4098,4,76516,CN4215,APOS
4098,4,50207,CN4269,APOS
4101,3,82331,CN4302,APOS
4101,3,79325,CN4294B,APOS
4101,3,79550,CN4300,APOS
4101,3,50243,CN4294A,APOS
4101,3,76549,CN4302A,APOS
4101,3,83108,CN4293,APOS
4101,3,50244,CN4294,APOS
4101,3,76542,CN4296,APOS
4102,1,50061,CN3822A,APOS
4102,1,50060,CN3822,APOS
4102,1,50062,CN3822B,APOS
4103,2,50247,CN4307,APOS
4103,2,50248,CN4309,APOS
4103,2,50250,CN4309A,APOS
4103,2,50249,CN4310,APOS
4103,2,73396,CN4305,APOS
4103,2,50246,CN4305A,APOS
4104,1,43763,CS6048,MARI
4105,1,80106,CN3821A,APOS
4105,1,50063,CN3821C,APOS
4105,1,78857,CN3820,APOS
4105,1,50065,CN3821,APOS
4105,1,50064,CN3821B,APOS
4105,1,50066,CN3819,APOS
4106,1,43753,CS6050,MARI
4107,1,50245,CN4306,APOS
4107,1,50254,CN4324,APOS
4107,1,50256,CN4325A,APOS
4107,1,50255,CN4325B,APOS
4107,1,79329,CN4304,APOS
4107,1,79332,CN4306A,APOS
4108,1,50078,CN3826,APOS
4108,1,50074,CN3823,APOS
4108,1,50079,CN3828,APOS
4108,1,50077,CN3825,APOS
4108,1,80160,CN3823B,APOS
4108,1,78409,CN3827,APOS
4108,1,50075,CN3823A,APOS
4108,1,50076,CN3824,APOS
4109,1,67073,CS6052B,MARI
4109,1,43732,CS6054,MARI
4109,1,43736,CS6053,MARI
4110,1,50258,CN4327,APOS
4110,1,50261,CN4329,APOS
4110,1,50259,CN4328,APOS
4112,1,43800,CS6043,MARI
4112,1,43906,CS6041,MARI
4112,1,43779,CS6045,MARI
4112,1,80718,CS6042A,MARI
4112,1,80603,CS6044A,MARI
4112,1,80730,CS6042,MARI
4112,1,43783,CS6044,MARI
4113,1,73397,CN4333,APOS
4113,1,79335,CN4333A,APOS
4113,1,50266,CN4332A,APOS
4113,1,50265,CN4332,APOS
4113,1,50263,CN4330A,APOS
4113,1,50264,CN4331,APOS
4114,1,50082,CN3831,APOS
4114,1,78415,CN3835,APOS
4114,1,78412,CN3831A,APOS
4114,1,50084,CN3833,APOS
4114,1,50081,CN3830,APOS
4115,1,50241,CN4301,APOS
4115,1,50242,CN4303,APOS
4116,1,43867,CS6036,MARI
4116,1,74845,CS6037,MARI
4116,1,74843,CS6038,MARI
4117,1,50083,CN3832A,APOS
4118,1,43873,CS6034,MARI
4118,1,75102,CS6035A,MARI
4118,1,80607,CS6035,MARI
4119,1,50240,CN4299A,APOS
4119,1,50239,CN4299,APOS
4119,1,50238,CN4298,APOS
4120,1,50085,CN3834A,APOS
4121,1,74847,CS6013,MARI
4121,1,74849,CS6012,MARI
4121,1,74851,CS6007,MARI
4121,1,43952,CS6011,MARI
4121,1,43894,CS6032,MARI
4121,1,80610,CS6010,MARI
4121,1,43878,CS6033,MARI
4122,1,50236,CN4264A,APOS
4122,1,79322,CN4297,APOS
4122,1,50237,CN4297B,APOS
4122,1,50235,CN4264,APOS
4123,1,53994,CN3837A,APOS
4123,1,78422,CN3837,APOS
4124,1,50234,CN4263,APOS
4126,1,73395,CN4262,APOS
4126,1,50233,CN4261,APOS
4127,1,50089,CN3838,APOS
4127,1,72836,CN3839,APOS
4128,1,79316,CN4259,APOS
4128,1,79319,CN4260,APOS
4128,1,50232,CN4259B,APOS
4129,1,43900,CS6031A,MARI
4129,1,43956,CS6014C,MARI
4129,1,80726,CS6031,MARI
4129,1,80612,CS6014B,MARI
4130,1,35930,SC1964,STAE
4130,1,35928,SC1963,STAE
4131,1,50231,CN4259A,APOS
4132,1,75247,CS6028A,MARI
4132,1,43914,CS6029,MARI
4132,1,43920,CS6027,MARI
4132,1,43910,CS6030,MARI
4133,1,50270,CN4338,APOS
4133,1,50271,CN4339,APOS
4133,1,79338,CN4337,APOS
4134,1,35931,SC1966,STAE
4134,1,75945,SC1965,STAE
4134,1,35929,SC1964A,STAE
4135,1,43934,CS6024,MARI
4135,1,43930,CS6026,MARI
4135,1,43938,CS6023A,MARI
4135,1,83767,CS6025,MARI
4135,1,80738,CS6024A,MARI
4136,1,50223,CN4245A,APOS
4137,1,35932,SC1967,STAE
4137,1,35933,SC1968,STAE
4137,1,35934,SC1969,STAE
4137,1,35935,SC1970,STAE
4138,1,80113,CN3930,APOS
4138,1,50139,CN3929,APOS
4138,1,65890,CN3926,APOS
4138,1,50138,CN3928,APOS
4138,1,50137,CN3927,APOS
4139,1,44049,CS6020,MARI
4139,1,44054,CS6022,MARI
4139,1,44047,CS6019,MARI
4139,1,80750,CS6021,MARI
4140,1,35936,SC1971,STAE
4140,1,35937,SC1971A,STAE
4141,1,44039,CS6014,MARI
4141,1,44043,CS6018,MARI
4141,1,74857,CS6017,MARI
4141,1,44033,CS6016,MARI
4141,1,44029,CS6015,MARI
4142,1,50141,CN3932,APOS
4142,1,50140,CN3931,APOS
4143,1,35938,SC1972,STAE
4143,1,35939,SC1973,STAE
4144,1,43960,CS5999,MARI
4144,1,80621,CS5998,MARI
4144,1,43968,CS6002,MARI
4144,1,43974,CS6003,MARI
4144,1,74853,CS6000,MARI
4144,1,74855,CS6001,MARI
4145,1,80114,CN3938,APOS
4145,1,50142,CN3937,APOS
4146,1,35943,SC1978,STAE
4146,1,35940,SC1974,STAE
4146,1,35941,SC1975,STAE
4146,1,75270,SC1977,STAE
4146,1,35942,SC1976,STAE
4149,2,70581,SC1948,STAE
4149,2,67226,SC1856B,STAE
4149,2,70580,SC1948A,STAE
4150,1,44011,CS5991,MARI
4150,1,44015,CS5990,MARI
4150,1,83448,CS5991A,MARI
