TARGET_FID_12_13,full_alias,short_alias
7023,SP-POLO-G-046,POLO-046
7024,SP-POLO-H-043,POLO-043
7025,SP-POLO-H-035,POLO-035
7026,SP-POLO-H-032,POLO-032
7027,SP-POLO-H-029,POLO-029
7028,SP-POLO-H-020,POLO-020
7029,SP-POLO-H-018,POLO-018
7030,SP-POLO-I-058,POLO-058
7031,SP-POLO-I-063,POLO-063
7032,SP-POLO-I-062,POLO-062
7033,SP-POLO-I-060,POLO-060
7034,SP-POLO-I-061,POLO-061
7035,SP-POLO-I-037,POLO-037
7036,SP-POLO-I-040,POLO-040
7037,SP-POLO-I-059,POLO-059
7038,SP-POLO-I-038,POLO-038
7039,SP-MELO-G-012,MELO-012
7040,SP-MELO-H-013,MELO-013
7041,SP-MELO-H-014,MELO-014
7042,SP-MELO-H-015,MELO-015
7043,SP-MELO-G-023,MELO-023
7044,SP-MELO-G-024,MELO-024
7045,SP-MELO-G-011,MELO-011
7046,SP-MELO-B-038,MELO-038
7047,SP-MELO-B-019,MELO-019
7048,SP-MELO-I-018,MELO-018
7049,SP-SILV-AC-042,SILV-042
7050,SP-SILV-AC-045,SILV-045
7051,SP-SILV-AC-106,SILV-106
7052,SP-SILV-AC-046,SILV-046
7053,SP-SILV-AC-047,SILV-047
7054,SP-SILV-AC-049,SILV-049
7055,SM-LUCA-T-032,LUCA-032
7056,SM-LUCA-T-033,LUCA-033
7057,SM-LUCA-T-037,LUCA-037
7058,SM-LUCA-T-038,LUCA-038
7059,SM-LUCA-T-039,LUCA-039
7060,SM-LUCA-T-040,LUCA-040
7061,SM-LUCA-T-041,LUCA-041
7062,SM-LUCA-U-050,LUCA-050
7063,SM-LUCA-U-052,LUCA-052
7064,SM-LUCA-V-030,LUCA-030
7065,SM-LUCA-V-029,LUCA-029
7066,SM-LUCA-V-028,LUCA-028
7067,SM-LUCA-V-031,LUCA-031
7068,SM-LUCA-C-065,LUCA-065
7069,SM-ANZO-A-107,ANZO-107
7070,SM-ANZO-A-103,ANZO-103
7071,SM-ANZO-A-105,ANZO-105
7072,SM-ANZO-B-149,ANZO-149
7073,SM-ANZO-B-146,ANZO-146
7074,SM-ANZO-B-108,ANZO-108
7075,SM-ANZO-C-119,ANZO-119
7076,SM-ANZO-C-121,ANZO-121
7077,SM-ANZO-C-120,ANZO-120
7078,SM-ANZO-C-109,ANZO-109
7079,SM-ANZO-C-110,ANZO-110
7080,SM-ANZO-D-139,ANZO-139
7081,SM-ANZO-D-143,ANZO-143
7082,SM-ANZO-D-155,ANZO-155
7083,SM-ANZO-D-168,ANZO-168
7084,SM-ANZO-D-166,ANZO-166
7085,SM-ANZO-D-138,ANZO-138
7086,SM-ANZO-D-169,ANZO-169
7087,SM-ANZO-D-003,ANZO-003
7088,SM-ANZO-D-165,ANZO-165
7089,SM-ANZO-E-129,ANZO-129
7090,SM-ANZO-E-130,ANZO-130
7091,SM-ANZO-E-132,ANZO-132
7092,SM-ANZO-E-131,ANZO-131
7093,SM-ANZO-F-124,ANZO-124
7094,SM-ANZO-F-125,ANZO-125
7095,SM-ANZO-G-013,ANZO-013
7096,SM-ANZO-G-012,ANZO-012
7097,SM-ANZO-G-127,ANZO-127
7098,SM-ANZO-H-026,ANZO-026
7099,SM-ANZO-H-048,ANZO-048
7100,SM-ANZO-I-037,ANZO-037
7101,SM-ANZO-J-171,ANZO-171
7102,SM-ANZO-J-010,ANZO-010
7103,SM-ANZO-J-009,ANZO-009
7104,SM-ANZO-J-174,ANZO-174
7105,SM-ANZO-K-172,ANZO-172
7106,SM-ANZO-K-173,ANZO-173
7107,SM-ANZO-L-042,ANZO-042
7108,SM-GARZ-A-016,GARZ-016
7109,SM-GARZ-A-015,GARZ-015
7110,SM-GARZ-A-012,GARZ-012
7111,SM-GARZ-A-001,GARZ-001
7112,SM-GARZ-B-034,GARZ-034
7113,SM-GARZ-B-033,GARZ-033
7114,SM-GARZ-B-008,GARZ-008
7115,SM-GARZ-B-005,GARZ-005
7116,SM-GARZ-B-006,GARZ-006
7117,SM-GARZ-B-007,GARZ-007
7118,SM-STEF-C-001,STEF-001
7119,SM-STEF-C-220,STEF-220
7120,SM-STEF-A-219,STEF-219
7121,SM-STEF-A-218,STEF-218
7122,SM-STEF-A-214,STEF-214
7123,SM-STEF-A-217,STEF-217
7124,SM-STEF-A-212,STEF-212
7125,SM-STEF-A-213,STEF-213
7126,SM-STEF-A-209,STEF-209
7127,SM-STEF-A-210,STEF-210
7128,SM-STEF-A-211,STEF-211
7129,SM-STEF-A-204,STEF-204
7130,SM-STEF-A-084,STEF-084
7131,SM-STEF-A-082,STEF-082
7132,SM-STEF-A-081,STEF-081
7133,SM-LUCA-U-055,LUCA-055
7134,SM-ANZO-A-150,ANZO-150
7135,SM-ANZO-A-106,ANZO-106
7136,SM-ANZO-D-147,ANZO-147
7137,SM-ANZO-D-177,ANZO-177
7138,SM-ANZO-D-167,ANZO-167
7139,SM-ANZO-H-027,ANZO-027
7140,SM-ANZO-L-043,ANZO-043
7141,SM-GARZ-A-002,GARZ-002
7142,SM-GARZ-B-011,GARZ-011
7143,SM-STEF-A-083,STEF-083
7144,SM-STEF-A-079,STEF-079
7145,SP-SILV-AC-043,SILV-043
7146,SP-MELO-I-016,MELO-016
7147,SP-MELO-G-009,MELO-009
7148,SP-MELO-G-010,MELO-010
7149,SP-POLO-H-015,POLO-015
7150,SP-POLO-H-014,POLO-014
7151,SP-POLO-H-013,POLO-013
7152,SP-POLO-H-025,POLO-025
7153,SP-POLO-H-024,POLO-024
7154,SP-POLO-H-023,POLO-023
7155,SP-POLO-H-027,POLO-027
7156,SP-POLO-H-028,POLO-028
7157,SP-NOMB-E-036,NOMB-036
7158,SP-FRAR-N-109,FRAR-109
7159,SP-FRAR-N-105,FRAR-105
7160,SP-NOMB-H-018,NOMB-018
7161,SP-NOMB-I-080,NOMB-080
7162,SP-NOMB-I-072,NOMB-072
7163,SP-NOMB-I-073,NOMB-073
7164,SP-NOMB-I-074,NOMB-074
7165,SP-NOMB-D-030,NOMB-030
7166,SP-NOMB-D-058,NOMB-058
7167,SP-NOMB-I-089,NOMB-089
7168,SP-NOMB-D-009,NOMB-009
7169,SP-NOMB-D-012,NOMB-012
7170,SP-NOMB-D-013,NOMB-013
7171,SP-NOMB-D-066,NOMB-066
7172,SP-NOMB-D-065,NOMB-065
7173,SP-NOMB-D-064,NOMB-064
7174,SP-NOMB-D-063,NOMB-063
7175,SP-NOMB-D-062,NOMB-062
7176,SP-NOMB-D-070,NOMB-070
7177,SP-NOMB-D-015,NOMB-015
7178,SP-NOMB-D-029,NOMB-029
7179,SP-NOMB-D-060,NOMB-060
7180,SP-NOMB-D-059,NOMB-059
7181,SM-ANZO-D-148,ANZO-148
7182,SM-ANZO-L-041,ANZO-041
7183,SP-NOMB-F-033,NOMB-033
7184,SP-POLO-H-021,POLO-021
7185,SM-GARZ-A-004,GARZ-004
7186,SM-LUCA-C-066,LUCA-066
7187,SM-STEF-D-046,STEF-046
7188,SM-STEF-D-047,STEF-047
7189,SM-STEF-D-048,STEF-048
7190,SM-STEF-D-037,STEF-037
7191,SM-STEF-D-036,STEF-036
7192,SM-STEF-E-140,STEF-140
7193,SM-STEF-E-035,STEF-035
7194,SM-STEF-E-034,STEF-034
7195,SM-STEF-E-033,STEF-033
7196,SM-STEF-E-128,STEF-128
7197,SM-STEF-E-107,STEF-107
7198,SM-STEF-E-121,STEF-121
7199,SM-STEF-E-122,STEF-122
7200,SM-STEF-E-123,STEF-123
7201,SM-STEF-E-124,STEF-124
7202,SM-STEF-E-125,STEF-125
7203,SM-STEF-E-126,STEF-126
7204,SM-STEF-D-138,STEF-138
7205,SM-STEF-D-139,STEF-139
7206,SM-STEF-D-039,STEF-039
7207,SM-STEF-D-038,STEF-038
7208,SM-STEF-D-134,STEF-134
7209,SM-DUCA-A-037,DUCA-037
7210,SM-DUCA-B-045,DUCA-045
7211,SM-DUCA-C-033,DUCA-033
7212,SM-DUCA-C-034,DUCA-034
7213,SM-DUCA-D-005,DUCA-005
7214,SM-DUCA-D-035,DUCA-035
7215,SM-DUCA-D-004,DUCA-004
7216,SM-DUCA-D-003,DUCA-003
7217,SM-STEF-F-110,STEF-110
7218,SM-STEF-F-111,STEF-111
7219,SM-STEF-F-112,STEF-112
7220,SM-STEF-G-143,STEF-143
7221,SM-STEF-G-146,STEF-146
7222,SM-STEF-G-147,STEF-147
7223,SM-STEF-G-148,STEF-148
7224,SM-STEF-G-149,STEF-149
7225,SM-STEF-G-150,STEF-150
7226,SM-STEF-G-142,STEF-142
7227,SM-STEF-G-117,STEF-117
7228,SM-STEF-G-179,STEF-179
7229,SM-STEF-G-178,STEF-178
7230,SM-STEF-H-051,STEF-051
7231,SM-STEF-H-050,STEF-050
7232,SM-STEF-H-052,STEF-052
7233,SM-STEF-H-053,STEF-053
7234,SM-STEF-H-030,STEF-030
7235,SM-STEF-H-029,STEF-029
7236,SM-STEF-H-026,STEF-026
7237,SM-STEF-H-025,STEF-025
7238,SM-STEF-H-093,STEF-093
7239,SM-STEF-H-200,STEF-200
7240,SM-STEF-I-258,STEF-258
7241,SM-STEF-I-259,STEF-259
7242,SM-STEF-I-269,STEF-269
7243,SM-STEF-I-264,STEF-264
7244,SM-STEF-I-266,STEF-266
7245,SM-STEF-I-265,STEF-265
7246,SM-STEF-J-280,STEF-280
7247,SM-STEF-J-281,STEF-281
7248,SM-MAUR-A-056,MAUR-056
7249,SM-MAUR-A-055,MAUR-055
7250,SM-MAUR-B-054,MAUR-054
7251,SM-STEF-K-154,STEF-154
7252,SM-STEF-K-156,STEF-156
7253,SM-STEF-K-155,STEF-155
7254,SM-MAUR-C-002,MAUR-002
7255,SM-MAUR-C-065,MAUR-065
7256,SM-MAUR-C-066,MAUR-066
7257,SM-MAUR-C-067,MAUR-067
7258,SM-DUOD-A-004,DUOD-004
7259,SM-DUOD-B-022,DUOD-022
7260,SM-DUOD-B-021,DUOD-021
7261,SM-DUOD-B-023,DUOD-023
7262,SM-DUOD-B-024,DUOD-024
7263,SM-DUOD-B-026,DUOD-026
7264,SM-DUOD-B-020,DUOD-020
7265,SM-ZOBE-A-034,ZOBE-034
7266,SM-ZOBE-A-048,ZOBE-048
7267,SM-MOIS-E-076,MOIS-076
7268,SM-MOIS-E-077,MOIS-077
7269,SM-MOIS-E-078,MOIS-078
7270,SM-MOIS-E-011,MOIS-011
7271,SM-MOIS-E-012,MOIS-012
7272,SM-MOIS-E-013,MOIS-013
7273,SM-MOIS-E-014,MOIS-014
7274,SM-MOIS-E-015,MOIS-015
7275,SM-MOIS-E-080,MOIS-080
7276,SM-MOIS-E-079,MOIS-079
7277,SM-MOIS-E-016,MOIS-016
7278,SM-MOIS-E-017,MOIS-017
7279,SM-FANT-C-017,FANT-017
7280,SM-FANT-C-016,FANT-016
7281,SM-FANT-C-015,FANT-015
7282,SM-FANT-C-051,FANT-051
7283,SM-FANT-C-050,FANT-050
7284,SM-FANT-C-052,FANT-052
7285,SM-FANT-B-042,FANT-042
7286,SM-FANT-D-010,FANT-010
7287,SM-FANT-D-009,FANT-009
7288,SM-FANT-D-008,FANT-008
7289,SM-FANT-D-007,FANT-007
7290,SM-FANT-D-013,FANT-013
7291,SM-FANT-D-035,FANT-035
7292,SM-FANT-D-034,FANT-034
7293,SM-FANT-D-036,FANT-036
7294,SM-FANT-D-030,FANT-030
7295,SM-FANT-D-027,FANT-027
7296,SM-FANT-D-026,FANT-026
7297,SM-FANT-D-025,FANT-025
7298,SM-FANT-D-024,FANT-024
7299,SM-FANT-D-023,FANT-023
7300,SM-FANT-D-031,FANT-031
7301,SM-FANT-D-032,FANT-032
7302,SM-ANZO-M-066,ANZO-066
7303,SM-ANZO-M-065,ANZO-065
7304,SM-ANZO-M-068,ANZO-068
7305,SM-ANZO-N-070,ANZO-070
7306,SM-ANZO-N-069,ANZO-069
7307,SM-ANZO-N-062,ANZO-062
7308,SM-ANZO-O-072,ANZO-072
7309,SM-ANZO-O-071,ANZO-071
7310,SM-ANZO-O-061,ANZO-061
7311,SM-ANZO-O-060,ANZO-060
7312,SM-ANZO-O-178,ANZO-178
7313,SM-FANT-E-076,FANT-076
7314,SM-FANT-E-004,FANT-004
7315,SM-FANT-E-037,FANT-037
7316,SM-FANT-E-006,FANT-006
7317,SM-FANT-E-038,FANT-038
7318,SM-FANT-E-039,FANT-039
7319,SM-FANT-E-040,FANT-040
7320,SM-FANT-E-041,FANT-041
7321,SM-ANZO-P-092,ANZO-092
7322,SM-ANZO-P-093,ANZO-093
7323,SM-ANZO-P-100,ANZO-100
7324,SM-ANZO-P-091,ANZO-091
7325,SM-ANZO-P-102,ANZO-102
7326,SM-ANZO-P-101,ANZO-101
7327,SM-ANZO-P-153,ANZO-153
7328,SM-ANZO-A-087,ANZO-087
7329,SM-ANZO-Q-086,ANZO-086
7330,SM-ANZO-Q-084,ANZO-084
7331,SM-ANZO-C-114,ANZO-114
7332,SM-ANZO-C-115,ANZO-115
7333,SM-ANZO-C-116,ANZO-116
7334,SM-ANZO-C-112,ANZO-112
7335,SM-ANZO-C-117,ANZO-117
7336,SM-ANZO-R-074,ANZO-074
7337,SM-ANZO-R-073,ANZO-073
7338,SM-ANZO-R-078,ANZO-078
7339,SM-ANZO-R-079,ANZO-079
7340,SM-ANZO-R-059,ANZO-059
7341,SM-ANZO-S-056,ANZO-056
7342,SM-ANZO-S-055,ANZO-055
7343,SM-ANZO-S-080,ANZO-080
7344,SM-ANZO-S-081,ANZO-081
7345,SM-ANZO-S-085,ANZO-085
7346,SM-ANZO-S-077,ANZO-077
7347,SM-ANZO-S-076,ANZO-076
7348,SM-ANZO-H-017,ANZO-017
7349,SM-ANZO-H-018,ANZO-018
7350,SM-ANZO-H-022,ANZO-022
7351,SM-ANZO-H-053,ANZO-053
7352,SM-ANZO-H-052,ANZO-052
7353,SM-ANZO-H-051,ANZO-051
7354,SM-ANZO-H-024,ANZO-024
7355,SM-ANZO-T-034,ANZO-034
7356,SM-ANZO-T-033,ANZO-033
7357,SM-ANZO-T-032,ANZO-032
7358,SM-ANZO-I-031,ANZO-031
7359,SM-ANZO-I-030,ANZO-030
7360,SM-ANZO-I-029,ANZO-029
7361,SM-ANZO-I-028,ANZO-028
7362,SM-ANZO-I-035,ANZO-035
7363,SM-ANZO-I-036,ANZO-036
7364,SM-GARZ-C-030,GARZ-030
7365,SM-GARZ-C-020,GARZ-020
7366,SM-GARZ-C-021,GARZ-021
7367,SM-GARZ-C-022,GARZ-022
7368,SM-GARZ-C-024,GARZ-024
7369,SM-GARZ-C-025,GARZ-025
7370,SM-GARZ-C-026,GARZ-026
7371,SM-STEF-L-159,STEF-159
7372,SM-STEF-L-158,STEF-158
7373,SM-STEF-L-157,STEF-157
7374,SM-STEF-L-160,STEF-160
7375,SM-STEF-L-286,STEF-286
7376,SM-STEF-L-163,STEF-163
7377,SM-STEF-L-311,STEF-311
7378,SM-STEF-L-288,STEF-288
7379,SM-STEF-L-293,STEF-293
7380,SM-STEF-L-307,STEF-307
7381,SM-STEF-L-308,STEF-308
7382,SM-STEF-L-309,STEF-309
7383,SM-STEF-M-310,STEF-310
7384,SM-STEF-M-306,STEF-306
7385,SM-STEF-M-305,STEF-305
7386,SM-STEF-N-168,STEF-168
7387,SM-STEF-N-299,STEF-299
7388,SM-STEF-N-298,STEF-298
7389,SM-STEF-N-166,STEF-166
7390,SM-STEF-N-165,STEF-165
7391,SM-STEF-N-295,STEF-295
7392,SM-STEF-N-294,STEF-294
7393,SM-STEF-C-221,STEF-221
7394,SM-STEF-C-222,STEF-222
7395,SM-STEF-O-169,STEF-169
7396,SM-STEF-A-215,STEF-215
7397,SM-STEF-A-216,STEF-216
7398,SM-STEF-A-007,STEF-007
7399,SM-STEF-A-312,STEF-312
7400,SM-STEF-A-223,STEF-223
7401,SM-STEF-A-006,STEF-006
7402,SM-STEF-A-008,STEF-008
7403,SM-STEF-A-009,STEF-009
7404,SM-STEF-A-012,STEF-012
7405,SM-STEF-A-013,STEF-013
7406,SM-STEF-A-202,STEF-202
7407,SM-STEF-A-203,STEF-203
7408,SM-STEF-A-088,STEF-088
7409,SM-STEF-A-087,STEF-087
7410,SM-STEF-P-018,STEF-018
7411,SM-STEF-P-091,STEF-091
7412,SM-STEF-P-023,STEF-023
7413,SM-STEF-P-086,STEF-086
7414,SM-STEF-A-059,STEF-059
7415,SM-STEF-A-058,STEF-058
7416,SM-STEF-B-208,STEF-208
7417,SM-FANT-E-005,FANT-005
7418,SM-ANZO-C-113,ANZO-113
7419,SM-ANZO-S-058,ANZO-058
7420,SM-MAUR-C-004,MAUR-004
7421,SM-MAUR-C-003,MAUR-003
7422,SM-MAUR-C-009,MAUR-009
7423,SM-MAUR-C-007,MAUR-007
7424,SM-MAUR-C-006,MAUR-006
7425,SM-MAUR-C-005,MAUR-005
7426,SM-ZOBE-B-003,ZOBE-003
7427,SM-ZOBE-B-028,ZOBE-028
7428,SM-ZOBE-B-026,ZOBE-026
7429,SM-STEF-I-267,STEF-267
7430,SM-STEF-J-279,STEF-279
7431,SM-GARZ-C-029,GARZ-029
7432,SM-GARZ-C-023,GARZ-023
7433,SM-STEF-N-304,STEF-304
7434,SM-STEF-A-068,STEF-068
7435,SM-STEF-A-069,STEF-069
7436,SM-STEF-A-065,STEF-065
7437,SM-STEF-A-064,STEF-064
7438,SM-FANT-A-047,FANT-047
7439,SM-ANZO-A-088,ANZO-088
7440,SM-ANZO-S-057,ANZO-057
7441,SM-ANZO-H-023,ANZO-023
7442,SM-STEF-A-061,STEF-061
7443,SM-STEF-A-060,STEF-060
7444,SM-STEF-A-067,STEF-067
7445,SM-STEF-J-278,STEF-278
7446,SM-DUCA-B-040,DUCA-040
7447,SM-STEF-N-296,STEF-296
7448,SP-POLO-H-016,POLO-016
7449,SP-POLO-H-019,POLO-019
7450,SM-LUCA-U-053,LUCA-053
7451,SM-ANZO-P-152,ANZO-152
7452,SM-DUOD-A-006,DUOD-006
7453,SM-ANZO-M-064,ANZO-064
7454,SM-BORT-S-123,BORT-123
7455,SM-BORT-S-121,BORT-121
7456,SM-BORT-S-120,BORT-120
7457,SM-BORT-S-116,BORT-116
7458,SM-BORT-R-124,BORT-124
7459,SM-BORT-R-125,BORT-125
7460,SM-BORT-R-132,BORT-132
7461,SM-BORT-R-131,BORT-131
7462,SM-BORT-R-127,BORT-127
7463,SM-BORT-R-135,BORT-135
7464,SM-BORT-R-129,BORT-129
7465,SM-BORT-T-136,BORT-136
7466,SM-BORT-T-154,BORT-154
7467,SM-BORT-U-141,BORT-141
7468,SM-BORT-U-212,BORT-212
7469,SM-BORT-U-149,BORT-149
7470,SM-BORT-U-150,BORT-150
7471,SM-BORT-U-146,BORT-146
7472,SM-BORT-U-145,BORT-145
7473,SM-BORT-U-142,BORT-142
7474,SM-BORT-U-143,BORT-143
7475,SM-BORT-T-153,BORT-153
7476,SM-BORT-T-147,BORT-147
7477,SM-BORT-T-148,BORT-148
7478,SM-BORT-R-126,BORT-126
7479,SM-MARC-V-001,MARC-001
7480,SM-MARC-V-002,MARC-002
7481,SM-MARC-V-003,MARC-003
7482,SM-MARC-V-005,MARC-005
7483,SM-MARC-V-037,MARC-037
7484,SM-MARC-V-034,MARC-034
7485,SM-MARC-V-035,MARC-035
7486,SM-MARC-V-008,MARC-008
7487,SM-MARC-V-046,MARC-046
7488,SM-MARC-V-045,MARC-045
7489,SM-MARC-V-362,MARC-362
7490,SM-MARC-A-031,MARC-031
7491,SM-MARC-A-011,MARC-011
7492,SM-MARC-A-012,MARC-012
7493,SM-MARC-A-047,MARC-047
7494,SM-MARC-A-033,MARC-033
7495,SM-MARC-A-022,MARC-022
7496,SM-MARC-A-018,MARC-018
7497,SM-MARC-A-017,MARC-017
7498,SM-MARC-A-016,MARC-016
7499,SM-MARC-A-015,MARC-015
7500,SM-MARC-A-014,MARC-014
7501,DD-SPIR-A-086,SPIR-086
7502,CS-FILI-A-101,FILI-101
7503,CS-DANI-A-029,DANI-029
7504,CS-DANI-A-030,DANI-030
7505,DD-SPIR-A-120,SPIR-120
7506,CS-FILI-A-149,FILI-149
7507,CS-DANI-A-056,DANI-056
7508,DD-SPIR-A-087,SPIR-087
7509,CS-FILI-A-150,FILI-150
7510,CS-DANI-A-052,DANI-052
7511,DD-SPIR-A-102,SPIR-102
7512,CS-FILI-A-151,FILI-151
7513,CS-DANI-A-062,DANI-062
7514,DD-SPIR-A-103,SPIR-103
7515,CS-FILI-A-152,FILI-152
7516,CS-FILI-A-153,FILI-153
7517,CS-FILI-A-156,FILI-156
7518,CS-FILI-A-160,FILI-160
7519,CS-SEVE-D-058,SEVE-058
7520,CS-SEVE-D-055,SEVE-055
7521,CS-SEVE-D-048,SEVE-048
7522,CS-SEVE-D-045,SEVE-045
7523,CS-SEVE-D-081,SEVE-081
7524,CS-SEVE-D-044,SEVE-044
7525,CS-SEVE-D-083,SEVE-083
7526,CS-SEVE-D-036,SEVE-036
7527,CS-SEVE-D-018,SEVE-018
7528,CS-QUER-A-057,QUER-057
7529,CS-QUER-B-102,QUER-102
7530,CS-QUER-B-081,QUER-081
7531,CS-FILI-I-172,FILI-172
7532,CS-FILI-H-145,FILI-145
7533,CS-FILI-H-110,FILI-110
7534,CS-FILI-G-162,FILI-162
7535,CS-FILI-A-161,FILI-161
7536,CS-FILI-A-088,FILI-088
7537,CS-FILI-A-009,FILI-009
7538,CS-FILI-J-121,FILI-121
7539,CS-QUER-H-039,QUER-039
7540,CS-QUER-H-040,QUER-040
7541,CS-QUER-D-010,QUER-010
7542,CS-FORM-G-083,FORM-083
7543,CS-FORM-G-084,FORM-084
7544,CS-FORM-G-085,FORM-085
7545,CS-FORM-G-086,FORM-086
7546,CS-FORM-G-087,FORM-087
7547,CS-FORM-B-018,FORM-018
7548,CS-FORM-B-019,FORM-019
7549,CS-FORM-B-020,FORM-020
7550,CS-FILI-E-017,FILI-017
7551,CS-FILI-E-026,FILI-026
7552,CS-FILI-E-016,FILI-016
7553,CS-FILI-E-014,FILI-014
7554,CS-FILI-E-012,FILI-012
7555,CS-FILI-E-013,FILI-013
7556,CS-FILI-E-059,FILI-059
7557,CS-FILI-E-058,FILI-058
7558,CS-FILI-E-064,FILI-064
7559,CS-FILI-E-065,FILI-065
7560,CS-FILI-E-066,FILI-066
7561,CS-FILI-E-057,FILI-057
7562,CS-FILI-E-071,FILI-071
7563,CS-FILI-E-070,FILI-070
7564,CS-FILI-E-055,FILI-055
7565,CS-FILI-E-067,FILI-067
7566,CS-FILI-E-069,FILI-069
7567,CS-FILI-E-050,FILI-050
7568,CS-FILI-E-054,FILI-054
7569,CS-FILI-E-051,FILI-051
7570,CS-FILI-E-053,FILI-053
7571,CS-FILI-E-031,FILI-031
7572,CS-FILI-E-030,FILI-030
7573,CS-FILI-E-032,FILI-032
7574,CS-FILI-E-028,FILI-028
7575,CS-FILI-E-027,FILI-027
7576,CS-FILI-B-025,FILI-025
7577,CS-FILI-B-021,FILI-021
7578,CS-FILI-B-020,FILI-020
7579,CS-FILI-C-130,FILI-130
7580,CS-ZACC-B-057,ZACC-057
7581,CS-FILI-D-043,FILI-043
7582,CS-FILI-D-042,FILI-042
7583,CS-FILI-D-041,FILI-041
7584,CS-FILI-D-040,FILI-040
7585,CS-FILI-D-039,FILI-039
7586,CS-FILI-D-037,FILI-037
7587,CS-FILI-D-035,FILI-035
7588,CS-FILI-D-034,FILI-034
7589,CS-FILI-D-022,FILI-022
7590,CS-FILI-D-038,FILI-038
7591,CS-ZACC-A-062,ZACC-062
7592,CS-ZACC-A-032,ZACC-032
7593,CS-ZACC-A-031,ZACC-031
7594,CS-ZACC-A-059,ZACC-059
7595,CS-ZACC-A-060,ZACC-060
7596,CS-BRAG-M-202,BRAG-202
7597,CS-ZACC-A-061,ZACC-061
7598,CS-ZACC-A-035,ZACC-035
7599,CS-ZACC-A-037,ZACC-037
7600,CS-ZACC-A-027,ZACC-027
7601,DD-ACCA-A-005,ACCA-005
7602,CS-ZACC-A-028,ZACC-028
7603,CS-ZACC-A-029,ZACC-029
7604,CS-ZACC-A-025,ZACC-025
7605,CS-ZACC-A-023,ZACC-023
7606,CS-ZACC-A-022,ZACC-022
7607,CS-ZACC-A-017,ZACC-017
7608,CS-ZACC-A-019,ZACC-019
7609,CS-ZACC-A-016,ZACC-016
7610,CS-LORE-B-021,LORE-021
7611,CS-LORE-B-022,LORE-022
7612,CS-LORE-B-025,LORE-025
7613,CS-LORE-B-034,LORE-034
7614,CS-LORE-K-028,LORE-028
7615,CS-BRAG-F-141,BRAG-141
7616,CS-BRAG-F-078,BRAG-078
7617,CS-BRAG-F-080,BRAG-080
7618,CS-BRAG-F-081,BRAG-081
7619,CS-BRAG-J-076,BRAG-076
7620,CS-BRAG-J-075,BRAG-075
7621,CS-BRAG-J-084,BRAG-084
7622,CS-ZACC-A-075,ZACC-075
7623,CS-ZACC-A-074,ZACC-074
7624,CS-ZACC-A-072,ZACC-072
7625,CS-ZACC-A-073,ZACC-073
7626,CS-ZACC-C-011,ZACC-011
7627,CS-ZACC-C-010,ZACC-010
7628,CS-ZACC-A-013,ZACC-013
7629,CS-ZACC-A-039,ZACC-039
7630,CS-ZACC-A-052,ZACC-052
7631,CS-ZACC-A-053,ZACC-053
7632,CS-ZACC-A-007,ZACC-007
7633,CS-ZACC-A-006,ZACC-006
7634,CS-ZACC-A-004,ZACC-004
7635,CS-ZACC-A-005,ZACC-005
7636,CS-LORE-B-040,LORE-040
7637,CS-LORE-B-041,LORE-041
7638,CS-LORE-B-017,LORE-017
7639,CS-LORE-B-043,LORE-043
7640,CS-LORE-B-039,LORE-039
7641,CS-LORE-B-019,LORE-019
7642,CS-LORE-B-018,LORE-018
7643,CS-LORE-B-020,LORE-020
7644,CS-LORE-B-035,LORE-035
7645,CS-LORE-B-033,LORE-033
7646,CS-LORE-B-038,LORE-038
7647,CS-LORE-B-042,LORE-042
7648,CS-BRAG-E-106,BRAG-106
7649,CS-BRAG-E-105,BRAG-105
7650,CS-BRAG-E-096,BRAG-096
7651,CS-BRAG-D-135,BRAG-135
7652,CS-BRAG-D-136,BRAG-136
7653,CS-BRAG-D-101,BRAG-101
7654,CS-BRAG-D-100,BRAG-100
7655,CS-BRAG-D-091,BRAG-091
7656,CS-BRAG-D-090,BRAG-090
7657,CS-BRAG-D-089,BRAG-089
7658,CS-BRAG-D-138,BRAG-138
7659,CS-BRAG-D-137,BRAG-137
7660,CS-BRAG-N-146,BRAG-146
7661,CS-BRAG-F-147,BRAG-147
7662,CS-BRAG-F-148,BRAG-148
7663,CS-BRAG-F-150,BRAG-150
7664,CS-BRAG-F-151,BRAG-151
7665,CS-BRAG-F-065,BRAG-065
7666,CS-BRAG-F-066,BRAG-066
7667,CS-BRAG-F-071,BRAG-071
7668,CS-BRAG-F-070,BRAG-070
7669,CS-BRAG-F-069,BRAG-069
7670,CS-BRAG-F-143,BRAG-143
7671,CS-LORE-B-030,LORE-030
7672,CS-LORE-B-031,LORE-031
7673,CS-LORE-B-032,LORE-032
7674,CS-LORE-B-058,LORE-058
7675,CS-LORE-B-046,LORE-046
7676,CS-LORE-B-047,LORE-047
7677,CS-LORE-B-049,LORE-049
7678,CS-LORE-B-050,LORE-050
7679,CS-LORE-B-048,LORE-048
7680,CS-LORE-B-057,LORE-057
7681,CS-LORE-B-056,LORE-056
7682,CS-LORE-B-055,LORE-055
7683,CS-LORE-B-059,LORE-059
7684,CS-LORE-B-068,LORE-068
7685,CS-LORE-B-072,LORE-072
7686,CS-LORE-B-067,LORE-067
7687,CS-LORE-B-120,LORE-120
7688,CS-LORE-B-121,LORE-121
7689,CS-LORE-B-066,LORE-066
7690,CS-LORE-B-065,LORE-065
