TARGET_FID_12_13,full_alias,short_alias
6337,SC-TOLE-B-126,TOLE-126
6338,DD-NICO-G-032,NICO-032
6339,SC-TOLE-B-052,TOLE-052
6340,DD-NICO-G-022,NICO-022
6341,SC-TOLE-B-123,TOLE-123
6342,DD-NICO-G-026,NICO-026
6343,SC-TOLE-B-122,TOLE-122
6344,DD-NICO-G-031,NICO-031
6345,SC-TOLE-B-121,TOLE-121
6346,DD-NICO-G-030,NICO-030
6347,SC-TOLE-B-120,TOLE-120
6348,DD-NICO-G-023,NICO-023
6349,SC-TOLE-B-119,TOLE-119
6350,DD-NICO-G-038,NICO-038
6351,SC-TOLE-B-049,TOLE-049
6352,DD-NICO-G-176,NICO-176
6353,SC-TOLE-B-048,TOLE-048
6354,DD-NICO-G-028,NICO-028
6355,DD-BARN-A-071,BARN-071
6356,DD-NICO-G-024,NICO-024
6357,DD-BARN-A-070,BARN-070
6358,DD-NICO-G-041,NICO-041
6359,DD-BARN-A-069,BARN-069
6360,DD-NICO-H-177,NICO-177
6361,DD-BARN-A-066,BARN-066
6362,DD-NICO-G-100,NICO-100
6363,DD-BARN-A-065,BARN-065
6364,DD-NICO-G-178,NICO-178
6365,DD-BARN-A-063,BARN-063
6366,DD-NICO-G-101,NICO-101
6367,DD-BARN-A-099,BARN-099
6368,DD-NICO-G-103,NICO-103
6369,DD-BARN-A-098,BARN-098
6370,DD-NICO-G-048,NICO-048
6371,DD-BARN-A-072,BARN-072
6372,DD-NICO-G-046,NICO-046
6373,DD-BARN-B-095,BARN-095
6374,DD-NICO-I-050,NICO-050
6375,DD-BARN-B-094,BARN-094
6376,DD-NICO-I-051,NICO-051
6377,DD-BARN-B-100,BARN-100
6378,DD-NICO-I-097,NICO-097
6379,DD-BARN-B-096,BARN-096
6380,DD-NICO-I-096,NICO-096
6381,DD-BARN-B-097,BARN-097
6382,DD-NICO-J-057,NICO-057
6383,DD-BARN-B-101,BARN-101
6384,DD-NICO-J-056,NICO-056
6385,DD-BARN-B-093,BARN-093
6386,DD-NICO-J-055,NICO-055
6387,DD-BARN-B-102,BARN-102
6388,DD-NICO-J-091,NICO-091
6389,DD-BARN-B-090,BARN-090
6390,DD-NICO-J-092,NICO-092
6391,DD-BARN-B-091,BARN-091
6392,DD-NICO-J-093,NICO-093
6393,DD-NICO-J-054,NICO-054
6394,DD-BARN-B-089,BARN-089
6395,DD-NICO-J-095,NICO-095
6396,DD-BARN-B-085,BARN-085
6397,DD-NICO-J-094,NICO-094
6398,DD-BARN-B-086,BARN-086
6399,DD-NICO-B-016,NICO-016
6400,DD-BARN-B-087,BARN-087
6401,DD-NICO-B-013,NICO-013
6402,SP-NOMB-E-047,NOMB-047
6403,DD-NICO-G-020,NICO-020
6404,DD-BARN-B-092,BARN-092
6405,DD-NICO-G-102,NICO-102
6406,DD-BARN-B-088,BARN-088
6407,DD-MART-E-157,MART-157
6408,DD-BARN-B-169,BARN-169
6409,DD-RAGU-D-017,RAGU-017
6410,DD-BARN-B-168,BARN-168
6411,DD-RAGU-D-018,RAGU-018
6412,DD-BARN-B-103,BARN-103
6413,DD-RAGU-D-019,RAGU-019
6414,DD-BARN-B-104,BARN-104
6415,DD-RAGU-D-058,RAGU-058
6416,DD-BARN-B-105,BARN-105
6417,DD-RAGU-D-020,RAGU-020
6418,DD-BARN-B-167,BARN-167
6419,DD-RAGU-D-021,RAGU-021
6420,DD-BARN-B-107,BARN-107
6421,DD-RAGU-D-022,RAGU-022
6422,DD-BARN-B-108,BARN-108
6423,DD-RAGU-D-023,RAGU-023
6424,DD-BARN-B-166,BARN-166
6425,DD-RAGU-D-057,RAGU-057
6426,DD-BARN-B-165,BARN-165
6427,DD-RAGU-D-027,RAGU-027
6428,DD-BARN-B-163,BARN-163
6429,DD-RAGU-D-026,RAGU-026
6430,DD-BARN-B-162,BARN-162
6431,DD-RAGU-D-024,RAGU-024
6432,DD-BARN-B-164,BARN-164
6433,DD-RAGU-D-025,RAGU-025
6434,DD-NICO-G-042,NICO-042
6435,DD-BARN-B-120,BARN-120
6436,DD-NICO-G-044,NICO-044
6437,DD-NICO-G-043,NICO-043
6438,DD-BARN-B-158,BARN-158
6439,DD-NICO-G-045,NICO-045
6440,DD-BARN-B-160,BARN-160
6441,DD-NICO-G-104,NICO-104
6442,DD-BARN-B-125,BARN-125
6443,DD-NICO-G-105,NICO-105
6444,DD-BARN-B-127,BARN-127
6445,DD-NICO-G-106,NICO-106
6446,DD-BARN-B-126,BARN-126
6447,DD-NICO-G-109,NICO-109
6448,DD-BARN-B-157,BARN-157
6449,DD-NICO-G-107,NICO-107
6450,DD-BARN-B-156,BARN-156
6451,DD-NICO-G-108,NICO-108
6452,DD-BARN-B-155,BARN-155
6453,DD-NICO-G-110,NICO-110
6454,DD-BARN-B-121,BARN-121
6455,DD-NICO-G-111,NICO-111
6456,DD-BARN-C-110,BARN-110
6457,DD-NICO-G-125,NICO-125
6458,DD-BARN-C-115,BARN-115
6459,DD-NICO-G-121,NICO-121
6460,DD-BARN-C-118,BARN-118
6461,DD-NICO-G-119,NICO-119
6462,DD-BARN-D-129,BARN-129
6463,DD-NICO-K-120,NICO-120
6464,DD-BARN-D-019,BARN-019
6465,DD-NICO-K-138,NICO-138
6466,DD-BARN-D-018,BARN-018
6467,DD-NICO-K-116,NICO-116
6468,DD-BARN-D-015,BARN-015
6469,DD-NICO-G-123,NICO-123
6470,DD-BARN-D-016,BARN-016
6471,DD-NICO-G-113,NICO-113
6472,DD-BARN-D-130,BARN-130
6473,DD-NICO-G-114,NICO-114
6474,DD-BARN-D-133,BARN-133
6475,DD-NICO-G-112,NICO-112
6476,DD-BARN-D-014,BARN-014
6477,DD-NICO-G-134,NICO-134
6478,DD-BARN-D-135,BARN-135
6479,DD-NICO-G-149,NICO-149
6480,DD-BARN-D-136,BARN-136
6481,DD-NICO-G-146,NICO-146
6482,DD-BARN-D-134,BARN-134
6483,DD-NICO-G-145,NICO-145
6484,DD-BARN-B-106,BARN-106
6485,DD-NICO-G-144,NICO-144
6486,DD-BARN-E-142,BARN-142
6487,DD-NICO-G-142,NICO-142
6488,DD-BARN-E-154,BARN-154
6489,DD-NICO-G-143,NICO-143
6490,DD-BARN-F-153,BARN-153
6491,DD-NICO-G-147,NICO-147
6492,DD-BARN-E-143,BARN-143
6493,DD-NICO-G-148,NICO-148
6494,DD-BARN-E-145,BARN-145
6495,DD-NICO-G-140,NICO-140
6496,DD-BARN-E-146,BARN-146
6497,DD-NICO-G-139,NICO-139
6498,DD-BARN-F-147,BARN-147
6499,DD-NICO-G-136,NICO-136
6500,DD-BARN-F-148,BARN-148
6501,DD-NICO-G-135,NICO-135
6502,DD-BARN-F-150,BARN-150
6503,DD-NICO-G-137,NICO-137
6504,DD-BARN-F-151,BARN-151
6505,DD-SEBA-A-103,SEBA-103
6506,DD-BARN-F-152,BARN-152
6507,DD-SEBA-A-104,SEBA-104
6508,DD-BARN-F-149,BARN-149
6509,DD-SEBA-A-094,SEBA-094
6510,DD-BARN-F-005,BARN-005
6511,DD-SEBA-A-093,SEBA-093
6512,DD-BARN-F-004,BARN-004
6513,DD-SEBA-A-091,SEBA-091
6514,DD-BARN-F-001,BARN-001
6515,DD-SEBA-A-092,SEBA-092
6516,DD-BARN-F-002,BARN-002
6517,DD-SEBA-B-003,SEBA-003
6518,DD-BARN-F-172,BARN-172
6519,DD-SEBA-B-012,SEBA-012
6520,DD-BARN-G-011,BARN-011
6521,DD-SEBA-C-013,SEBA-013
6522,DD-BARN-G-010,BARN-010
6523,DD-CARM-A-182,CARM-182
6524,DD-BARN-G-009,BARN-009
6525,DD-CARM-A-183,CARM-183
6526,DD-BARN-G-008,BARN-008
6527,DD-CARM-A-181,CARM-181
6528,DD-BARN-G-007,BARN-007
6529,DD-CARM-A-180,CARM-180
6530,DD-BARN-G-006,BARN-006
6531,DD-CARM-A-179,CARM-179
6532,DD-BARN-G-003,BARN-003
6533,DD-CARM-A-178,CARM-178
6534,DD-BARN-G-171,BARN-171
6535,DD-CARM-A-189,CARM-189
6536,DD-CERC-A-032,CERC-032
6537,DD-CARM-A-190,CARM-190
6538,DD-CARM-A-230,CARM-230
6539,DD-CERC-A-033,CERC-033
6540,DD-CARM-A-227,CARM-227
6541,DD-CERC-A-043,CERC-043
6542,DD-CARM-A-226,CARM-226
6543,DD-CERC-A-042,CERC-042
6544,DD-CARM-A-184,CARM-184
6545,DD-CERC-A-041,CERC-041
6546,DD-CARM-A-237,CARM-237
6547,DD-CERC-A-040,CERC-040
6548,DD-CARM-A-236,CARM-236
6549,DD-CERC-A-044,CERC-044
6550,DD-CARM-A-185,CARM-185
6551,DD-CERC-A-045,CERC-045
6552,DD-CARM-A-235,CARM-235
6553,DD-CERC-A-047,CERC-047
6554,DD-CARM-A-231,CARM-231
6555,DD-CERC-A-001,CERC-001
6556,DD-CARM-A-234,CARM-234
6557,DD-CERC-A-002,CERC-002
6558,DD-CARM-A-233,CARM-233
6559,DD-BARN-E-139,BARN-139
6560,DD-CARM-A-232,CARM-232
6561,DD-BARN-E-138,BARN-138
6562,DD-CARM-A-239,CARM-239
6563,DD-BARN-E-140,BARN-140
6564,DD-CARM-A-035,CARM-035
6565,DD-BARN-E-141,BARN-141
6566,DD-CARM-A-225,CARM-225
6567,SM-STEF-A-077,STEF-077
6568,DD-CARM-A-224,CARM-224
6569,SM-STEF-A-076,STEF-076
6570,DD-CARM-A-223,CARM-223
6571,SM-STEF-B-074,STEF-074
6572,DD-CARM-B-222,CARM-222
6573,DD-CARM-C-446,CARM-446
6574,DD-NICO-G-155,NICO-155
6575,DD-CARM-C-445,CARM-445
6576,DD-NICO-G-198,NICO-198
6577,DD-CARM-C-443,CARM-443
6578,DD-NICO-G-199,NICO-199
6579,DD-CARM-C-444,CARM-444
6580,DD-NICO-G-200,NICO-200
6581,DD-CARM-C-442,CARM-442
6582,DD-NICO-G-181,NICO-181
6583,DD-CARM-C-441,CARM-441
6584,DD-NICO-G-180,NICO-180
6585,DD-CARM-C-440,CARM-440
6586,DD-NICO-G-179,NICO-179
6587,DD-CARM-C-496,CARM-496
6588,DD-NICO-G-175,NICO-175
6589,DD-CARM-C-497,CARM-497
6590,DD-NICO-G-173,NICO-173
6591,DD-CARM-C-430,CARM-430
6592,DD-NICO-G-128,NICO-128
6593,DD-CARM-C-429,CARM-429
6594,DD-NICO-G-129,NICO-129
6595,DD-CARM-C-428,CARM-428
6596,DD-NICO-G-130,NICO-130
6597,DD-CARM-C-424,CARM-424
6598,DD-NICO-G-168,NICO-168
6599,SP-NOMB-E-050,NOMB-050
6600,DD-CARM-C-373,CARM-373
6601,DD-NICO-G-172,NICO-172
6602,DD-CARM-C-374,CARM-374
6603,DD-NICO-G-162,NICO-162
6604,DD-CARM-C-395,CARM-395
6605,DD-NICO-G-163,NICO-163
6606,DD-CARM-C-431,CARM-431
6607,DD-NICO-G-169,NICO-169
6608,DD-CARM-C-432,CARM-432
6609,DD-NICO-G-133,NICO-133
6610,DD-CARM-C-433,CARM-433
6611,DD-NICO-G-166,NICO-166
6612,DD-CARM-C-421,CARM-421
6613,DD-NICO-G-165,NICO-165
6614,DD-CARM-C-422,CARM-422
6615,DD-NICO-G-164,NICO-164
6616,DD-CARM-C-423,CARM-423
6617,DD-NICO-L-160,NICO-160
6618,DD-CARM-C-401,CARM-401
6619,DD-NICO-G-151,NICO-151
6620,DD-CARM-C-400,CARM-400
6621,DD-NICO-L-159,NICO-159
6622,DD-CARM-C-396,CARM-396
6623,DD-NICO-L-158,NICO-158
6624,DD-CARM-C-399,CARM-399
6625,DD-NICO-L-157,NICO-157
6626,DD-CARM-C-398,CARM-398
6627,DD-NICO-G-152,NICO-152
6628,DD-CARM-C-397,CARM-397
6629,DD-NICO-G-153,NICO-153
6630,DD-CARM-D-523,CARM-523
6631,DD-NICO-G-154,NICO-154
6632,DD-CARM-D-439,CARM-439
6633,DD-NICO-G-156,NICO-156
6634,DD-CARM-D-438,CARM-438
6635,DD-MART-F-130,MART-130
6636,DD-CARM-D-515,CARM-515
6637,DD-NICO-G-025,NICO-025
6638,DD-CARM-D-516,CARM-516
6639,DD-NICO-G-029,NICO-029
6640,DD-CARM-D-434,CARM-434
6641,DD-CARM-D-437,CARM-437
6642,DD-NICO-G-027,NICO-027
6643,DD-CARM-D-435,CARM-435
6644,DD-NICO-G-049,NICO-049
6645,DD-CARM-D-436,CARM-436
6646,DD-NICO-G-047,NICO-047
6647,DD-CARM-D-420,CARM-420
6648,DD-SEBA-A-099,SEBA-099
6649,DD-CARM-E-519,CARM-519
6650,DD-SEBA-C-009,SEBA-009
6651,DD-CARM-F-413,CARM-413
6652,DD-CARM-A-188,CARM-188
6653,DD-CARM-E-390,CARM-390
6654,DD-NICO-G-150,NICO-150
6655,DD-CARM-E-391,CARM-391
6656,DD-NICO-G-171,NICO-171
6657,DD-CARM-E-392,CARM-392
6658,DD-NICO-G-170,NICO-170
6659,DD-CARM-E-382,CARM-382
6660,DD-NICO-G-141,NICO-141
6661,DD-CARM-E-383,CARM-383
6662,DD-MART-E-160,MART-160
6663,DD-CARM-E-384,CARM-384
6664,DD-NICO-G-115,NICO-115
6665,DD-CARM-E-385,CARM-385
6666,DD-RAGU-D-016,RAGU-016
6667,DD-CARM-E-386,CARM-386
6668,DD-CARM-A-186,CARM-186
6669,DD-CARM-E-403,CARM-403
6670,DD-NICO-A-196,NICO-196
6671,DD-CARM-E-404,CARM-404
6672,DD-NICO-A-194,NICO-194
6673,DD-CARM-E-405,CARM-405
6674,DD-NICO-B-009,NICO-009
6675,DD-CARM-E-406,CARM-406
6676,DD-NICO-K-118,NICO-118
6677,DD-CARM-E-407,CARM-407
6678,DD-NICO-K-117,NICO-117
6679,DD-CARM-E-410,CARM-410
6680,DD-NICO-L-161,NICO-161
6681,DD-CARM-G-349,CARM-349
6682,SC-MAGG-E-024,MAGG-024
6683,DD-CARM-H-260,CARM-260
6684,DD-CERE-B-062,CERE-062
6685,DD-CARM-H-261,CARM-261
6686,DD-MALC-B-030,MALC-030
6687,DD-CARM-H-265,CARM-265
6688,DD-MALC-B-032,MALC-032
6689,DD-CARM-H-266,CARM-266
6690,DD-MALC-B-029,MALC-029
6691,DD-CARM-H-345,CARM-345
6692,DD-MALC-B-039,MALC-039
6693,DD-CARM-H-346,CARM-346
6694,DD-MALC-B-040,MALC-040
6695,DD-CARM-H-347,CARM-347
6696,DD-CARM-H-341,CARM-341
6697,DD-MALC-B-035,MALC-035
6698,DD-CARM-H-338,CARM-338
6699,DD-MALC-B-036,MALC-036
6700,DD-CARM-H-335,CARM-335
6701,DD-MALC-B-041,MALC-041
6702,DD-MALC-B-042,MALC-042
6703,DD-CARM-H-336,CARM-336
6704,DD-CARM-H-337,CARM-337
6705,DD-MALC-B-044,MALC-044
6706,DD-CARM-H-339,CARM-339
6707,DD-CARM-H-348,CARM-348
6708,DD-MALC-B-046,MALC-046
6709,DD-CARM-H-350,CARM-350
6710,DD-MALC-B-045,MALC-045
6711,DD-CARM-H-351,CARM-351
6712,DD-MALC-B-043,MALC-043
6713,DD-CARM-H-332,CARM-332
6714,DD-RAGU-D-051,RAGU-051
6715,DD-CARM-H-353,CARM-353
6716,DD-RAGU-D-050,RAGU-050
6717,DD-CARM-H-331,CARM-331
6718,DD-RAGU-D-070,RAGU-070
6719,DD-CARM-H-330,CARM-330
6720,DD-RAGU-D-049,RAGU-049
6721,DD-CARM-H-329,CARM-329
6722,DD-RAGU-D-047,RAGU-047
6723,DD-CARM-H-328,CARM-328
6724,DD-RAGU-D-048,RAGU-048
6725,DD-CARM-H-327,CARM-327
6726,DD-RAGU-D-074,RAGU-074
6727,DD-CARM-H-464,CARM-464
6728,DD-RAGU-D-073,RAGU-073
6729,DD-CARM-H-465,CARM-465
6730,DD-RAGU-D-076,RAGU-076
6731,DD-CARM-H-466,CARM-466
6732,DD-RAGU-D-077,RAGU-077
6733,DD-CARM-H-352,CARM-352
6734,DD-RAGU-D-043,RAGU-043
6735,DD-CARM-H-354,CARM-354
6736,DD-RAGU-D-045,RAGU-045
6737,DD-CARM-H-363,CARM-363
6738,DD-RAGU-D-046,RAGU-046
6739,DD-CARM-H-356,CARM-356
6740,DD-RAGU-D-044,RAGU-044
6741,DD-CARM-H-355,CARM-355
6742,DD-CARM-I-307,CARM-307
6743,DD-CARM-H-357,CARM-357
6744,DD-CARM-I-003,CARM-003
6745,DD-CARM-H-358,CARM-358
6746,DD-CARM-I-002,CARM-002
6747,DD-CARM-H-359,CARM-359
6748,DD-CARM-I-305,CARM-305
6749,DD-CARM-H-360,CARM-360
6750,DD-CARM-I-304,CARM-304
6751,DD-CARM-J-459,CARM-459
6752,DD-CARM-I-303,CARM-303
6753,DD-CARM-J-371,CARM-371
6754,DD-CARM-I-302,CARM-302
6755,DD-CARM-J-369,CARM-369
6756,DD-CARM-I-301,CARM-301
6757,DD-CARM-J-372,CARM-372
6758,DD-CARM-I-306,CARM-306
6759,DD-CARM-K-368,CARM-368
6760,DD-CARM-I-299,CARM-299
6761,DD-CARM-L-367,CARM-367
6762,DD-CARM-I-300,CARM-300
6763,DD-CARM-L-375,CARM-375
6764,DD-CARM-I-298,CARM-298
6765,DD-CARM-L-377,CARM-377
6766,DD-CARM-I-004,CARM-004
6767,DD-CARM-L-376,CARM-376
6768,DD-CARM-M-005,CARM-005
6769,DD-CARM-L-379,CARM-379
6770,DD-CARM-M-295,CARM-295
6771,DD-CARM-L-394,CARM-394
6772,DD-CARM-M-006,CARM-006
6773,DD-CARM-L-393,CARM-393
6774,DD-CARM-M-007,CARM-007
6775,DD-CARM-G-319,CARM-319
6776,DD-CARM-M-294,CARM-294
6777,DD-CARM-G-324,CARM-324
6778,DD-CARM-M-293,CARM-293
6779,DD-CARM-G-325,CARM-325
6780,DD-CARM-M-292,CARM-292
6781,DD-CARM-G-326,CARM-326
6782,DD-CARM-M-296,CARM-296
6783,DD-CARM-G-472,CARM-472
6784,DD-CARM-M-291,CARM-291
6785,DD-CARM-G-471,CARM-471
6786,DD-CARM-M-297,CARM-297
6787,DD-CARM-G-461,CARM-461
6788,DD-CARM-M-290,CARM-290
6789,DD-CARM-G-463,CARM-463
6790,SC-TOLE-M-076,TOLE-076
6791,DD-CARM-G-460,CARM-460
6792,SC-TOLE-M-075,TOLE-075
6793,DD-CARM-G-467,CARM-467
6794,SC-TOLE-N-088,TOLE-088
6795,DD-CARM-G-468,CARM-468
6796,SC-TOLE-N-097,TOLE-097
6797,DD-CARM-G-479,CARM-479
6798,SC-TOLE-N-098,TOLE-098
6799,DD-CARM-G-469,CARM-469
6800,SC-TOLE-N-086,TOLE-086
6801,DD-CARM-N-485,CARM-485
6802,SC-TOLE-N-085,TOLE-085
6803,DD-CARM-N-486,CARM-486
6804,SC-TOLE-N-083,TOLE-083
6805,DD-CARM-N-451,CARM-451
6806,SC-TOLE-N-084,TOLE-084
6807,DD-CARM-N-452,CARM-452
6808,SC-TOLE-N-087,TOLE-087
6809,DD-CARM-N-453,CARM-453
6810,SC-TOLE-N-092,TOLE-092
6811,DD-CARM-N-454,CARM-454
6812,SC-TOLE-N-091,TOLE-091
6813,DD-CARM-N-455,CARM-455
6814,SC-TOLE-N-064,TOLE-064
6815,DD-CARM-N-456,CARM-456
6816,SC-TOLE-N-065,TOLE-065
6817,DD-CARM-N-480,CARM-480
6818,SC-TOLE-N-066,TOLE-066
6819,DD-CARM-N-482,CARM-482
6820,SC-TOLE-N-067,TOLE-067
6821,DD-CARM-N-481,CARM-481
6822,SC-TOLE-N-068,TOLE-068
6823,DD-CARM-N-508,CARM-508
6824,SC-TOLE-N-089,TOLE-089
6825,DD-CARM-N-506,CARM-506
6826,SC-TOLE-N-090,TOLE-090
6827,DD-CARM-N-315,CARM-315
6828,SC-TOLE-N-070,TOLE-070
6829,DD-CARM-N-316,CARM-316
6830,SC-TOLE-N-074,TOLE-074
6831,DD-CARM-N-512,CARM-512
6832,DD-CARM-N-503,CARM-503
6833,SC-TOLE-N-073,TOLE-073
6834,SC-TOLE-N-072,TOLE-072
6835,DD-CARM-N-490,CARM-490
6836,DD-MALC-C-056,MALC-056
6837,DD-CARM-N-489,CARM-489
6838,DD-MALC-C-026,MALC-026
6839,DD-CARM-N-491,CARM-491
6840,DD-MALC-D-023,MALC-023
6841,DD-CARM-N-317,CARM-317
6842,DD-MALC-E-013,MALC-013
6843,DD-CARM-N-318,CARM-318
6844,DD-MALC-F-015,MALC-015
6845,DD-CARM-N-476,CARM-476
6846,DD-MALC-F-017,MALC-017
6847,DD-CARM-N-475,CARM-475
6848,DD-MALC-F-018,MALC-018
6849,DD-CARM-N-474,CARM-474
6850,DD-MALC-F-021,MALC-021
6851,DD-CARM-N-478,CARM-478
6852,DD-MALC-F-022,MALC-022
6853,DD-CARM-N-495,CARM-495
6854,DD-CARM-N-487,CARM-487
6855,SP-NOMB-E-039,NOMB-039
6856,DD-CARM-N-488,CARM-488
6857,SC-TOLE-O-054,TOLE-054
6858,DD-CARM-N-484,CARM-484
6859,SC-TOLE-O-055,TOLE-055
6860,DD-CARM-N-483,CARM-483
6861,SC-TOLE-O-056,TOLE-056
6862,DD-CARM-M-287,CARM-287
6863,SC-TOLE-P-058,TOLE-058
6864,DD-CARM-M-289,CARM-289
6865,SC-TOLE-P-057,TOLE-057
6866,DD-CARM-M-286,CARM-286
6867,SC-TOLE-P-062,TOLE-062
6868,DD-CARM-M-008,CARM-008
6869,SC-TOLE-P-063,TOLE-063
6870,DD-RAGU-D-041,RAGU-041
6871,DD-MALC-E-014,MALC-014
6872,DD-RAGU-D-078,RAGU-078
6873,DD-MALC-E-016,MALC-016
6874,DD-RAGU-D-042,RAGU-042
6875,DD-MALC-E-028,MALC-028
6876,DD-RAGU-D-040,RAGU-040
6877,DD-MALC-E-020,MALC-020
6878,DD-RAGU-E-039,RAGU-039
6879,DD-MALC-E-019,MALC-019
6880,DD-RAGU-E-038,RAGU-038
6881,DD-MALC-E-025,MALC-025
6882,DD-RAGU-E-037,RAGU-037
6883,DD-MALC-E-024,MALC-024
6884,DD-RAGU-E-036,RAGU-036
6885,DD-MALC-B-010,MALC-010
6886,DD-RAGU-E-052,RAGU-052
6887,DD-MALC-E-037,MALC-037
6888,DD-RAGU-E-056,RAGU-056
6889,DD-MALC-E-038,MALC-038
6890,DD-RAGU-E-055,RAGU-055
6891,DD-PANT-E-067,PANT-067
6892,DD-RAGU-E-054,RAGU-054
6893,DD-PANT-E-068,PANT-068
6894,DD-RAGU-E-053,RAGU-053
6895,DD-PANT-E-069,PANT-069
6896,DD-RAGU-E-031,RAGU-031
6897,DD-PANT-E-087,PANT-087
6898,DD-RAGU-E-032,RAGU-032
6899,DD-PANT-E-086,PANT-086
6900,DD-RAGU-E-033,RAGU-033
6901,DD-PANT-E-085,PANT-085
6902,DD-RAGU-E-034,RAGU-034
6903,DD-PANT-F-074,PANT-074
6904,DD-RAGU-E-035,RAGU-035
6905,DD-PANT-E-070,PANT-070
6906,DD-CARM-O-010,CARM-010
6907,DD-PANT-E-071,PANT-071
6908,DD-CARM-O-285,CARM-285
6909,DD-PANT-E-078,PANT-078
6910,DD-CARM-O-280,CARM-280
6911,DD-PANT-E-084,PANT-084
6912,DD-CARM-O-279,CARM-279
6913,DD-PANT-E-079,PANT-079
6914,DD-CARM-P-014,CARM-014
6915,DD-PANT-F-083,PANT-083
6916,DD-CARM-P-016,CARM-016
6917,DD-PANT-F-082,PANT-082
6918,DD-CARM-P-015,CARM-015
6919,DD-PANT-F-081,PANT-081
6920,DD-CARM-P-017,CARM-017
6921,DD-PANT-E-077,PANT-077
6922,DD-CARM-P-018,CARM-018
6923,DD-PANT-F-076,PANT-076
6924,DD-CARM-P-019,CARM-019
6925,DD-PANT-F-075,PANT-075
6926,DD-CARM-P-270,CARM-270
6927,DD-PANT-F-080,PANT-080
6928,DD-CARM-P-271,CARM-271
6929,DD-PANT-G-041,PANT-041
6930,DD-CARM-P-274,CARM-274
6931,DD-PANT-G-044,PANT-044
6932,DD-CARM-P-272,CARM-272
6933,DD-PANT-G-045,PANT-045
6934,DD-CARM-P-273,CARM-273
6935,DD-PANT-G-046,PANT-046
6936,DD-PANT-G-047,PANT-047
6937,DD-CARM-P-021,CARM-021
6938,DD-PANT-G-089,PANT-089
6939,DD-CARM-P-023,CARM-023
6940,DD-PANT-G-053,PANT-053
6941,DD-CARM-P-024,CARM-024
6942,DD-PANT-G-052,PANT-052
6943,DD-CARM-A-025,CARM-025
6944,DD-PANT-G-051,PANT-051
6945,DD-CARM-A-026,CARM-026
6946,DD-PANT-G-050,PANT-050
6947,DD-CARM-A-258,CARM-258
6948,DD-PANT-G-048,PANT-048
6949,DD-CARM-A-257,CARM-257
6950,DD-PANT-D-093,PANT-093
6951,DD-CARM-A-256,CARM-256
6952,DD-PANT-D-092,PANT-092
6953,DD-CARM-A-028,CARM-028
6954,DD-PANT-D-031,PANT-031
6955,DD-CARM-A-255,CARM-255
6956,DD-PANT-D-016,PANT-016
6957,DD-CARM-A-254,CARM-254
6958,DD-PANT-D-015,PANT-015
6959,DD-CARM-A-027,CARM-027
6960,DD-PANT-D-017,PANT-017
6961,DD-CARM-A-246,CARM-246
6962,DD-PANT-D-014,PANT-014
6963,DD-CARM-A-032,CARM-032
6964,DD-PANT-D-018,PANT-018
6965,DD-CARM-A-031,CARM-031
6966,DD-PANT-D-013,PANT-013
6967,DD-CARM-A-030,CARM-030
6968,DD-PANT-D-023,PANT-023
6969,DD-CARM-A-029,CARM-029
6970,DD-PANT-D-022,PANT-022
6971,SP-FRAR-P-061,FRAR-061
6972,DD-PANT-D-021,PANT-021
6973,SP-FRAR-V-153,FRAR-153
6974,DD-PANT-D-090,PANT-090
6975,SC-TOLE-B-095,TOLE-095
6976,DD-PANT-A-005,PANT-005
6977,SC-TOLE-B-118,TOLE-118
6978,DD-PANT-A-006,PANT-006
6979,SC-TOLE-B-115,TOLE-115
6980,DD-PANT-A-007,PANT-007
6981,DD-CARM-P-277,CARM-277
6982,DD-PANT-A-008,PANT-008
6983,DD-CARM-P-020,CARM-020
6984,DD-PANT-A-009,PANT-009
6985,DD-CARM-P-269,CARM-269
6986,DD-PANT-A-028,PANT-028
6987,DD-CARM-J-370,CARM-370
6988,DD-PANT-A-102,PANT-102
6989,DD-PANT-D-091,PANT-091
6990,DD-PANT-A-104,PANT-104
6991,DD-CARM-N-507,CARM-507
6992,DD-CARM-E-387,CARM-387
6993,DD-BARN-C-109,BARN-109
6994,SP-NOMB-F-031,NOMB-031
6995,SP-NOMB-F-057,NOMB-057
6996,SP-NOMB-F-032,NOMB-032
6997,SP-NOMB-F-056,NOMB-056
6998,SP-NOMB-F-055,NOMB-055
6999,SP-NOMB-F-079,NOMB-079
7000,SP-NOMB-G-023,NOMB-023
7001,SP-NOMB-G-024,NOMB-024
7002,SP-NOMB-E-040,NOMB-040
7003,SP-NOMB-G-019,NOMB-019
7004,SP-NOMB-G-017,NOMB-017
7005,SP-NOMB-G-108,NOMB-108
7006,SP-NOMB-H-026,NOMB-026
7007,SP-NOMB-H-027,NOMB-027
7008,SP-FRAR-M-115,FRAR-115
7009,SP-FRAR-M-113,FRAR-113
7010,SP-NOMB-E-041,NOMB-041
7011,SP-NOMB-E-109,NOMB-109
7012,SP-NOMB-E-110,NOMB-110
7013,SP-POLO-D-012,POLO-012
7014,SP-POLO-G-051,POLO-051
7015,SP-POLO-G-050,POLO-050
7016,SP-POLO-G-049,POLO-049
7017,SP-POLO-G-044,POLO-044
7018,SP-POLO-G-042,POLO-042
7019,SP-POLO-G-041,POLO-041
7020,SP-POLO-G-048,POLO-048
7021,SP-POLO-G-047,POLO-047
7022,SP-POLO-G-045,POLO-045
